,Forum,Thread_Title,URL,Timestamp,Username,Subscription_Date,Num_Messages,Quote,Text,Engine,Brand,Exterior,Support
11,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/,7-07-2018 18:10:00,pilota54,03-04-2009 02:01:04,27619.0,"""Bellissimo senz'altro Però non è che possa scegliere una macchina in funzione del sound anche perché quello che conta è la guida e quindi quello che senti DENTRO che non coincide con quello che si sente da FUORI""","Non ho ragione (imho) di dubitare che anche sentito da dentro il suono del flat-six sia magnifico. Del resto una Porsche l'ho guidata, in pista (era una 993) e il rombo era bellissimo, anche da dentro. Meraviglioso anche quello della Maserati GranSport che guidai a Monza intorno al 2010 (V8 derivato Ferrari, ma con diversa angolazione dei perni di manovella). Per me il suono emesso dagli scarichi nella scelta di una vettura ha una notevole importanza, infatti nella mia lunga vita da automobilista (45 anni di patente) diverse volte ha sostituito lo scarico della mia vettura. Andando a memoria ricordo almeno 4 volte. ",positivo,irrilevante,positivo,irrilevante
12,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/,7-07-2018 21:17:00,Mastertanto,01-04-2009 03:16:07,3613.0,"""Non ho ragione imho di dubitare che anche sentito da dentro il suono del flat-six sia magnifico Del resto una Porsche l'ho guidata in pista era una 993 e il rombo era bellissimo anche da dentro Meraviglioso anche quello della Maserati GranSport che guidai a Monza intorno al 2010 V8 derivato Ferrari ma con diversa angolazione dei perni di manovella Per me il suono emesso dagli scarichi nella scelta di una vettura ha una notevole importanza infatti nella mia lunga vita da automobilista 45 anni di patente diverse volte ha sostituito lo scarico della mia vettura Andando a memoria ricordo almeno 4 volte""","Il suono del V8 Maserati è bellissimo, forse più bello, più armonico specialmente ai regimi moderati di quello dei ""cugini"" Ferrari. Per le 911 invece, per quanto posso ricordare (sono vari anni che non ne guido una) era molto bello e molto ""presente"" quello della Carrera S serie 997, mentre ricordo come più smorzato e ""lontano"" quello della Turbo, sempre 997. Non ho mai sentito da dentro il suono delle attuali 991, che ormai sono tutte turbo tranne le GT3 (sulla cui voce non ci possono essere dubbi... ) ma, personalmente, mi va sicuramente bene : apprezzo la bella ""voce"" dei motori ma, sulle stradali, non un rumore troppo forte, tant'è vero che mi sembrava eccessivo, nell'ottica di viaggiarci, il rumore interno delle Ferrari a motore posteriore centrale : farci un giro ok, ma dovessi avere una Ferrari la vorrei a motore anteriore, sia pure anche per altre ragioni. Quanto agli scarichi delle mie macchine, mai ne ho sostituito uno (e neppure sulle moto) con uno più rumoroso : una volta, dovendo cambiare la marmitta logora alla Opel Astra, mi misero (la provi, dissero... era un'officina specializzata in quello, non Opel) una più ""vuota"" e rumorosa, ma due gg. dopo ero ancora lì a chiederne la sostituzione con una normale : primo mi dava fastidio quel casino, secondo mi sentivo un buzzurro poco civile. Il troppo rumore, specialmente ai regimi moderati e d'uso quotidiano, non è per me ; mi pare perfetto da questo punto di vista l'equilibrio della M6, che ha un po' di ""voce"" ma mai a livelli fastidiosi e non rimbambisce neanche nei lunghi viaggi. . ",positivo,positivo,positivo,irrilevante
13,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/,8-07-2018 08:55:00,mani in alto,22-06-2017 18:30:55,4019.0,"'Il suono del V8 Maserati è bellissimo forse più bello più armonico specialmente ai regimi moderati di quello dei ""cugini"" Ferrari Per le 911 invece per quanto posso ricordare sono vari anni che non ne guido una era molto bello e molto ""presente"" quello della Carrera S serie 997 mentre ricordo come più smorzato e ""lontano"" quello della Turbo sempre 997 Non ho mai sentito da dentro il suono delle attuali 991 che ormai sono tutte turbo tranne le GT3 sulla cui voce non ci possono essere dubbi ma personalmente mi va sicuramente bene : apprezzo la bella ""voce"" dei motori ma sulle stradali non un rumore troppo forte tant\'è vero che mi sembrava eccessivo nell\'ottica di viaggiarci il rumore interno delle Ferrari a motore posteriore centrale : farci un giro ok ma dovessi avere una Ferrari la vorrei a motore anteriore sia pure anche per altre ragioni Quanto agli scarichi delle mie macchine mai ne ho sostituito uno e neppure sulle moto con uno più rumoroso : una volta dovendo cambiare la marmitta logora alla Opel Astra mi misero la provi dissero era un\'officina specializzata in quello non Opel una più ""vuota"" e rumorosa ma due gg dopo ero ancora lì a chiederne la sostituzione con una normale : primo mi dava fastidio quel casino secondo mi sentivo un buzzurro poco civile Il troppo rumore specialmente ai regimi moderati e d\'uso quotidiano non è per me ; mi pare perfetto da questo punto di vista l\'equilibrio della M6 che ha un po\' di ""voce"" ma mai a livelli fastidiosi e non rimbambisce neanche nei lunghi viaggi '","Sono abbstanza d'accordo sulla questione rumore, aggiungo che un buon sound non deve essere per forza ad altissimo volume. Per esempio la focus rs suona molto bene e ha una bella varietà di suoni ma non é rumorossisima. E poi troppo rumore ti fa notare troppo, ti stai godendo la tua bella guida al foscagno e mentre stai guidando quelli in dogana già sono pronti a controllarti per bene...no non fa per me. ",positivo,positivo,positivo,irrilevante
14,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/,7-07-2018 23:30:00,pilota54,03-04-2009 02:01:04,27619.0,"""Sono abbstanza d'accordo sulla questione rumore aggiungo che un buon sound non deve essere per forza ad altissimo volume""","Esatto, anche a me il rumore eccessivo dà un po fastidio e sa ""tamarro"". Però un sound corposo, non troppo rumoroso e soprattutto non gracchiante-spernacchiante a me piace. Per esempio ho provato l'Abarth 124 spider e in effetti il suono del ""Record Monza"" è forse eccessivo. Ho sentito su internet quello di alcuni scarichi after market e mi è sembrato migliore. Al contrario la124 ""normale"" a detta di tutti è troppo silenziosa, quasi una vettura elettrica... Anche la mia Brera 1.750 Tbi è un po' troppo silenziosa, nonostante ora abbia più di 90.000 km e la marmitta certamente si è ""aperta"" un po'. Ogni tanto penso di cambiare almeno i terminali. Ma siamo OT. ",irrilevante,irrilevante,irrilevante,irrilevante
15,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,7-09-2018 18:46:00,pilota54,03-04-2009 02:01:04,27619.0,,"Ecco le prime immagini in veste definitiva. https://www.quattroruote.it/news/fo...piu_camuffature.html?wtk14=amc146192860632549 Mah, mi dispiace ma per la prima volta devo dire che la nuova versione (almeno in foto) mi piace meno della precedente. Veramente brutte le prese d'aria ""plasticose"" anteriorei e posteriori. E anche i fari posteriori ""a tutta larghezza"". <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/foto_spia/2018/09/03/porsche_la_nuova_911_ormai_senza_piu_camuffature/gallery/rbig/2018-Porsche-911-spy-ok-1.jpg"" src=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/foto_spia/2018/09/03/porsche_la_nuova_911_ormai_senza_piu_camuffature/gallery/rbig/2018-Porsche-911-spy-ok-1.jpg""/>
<img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/foto_spia/2018/09/03/porsche_la_nuova_911_ormai_senza_piu_camuffature/gallery/rbig/2018-porsche992-23.jpg"" src=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/foto_spia/2018/09/03/porsche_la_nuova_911_ormai_senza_piu_camuffature/gallery/rbig/2018-porsche992-23.jpg""/>
",irrilevante,irrilevante,positivo,irrilevante
16,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,8-09-2018 10:36:00,Mastertanto,01-04-2009 03:16:07,3613.0,"'Ecco le prime immagini in veste definitiva https://wwwquattroruoteit/news/fopiu_camuffaturehtml?wtk14=amc146192860632549 Mah mi dispiace ma per la prima volta devo dire che la nuova versione almeno in foto mi piace meno della precedente Veramente brutte le prese d\'aria ""plasticose"" anteriorei e posteriori E anche i fari posteriori ""a tutta larghezza""'","A me piace, forse i fari posteriori senza variazioni apparenti di larghezza piacciono anche a me un po' meno dei precedenti, ma con qualche dettaglio può capitare.... in compenso, il giallo di questo esemplare mi fa impazzire... Spero rimanga l'opzione manuale. . ",irrilevante,positivo,negativo,irrilevante
17,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,8-09-2018 14:42:00,pilota54,03-04-2009 02:01:04,27619.0,,"Si, il giallo è un colore che sta sempre bene sia alla 911 che alla Cayman. ",irrilevante,irrilevante,positivo,irrilevante
18,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,25-09-2018 14:36:00,livorno1915,22-01-2010 14:30:43,112.0,,"La 911 (che detesto per gelosia: gelosia nei confronti di chi c’è lha, gelosia perché vorrei che una simile opera fosse italiana etc) e un esempio di come una linea possa rimanere concettualmente invariata ma evolversi e ammodernarsi. Non ha un preciso richiamo, non è uno scimmiottamento stilistico. Semplicemente anno dopo anno la linea si è evoluta senza perdere l’impronta originale. E la meccanica? L’auto più concettualmente sbagliata del mondo (motore posteriore a sbalzo, ma pherson etc) anche lì evoluta si anno in anno. Il carattere di base è rimasto ma si è evoluto, i limiti (di tenuta) saliti e quelli di concetto affievoliti. E poi la puoi quasi usare come auto da famiglia, non ci fai quindici giorni in Sardegna con moglie e figli ma il week end è fattibilissimo, addirittura con dei bambini. Un capolavoro ",irrilevante,positivo,irrilevante,irrilevante
19,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,25-11-2018 00:57:00,pilota54,03-04-2009 02:01:04,27619.0,,"La 911-992 dovrebbe essere presentata al Salone di Los Angeles (30 novembre). <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""https://car-images.bauersecure.com/pagefiles/67969/1040x585/911_046.jpg"" src=""https://car-images.bauersecure.com/pagefiles/67969/1040x585/911_046.jpg""/>
",irrilevante,neutro,irrilevante,irrilevante
20,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,25-11-2018 19:36:00,Mastertanto,01-04-2009 03:16:07,3613.0,'La 911-992 dovrebbe essere presentata al Salone di Los Angeles 30 novembre ',. ,irrilevante,neutro,irrilevante,irrilevante
21,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,28-11-2018 09:52:00,perdegola,01-04-2009 18:46:34,2748.0,,"Uscite le foto... che dire.. a me piace da sempre <img alt=""2018-Porsche-911-992-11.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/2018-porsche-911-992-11-jpg.8741/""/>
<img alt=""2018-Porsche-911-992-02.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/2018-porsche-911-992-02-jpg.8742/""/>
<img alt=""2018-Porsche-911-992-24.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/2018-porsche-911-992-24-jpg.8743/""/>
",irrilevante,irrilevante,irrilevante,irrilevante
22,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,28-11-2018 12:45:00,pilota54,03-04-2009 02:01:04,27619.0,,"Io posso solo sognarla, comunque è sempre bellissima, incredibile come riescano sempre a migliorarla lasciando sostanzialmente la stessa linea di base. Belli anche gli interni, eleganti come sempre. Altre foto. <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/nuovi-modelli/2018/11/28/porsche_911_992_prezzo_presentazione_foto_motori/gallery/rsmall/2018-Porsche-911-992-07.jpg"" src=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/nuovi-modelli/2018/11/28/porsche_911_992_prezzo_presentazione_foto_motori/gallery/rsmall/2018-Porsche-911-992-07.jpg""/>
<img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/nuovi-modelli/2018/11/28/porsche_911_992_prezzo_presentazione_foto_motori/gallery/rsmall/2018-Porsche-911-992-08.jpg"" src=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/nuovi-modelli/2018/11/28/porsche_911_992_prezzo_presentazione_foto_motori/gallery/rsmall/2018-Porsche-911-992-08.jpg""/>
<img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/nuovi-modelli/2018/11/28/porsche_911_992_prezzo_presentazione_foto_motori/gallery/rsmall/2018-Porsche-911-992-04.jpg"" src=""https://statics.quattroruote.it/content/dam/quattroruote/it/news/nuovi-modelli/2018/11/28/porsche_911_992_prezzo_presentazione_foto_motori/gallery/rsmall/2018-Porsche-911-992-04.jpg""/>
",irrilevante,irrilevante,positivo,irrilevante
23,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,28-11-2018 12:29:00,xander71,01-04-2009 15:51:26,838.0,,sempre top ,neutro,positivo,irrilevante,irrilevante
24,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,29-11-2018 09:39:00,Lenny_84,17-02-2016 16:49:02,763.0,,"La adoro, ovviamente mi piace anche quest'ultima versione che con il solito lavoro sottotraccia riesce a conservare l'impronta di sempre pur modernizzando alcuni particolari estetici. Mi convincono pochino i paraurti, specialmente quello posteriore troppo ""plasticoso"" a mio avviso. Benissimo invece le carreggiate allargate e la strumentazione che a mio avviso è un esempio di stile, con il grande contagiri analogico al centro e i display digitali a completare il resto del quadro strumenti. Mi piace molto anche la pulizia fatta sul tunnel, non più affollato di tasti come in passato, e l'introduzione della modalità Wet la rende ancora più sfruttabile nell'utilizzo quotidiano. Vediamo se ci sarà ancora l'opzione del cambio manuale, sicuramente faranno almeno qualche edizione limitata che lo prevede. ",irrilevante,irrilevante,positivo,irrilevante
25,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,30-11-2018 11:51:00,elancia75,01-04-2009 00:08:53,8770.0,,"Carina, anche se un po' massiccia nella parte posteriore. ",irrilevante,irrilevante,irrilevante,irrilevante
26,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,1-12-2018 23:10:00,pilota54,03-04-2009 02:01:04,27619.0,,"Mah, a vederla così, nel filmato di Quattroruote, mi sembra un po' ""appesantita"" sia davanti che dietro. Non sanno più come fare per modificarla. Per me la Porsche 911 migliore di sempre resta la 997. https://www.quattroruote.it/news/nu...911_992_prezzo_presentazione_foto_motori.html ",irrilevante,irrilevante,irrilevante,irrilevante
27,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,1-12-2018 23:16:00,Ax-80,27-09-2018 23:46:17,5366.0,,Quelle griglie sotto il lunotto non mi convincono ma la continuità nell’insieme è sempre gradevole . ,irrilevante,irrilevante,positivo,irrilevante
28,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,2-12-2018 09:49:00,perdegola,01-04-2009 18:46:34,2748.0,,"Pregevole il richiamo in legno alla 901 <img alt=""IMG_3411.JPG"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/img_3411-jpg.8792/""/>
",irrilevante,irrilevante,irrilevante,irrilevante
29,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-2,3-12-2018 10:10:00,perdegola,01-04-2009 18:46:34,2748.0,,edit ,irrilevante,irrilevante,irrilevante,irrilevante
30,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-3,3-12-2018 10:17:00,perdegola,01-04-2009 18:46:34,2748.0,,"<img alt=""Foto 02-12-18, 23 54 57 (1).jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/foto-02-12-18-23-54-57-1-jpg.8812/""/>
<img alt=""Foto 02-12-18, 23 54 57 (2).jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/foto-02-12-18-23-54-57-2-jpg.8813/""/>
<img alt=""Foto 02-12-18, 23 54 57.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/foto-02-12-18-23-54-57-jpg.8814/""/>
<img alt=""Foto 02-12-18, 23 54 56 (1).jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/foto-02-12-18-23-54-56-1-jpg.8815/""/>
<img alt=""Foto 02-12-18, 23 54 56.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/foto-02-12-18-23-54-56-jpg.8816/""/>
",irrilevante,irrilevante,irrilevante,irrilevante
31,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-3,3-12-2018 10:18:00,perdegola,01-04-2009 18:46:34,2748.0,,"Pregevole il richiamo sempre alla prima 901 con la nervatura sul cofano <img alt=""Foto 02-12-18, 23 54 55.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/foto-02-12-18-23-54-55-jpg.8817/""/>
<img alt=""Foto 02-12-18, 23 54 55 (1).jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/foto-02-12-18-23-54-55-1-jpg.8818/""/>
<img alt=""Foto 02-12-18, 23 54 54.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/foto-02-12-18-23-54-54-jpg.8819/""/>
",irrilevante,irrilevante,irrilevante,irrilevante
32,Quattroruote,Porsche 911/992,https://forum.quattroruote.it/threads/porsche-911-992.111443/page-3,5-12-2018 14:43:00,edoardosavoia,06-12-2017 09:27:36,816.0,,Bella. Ma per me la più bella rimane la 964. ,irrilevante,irrilevante,positivo,irrilevante
