Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
Alfa Romeo - 3.0 M-Jet V6;https://www.autopareri.com/forums/topic/22754-alfa-romeo-30-m-jet-v6?&page=53#comments;16/12/2008 17:52;ACS;;La penso come te ma quando la prima e forse unica preoccupazione è fare cassa vendendo stock a pallets non tiri molto per il sottile sulle strategie di lancio. E diciamo che in questo caso i concetti espressi da TonyH sono decisamente attuali. ps: sul basamento dei V6 io non ho notizie precise quindi non mi sbilancio ;Alfa Romeo;;negativo;negativo;;;;;;;;;;;
Problema vibrazione Laguna coupè 2009;https://forum.quattroruote.it/threads/problema-vibrazione-laguna-coup%C3%A8-2009.88473/page-3;28/01/2019 00:00;mailandrea;;Avete chiesto se può essere collegato al volano bimassa ? ;Renault;Laguna Coup�;neutro;;;;;;;;;;;;
Moderazione Forum Alfa Romeo;https://forum.quattroruote.it/threads/moderazione-forum-alfa-romeo.51888/page-10;01/09/2011 00:00;Admin;"'Farò attenzion ma voi ""divini"" cambiate line non si può cancellare roba a prescinder lo sappiamo tutti che stiamo campando di chiacchere relativamente a questo marchi cosa devo pensare? Che la gente ci provi gusto a farsi prendere in giro ed a chiaccherare di chiacchere?'";Ti faccio notare che questo è il forum di Quattroruote non quello dell'Alfa Romeo. Rifletti... ;Alfa Romeo;;neutro;;;;;;;;;;;;
Scénic XMod - Topic Ufficiale;https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-258;05/01/2011 00:00;Nuotatore83;"TEXI ha scritto: Nuotatore83 ha scritto: ATTENZIONE ATTENZION stamane myrenault recitava: TRASPORTO LA TUA AUTO E' ARRIVATA IN ITALIA La tua auto è arrivata in Italia! In questo momento si trova in uno dei nostri centri di sdoganamento e distribuzione in attesa di essere inviata alla tua Concessionaria. 03 gennaio 2011!!!!!!! ditemi dov'è che me la vado a prendere io!!!!! ... x me allora e gia in concessionaria..... Infatti mi hanno appena chiamato... lunedì vado a pagare con assegno circolar e tempo un paio di giorni la prendo!!! una domanda a chi ha già ritirat un eventuale controllo lo si fa prima o dopo aver pagato? intendo optional ecc ecc... Assolutamente prima di pagare. "" TEXI ha scritto: Nuotatore83 ha scritto: ATTENZIONE ATTENZION stamane myrenault recitava: TRASPORTO LA TUA AUTO E' ARRIVATA IN ITALIA La tua auto è arrivata in Italia! In questo momento si trova in uno dei nostri centri di sdoganamento e distribuzione in attesa di essere inviata alla tua Concessionaria. 03 gennaio 2011!!!!!!! ditemi dov'è che me la vado a prendere io!!!!! ... x me allora e gia in concessionaria..... Infatti mi hanno appena chiamato... lunedì vado a pagare con assegno circolar e tempo un paio di giorni la prendo!!! una domanda a chi ha già ritirat un eventuale controllo lo si fa prima o dopo aver pagato? intendo optional ecc ecc "" Nuotatore83 ha scritto: ATTENZIONE ATTENZION stamane myrenault recitava: TRASPORTO LA TUA AUTO E' ARRIVATA IN ITALIA La tua auto è arrivata in Italia! In questo momento si trova in uno dei nostri centri di sdoganamento e distribuzione in attesa di essere inviata alla tua Concessionaria. 03 gennaio 2011!!!!!!! ditemi dov'è che me la vado a prendere io!!!!! ... x me allora e gia in concessionaria.. ""ATTENZIONE ATTENZION stamane myrenault recitava: TRASPORTO LA TUA AUTO E' ARRIVATA IN ITALIA La tua auto è arrivata in Italia! In questo momento si trova in uno dei nostri centri di sdoganamento e distribuzione in attesa di essere inviata alla tua Concessionaria. 03 gennaio 2011!!!!!!! ditemi dov'è che me la vado a prendere io!!!!! """;ecco il concessionario mi ha detto che la macchina è al deposito ( che non è il conc. stesso ) di passere lunedì a firmare tutto e a dare l'assegno e il giorno dopo portano a immatricolare l'auto il giorno dopo ancora la portano al conc. per la consegna... in questo modo io avrò modo di controllare gli optional solo il giorno della consegna... ;Renault;Scenic XMod;neutro;;;;;;;;;;;;neutro
presa e blu tout su G Punto;https://www.autopareri.com/forums/topic/17619-presa-e-blu-tout-su-g-punto;23/12/2005 20:56;lorenzo78;;bluetooth...si scrive cosi' se magari puo' tornarti utile in qualche ricerca in rete.... ;;;neutro;;;;;;;;;;;;
Nuova Impreza;https://forum.quattroruote.it/threads/nuova-impreza.105872/page-2;24/11/2016 00:00;elancia75;;Peccato se non ci sarà il 1.6 DIT. Il diesel andrebbe declinato in due versioni forse... Se mi avessero distrutto la Civic nel 2017 non so se avrei preso la Axela... sicuramente sarei andato a vederla ! ;Subreza;Impreza;neutro;;;;;;;;;;;;
"Colori ""Nuvola"" su le nuove Alfa";https://www.autopareri.com/forums/topic/18063-colori-nuvola-su-le-nuove-alfa;18/01/2006 17:16;nunoHGT;;Un venditore ALfa mi a detto anche non fanno piu i colori nuvola mah il rosso rubino per esempio non e' un colore nuvola ? ? ? ;Alfa Romeo;;neutro;;;neutro;;;;;;;;;
Domanda sul DSG (Karoq /Kodiak);https://forum.quattroruote.it/threads/domanda-sul-dsg-karoq-kodiak.114046/;30/12/2017 00:00;gnpb;;"Qualunque sia il tipo ( a secco o a bagno d'olio ) per il parcheggio non ti preoccupare: appena lasci il freno la macchina si muove lentamente quindi i parcheggi di precisione si fanno col piede sul freno e basta a meno che tu non sia in salita dove devi accelerare un pochino se la salita è ripida nel qual caso puoi tenere il destro sul gas e il sinistro sul freno. L'unica accortezza è ricordarsi che è un cambio ""normale"" cioè con frizione e non con convertitore di coppia quindi non va fatto sfrizionare più di tanto esattamente come un manuale. Soprattutto nel traffico vedrai che avrà la tendenza a mettere la seconda anche se sei quasi fermo se sei in colonna nel traffico dell'ora di punta meglio mettere manualmente in prima e muoversi solo al necessario esattamente come con un cambio manuale non facendolo sfrizionare di continuo tenendo frenato per rallentarlo. Un ultimo consiglio: nel caso non siano di serie prendi le palette al volante oltre a essere utili all'inizio ( quando non hai ancora fatto l'abitudine a comandarlo con le variazioni di pressione sul gas ) sono divertenti sui tratti ""guidati"". E dato che prendi un SUV nel caso ti dovesse servire il ""pendolo"" per uscire da un innevamento il passaggio D-n-R e viceversa si può fare senza toccare il freno. ";Skoda;Karoq;neutro;;;;;;;;;;;;
Ypsilon 1.6: si fara o no??;https://www.autopareri.com/forums/topic/5482-ypsilon-16-si-fara-o-no;14/03/2004 12:08;Eduard;;Se la lybra non si fa piu la thesis va comme va etc...si fara la Ypsilon HF ? ? ? E la 1.6 110-120Cv ? ? ? Se cualcuno lo sa che dica cualcosa pq io ho ancora dei dubbi e se non si fa allora avro un dubbio meno ! ! ! Frick ti hanno detto cualcosa ? ? ciao e grazie ;Lancia;Ypsilon;neutro;;;;;;;;;;;;
MONDO ABARTH e versioni speciali;https://forum.quattroruote.it/threads/mondo-abarth-e-versioni-speciali.81775/page-2;18/11/2013 00:00;giampi47;"'ciao Giampi grazie dei post che stai inserendo ho aggiornato il titolo del thread aggiungendo ""versioni speciali"" visto che parliamo anche di Giannini... a proposito di Giannini è uscito su 4ruote di un paio di numeri fa un articolo proprio dello storico preparatore romano che appena ho tempo posterò... se non ricordo male era nella sezione ""Roma e Lazio"" e quindi con la possibilità di essere letto solo da noi acquirenti laziali della rivista... a presto'";Ciao FEDERICO. Hai agito perfettamente e Ti ringrazio. Sì in effetti sul numero di Quattroruote dedicato alla Lombardia non vi è traccia dell' articolo di cui parli. Sarà veramente interessante leggerlo. Quindi per favore- se e quando puoi- postalo . Sono in ritardo con le notizie su ABARTH lo so ma appena posso mi rifaccio vivo. Ti invio un caro saluto. Ciao . :thumbup: ;Abarth;;neutro;;;;;;;;;;;;
affidabilità Dacia;https://forum.quattroruote.it/threads/affidabilit%C3%A0-dacia.24289/;20/06/2015 00:00;NEWsuper5;;è possibile anzi molto probabile che la rottura sia dovuta a cause accidentali. La componentistica non è nulla di nuovo così come il gruppo ruota anteriore che in quasi tutti i componenti è lo stesso per sandero logan clio2 twingo2 kangoo ecc.... e non escudo lo sia per molti altri altri modelli del passato e successivi. non mi pare di aver sentito di casi di rotture di semiassi più di altre vetture nonostante la moltitudine di modelli che montano gl stessi pezzi anche di altre marche. ;Dacia;;neutro;;;;neutro;;;;;;;;
Classe A 2018: prezzi ufficiali;https://forum.quattroruote.it/threads/classe-a-2018-prezzi-ufficiali.115790/page-3;04/06/2018 00:00;A-80;;La A nuova su sta aggiornando man mano. Escludendo l’A3- bastaaa ormai un conto sarebbe comprarla usata ma nuova .....- valuterei le 2 bmw. ;Audi;A3;negativo;negativo;;;;;;;;;;;
Mondiale F.1 2019 - GP d'Australia;https://forum.quattroruote.it/threads/mondiale-f-1-2019-gp-daustralia.121545/page-7;13/03/2019 00:00;mani in alto;;Se le previsioni mettono bello si parte con una buona notizia visto che Ham sul bagnato é molto forte. Anche vero é che in Australia é difficile che piova ma va benissimo così. ;;;positivo;;;;;;;;;;;;
"Alfa Romeo ""Tonale""";https://forum.quattroruote.it/threads/alfa-romeo-tonale.121552/page-18;07/03/2019 00:00;arizona77;"""Mi sembra che pero' valga solo per gli AD Fiat/Fc perche' quelli della concorrenza nella maggior parte dei casi mantengono cio' che promettono.""";"Appunto magari fanno qualche "" alchimia "" ma mantengono ";Fiat;;neutro;;;;;;;;;;;;
Alfa Romeo MiTo (Topic Ufficiale - 2008);https://www.autopareri.com/forums/topic/27704-alfa-romeo-mito-topic-ufficiale-2008?&page=1168#comments;22/08/2011 17:39;multiplex;;no strano affatto. Con la 147 entravo tranquillo con la Mito gratto da paura. Mio figlio a rinunciato a metterla in garage e/o lavarla in casa per questo. La 147 entrava e la lavavo benissimo sulla rampa stessa....finchè reggeva il freno a mano poi nelle ripartenze....La prima volta mio figlio con la Mito si è leggermente posato sulla ba ) scula ;Alfa Romeo;Mito;neutro;;;;;;;;;;;;
Neve olio e Nx che perde il posteriore;https://forum.quattroruote.it/threads/neve-olio-e-nx-che-perde-il-posteriore.101682/;18/01/2016 00:00;ARTEX;;"Ieri ero nelle Marche e in montagna nevicava. Condizioni: neve forte -5 gradi fondo gelato. In salita la macchina aveva una trazione sicura merito anche delle gomne invernali. Sceso dalla macchina mi rendevo conto della trazione della nx perché non stavo in piedi. Bene ero soddisfatto della macchina. Arrivato il momento di scendere visto che il manto stradale era ghiacciato inserivo il freno motore selezionando con le leve al volante ""la marcia n. 1"". La nx scendeva con sicurezza e con supponenza da suv superavo anche qualche altra macchina più lenta. Ma ad un certo punto arrivava il colpo di teatro: in un tornante curva a sinistra la nx perdeva il posteriore e si intraversava. Davo un colpo di sterzo e la raddrizzavo ma non riuscivo ad evitare che il paraurti posteriore dx sbattesse contro le barriere in metallo. Causa l'urto perdevo un po' di vernice e rigavo la plastica niente di che però è già la seconda volta che accade. Circa un mese fa in una rotonda qualcuno aveva perso olio e qualcun altro lo stava pulendo senza segnalare l'asfalto scivoloso. Io percorrevo e uscivo dalla rotonda e immesso nella mia corsia capivo che la macchina aveva poca aderenza. Capivo che era qualcosa di oleoso ma non me ne preoccupavo. Dopo circa 3/4 km di rettilineo uscivo dalla strada percorsa e giungevo ad un'altra rotonda. Arrivato il momento di frenare la nx si intraversava. Io mollavo il freno poi rifrenavo fermandomi in mezzo alla rotonda e facendo sbiancare una tizia dentro altra vettura che mi vedeva arrivare scodinzolando. L'olio o cosa fosse altro era rimasto appiccicato alle gomme e lungo il rettilineo non si era consumato. Per farla breve a mio avviso la nx tra pacco batterie e motore elettrico dietro in condizioni di poca aderenza e in caso di frenata si sbilancia perdendo il posteriore. La mia prius ad esempio non si comportava così. Quello che mi lascia basito e' il fatto che i controlli elettronici non sono in grado di compensare questo effetto pendolo della macchina. Segnalerò la cosa il lexus...un saluto a tutti. ";Lexus;nx;negativo;;;;;;;;;;molto negativo;;
