Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
987 e I-Pod ;http://www.porschemania.it/discus/messages/502415/139002.html?1169252938;18/01/2007 03:54;sasaben;;http://cgi.ebay.it/Interfaccia-Ipod-Dension-gateway-500-per-PORSCHE_W0QQitemZ260 074135192QQihZ016QQcategoryZ90964QQrdZ1QQcmdZViewItem Con questo dovrebbe andare l'ipod per auto a Fibra ottica.;;;neutro;;;;;;;;;;positivo;;Assistenza/Concessionari
Alfa Romeo 159 2005;https://www.autopareri.com/forums/topic/13571-alfa-romeo-159-2005?&page=201#comments;11/04/2005 07:09;Meg85...;;we know sakis...the news come from our forum... ;;Alfa Romeo 159 2005;neutro;;;;;;;;;;;;Assistenza/Concessionari
Sondaggi e questionari vari sulla mobilità elettrica;https://www.forumelettrico.it/forum/voglio-capire-come-funziona-la-mobilita-elettrica-t5433-60.html?sid=8b8d4eb4641d5d32a257dae81f149e26&sid=8b8d4eb4641d5d32a257dae81f149e26;22/03/2019, 9:32;valeria;;Ciao ragazzi Sono una studentessa di Roma e avrei bisogno di un piccolo aiuto per un progetto universitario: sto conducendo un sondaggio per capire quali sono le percezioni che utenti e potenziali utenti hanno rispetto al tema della mobilità elettrica. Per rispondere non è necessario avere esperienze dirette sul tema per cui tutti possono rispondere.Qui sotto il link del sondaggio dura solo 5 minuti.Grazie in anticipo per il vostro aiuto https://eu.qualtrics.com/jfe/form/SV_1MS8ewYVFAMwjOt;;;neutro;;;;;;;;neutro;;;;Assistenza/Concessionari
quale tra le 2???;https://www.bmwpassion.com/forum/threads/quale-tra-le-2.42616/;23/05/2003 00:00;El Nino;;Bene finalmente é arrivato il momento di prendere l´auto anche per gli usa la userá mio padre per la maggiore ma quando vado a trovarlo me la prendo io.L´altro giorno andammo un pó in giro e ci siamo soffermati su 2 modelli.Una é BMW siamo sentimentalisti l´altra una infiniti per chi non lo sapesse dovrebbe essere ma non ne sono sicuro il top di gamma nissan.La BMW é un 328 coupé eccovi la schermata della configurazioneoptionl pochi solo pelle pacchetto M e navigatore per un prezzo di 38 mila dollari piú 7% iva.L´altra mi piace molto tecnicamente molto valida impianto frenante Brembo motore da 300cv autobloccante manuale 6 marce cerchi da 19.Prezzo in linea con BMW solo che é piú piccola della BM.Voi tra le 2 quale prendereste ? ;1. BMW - 2. Nissan;1.328 coupé 2. modello top gamma  Nissan;positivo;molto positivo;;;molto positivo;molto positivo;;positivo;;positivo;;molto positivo;Assistenza/Concessionari
1.3 Mjet per la Musa... Motore troppo piccolo?;https://www.autopareri.com/forums/topic/8344-13-mjet-per-la-musa-motore-troppo-piccolo;01/08/2004 18:17;blueyes;;Io prenderei senza dubbio il 1.9 per la Musa.... e' molto ma molto meglio. Poi se esce il 1.3 da 90cv gia' ci si puo' pensare. ;;;positivo;;;;;;;positivo;;;;;Assistenza/Concessionari
Alfa Romeo 4C 2013;https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=607#comments;09/10/2013 07:58;nicogiraldi;;non vorrei dire ma 1400 euro un treno son soldi ! Le classiche misure lotus exige un set di 888 si trova sui 740 euro ( da montare spedite a casa ) ;;Alfa Romeo 4C 2013;negativo;;;;positivo;;;;;;;;Assistenza/Concessionari
Erede di 159...;https://www.autopareri.com/forums/topic/28868-erede-di-159?&page=52#comments;19/08/2008 12:31;Regazzoni;;Nome a parte che per ora è 944 Sprint una cosa che potrebbe essere comparabile ad una A5 non vedo quanto possa essere affiancata ad una Alfasud spint. ;;944 Sprint;neutro;;;;;;;;;;;;Assistenza/Concessionari
Colori pinze gialle o rosse?;http://www.porschemania.it/discus/messages/22971/525061.html?1360153398;07/10/2010 15:04;morice;;"I PCCB vanno anche su cerchi da 20""....";;;neutro;;;;neutro;;;;;;;;Assistenza/Concessionari
Toninelli: non comprerei un'elettrica con colonnine ogni 200 km;https://www.forumelettrico.it/forum/toninelli-non-comprerei-un-elettrica-con-colonnine-ogni-200-km-t5307-10.html?sid=56eaf1f45e44b71ede6901683edcdf9a&sid=56eaf1f45e44b71ede6901683edcdf9a;10/05/2019, 0:02;mirko2016;;Con gli incentivi han fatto una grossa boiata è sprecato i soldi ma qui per ora finché sono intenzioni diamo un attimo di tempo prima di crocifiggerlo nonostante i trascorsi...;;;;;;;;;;;negativo;;;;Assistenza/Concessionari
Differenziale posteriore KO - Trazione integrale Cr-V;https://forum.quattroruote.it/threads/differenziale-posteriore-ko-trazione-integrale-cr-v.24249/page-4;22/03/2010 00:00;manzo92;;"Devo dire che causa la strada che hai per arrivare a casa sei costretto talora a fare un utilizzo della trazione piuttosto""spinto"". Qualsiasi sistema però su una macchina moderna non può rompersi senza avvisare prima quando arriva ai limiti. Oppure Honda scriva sul manuale d'uso i casi in cui il sistema si può rompere. Se non ho capito male quindi la trazione ti si è rotta dopo che hai affrontato la salita in retromarcia. Non sono riuscito a capire bene il nesso con la frizione bruciata ( se no ho capito male ti si era bruciata con l'altro diferenziale però pare tu abbia ridotto male anche questa ) . Cerca di farti dire cosa si è rotto: le frizioni o una qualche valvola una delle due pompe ecc.. Direi però che non è pensabile che il sistema si rompa e non ci sia nulla che avvisi l'utente ed è altrettanto impensabile che non ci sia nulla che avvisi il guidatore che sta portando il sistema al limite. Visto che c'è una valvola che interviene quando c'è sovrapressione o sovratemperatura nel TCD ci dovrebbe essere una spia che avvisa di ciò in modo che il guidatore possa ""contenersi"" . Occorre che Honda implementi amche un qualche controllo che avvisi quando il sistema dual pump è ""rotto"" esattamente come c'è una spia per le avarie dei vari sottosistemi del motore serve un spia che avvisi il guidatore che le ruote davanti girano e quelle dietro son ferme ( credo che basterebbe fare una modifica al software che riceve le informazioni dai sensori dell'abs ) Ovviamente una volta per tutte Honda deve capire cosa sta succedendo al dual pump : la rampa a camme aggiunta nel 2005 o 2007 ha indebolito la resistenza del sistema ? la valvola di protezione si inserisce e poi non si resetta ? insomma una risposta occorre che la dia a noi tutti ed in caso effettuare un richiamo. Se no diventa dificile ricomperare una seconda Honda con il dual pump ! PS se ti capita di riparlare con il capofficina di zanardi e mi ricita tranquillizzalo che non ho parlato male di lui anzi ho sempre sostenuto che è estremamente cortese. Certo portare la vettura e sentirsi dire che va tutto bene e poi invece vedere la mattin adopo dopo su un ponte che la trazione è rotta non depone a favore dell'attenzione con cui i lavori vengono fatti ( magari a sua insaputa ) all'interno della sua officina. Del resto anche portare la vettura in un'altra officina e vedere che il meccanico non sapeva con precisione come fare il test non è stato bello lo stesso. Cosa bisogna dire: che Honda dovrebbe fare controlli se la gente che c'è nelle officine sa fare con presicione le operazioni di controllo e manutenzione. Cmq presto devo portargli la Jazz di mia moglie quindi avrò occasione di parlare direttamente con lui dell'accaduto. ";Honda;Jazz;negativo;negativo;;;molto negativo;;;;;;;molto negativo;Assistenza/Concessionari
Seat Leon fr tdi 150cv test durata finito vettura rubata 132.000 km;https://forum.quattroruote.it/threads/seat-leon-fr-tdi-150cv-test-durata-finito-vettura-rubata-132-000-km.76851/page-16;04/09/2014 00:00;jopeps228;;ciao ragazzi dopo aver letto tutto... eccomi... una cosa non l'ho capita ma questa macchina ha dei difetti sostanziali ? Ho sentito parlare di vibrazioni ingressi d'acqua foto con difetti di assemblaggio ma niente di più. Insomma elettronica power trasmission power generation ? Una cosa va detta sono uno dei pochi italiani che ha lavorato sul progetto golf 7 e confrontato con leon questa differenza di prezzo non la capisco. Si ponte torcente disco posteriore con più piccolino aggugliati baule leggermente più poveri ... mha ! ! ! Comunque un consiglio mai comprare le auto SOP pre_serie prodotte nel primo anno. per concludere la leon al momento è la vettura che per me che lo faccio di mestiere ha il design più bello e una tecnica under/body di alto livello ;;Seat Leon ;positivo;;;;positivo;;;;;;;;Assistenza/Concessionari
New FIAT show car;https://www.bmwpassion.com/forum/threads/new-fiat-show-car.17878/;23/02/2004 00:00;Umbebè;;"Al Motor show ammireremo un nuovo esercizio di stile della FIAT.... Un incrodio fra Hummer e Lamborghini LM...La ""Oltre"" ! ! http://canali.libero.it/affaritaliani/oltrefiat.html ";FIAT;;positivo;positivo;;;;;;;;;;;Assistenza/Concessionari
Nuova Fiat Punto;https://www.bmwpassion.com/forum/threads/nuova-fiat-punto.10909/page-14;20/11/2003 00:00;Luca318;'Arrivano il 1.6 aspirato e il 1.4 & 1.6 Turbo.';ah ok.. siccome parlavi di impostazione generale e di design pensavo ti riferissi anche all'estetica ;FIAT;Nuova Fiat Punto;neutro;;;negativo;positivo;;;positivo;;;;;Assistenza/Concessionari
Volvo XC60 vs Volkswagen Tiguan;https://forum.quattroruote.it/threads/volvo-xc60-vs-volkswagen-tiguan.111511/;22/07/2017 00:00;Nomis;;Scusa non ho capito bene...... ti danno una macchina vecchio modello quindi subito svalutata e frutto di un vecchio progetto e che magari quindi non sarà aggiornata come la tua Tiguan ... che tra l'altro sembri apprezzare molto .... e devi pure pagare ? Mah .... io consiglierei al venditore di trovare qualcun altro a cui rifilare gli invenduti .... io sto nella tua stessa situazione ma se dovessi cambiare andrei a cercare Stelvio F-pace Q5 ... non certo una fine serie seppure premium e km 0 .... ci perdi solo i tuoi soldi ..... perdona La franchezza..... ;2. VW;1.Volvo XC60 - 2. VW Tiguan;negativo;negativo;;;;;;;;;;;Assistenza/Concessionari
Porsche Taycan: tutti i numeri (o quasi) della berlina elettrica - HDmotori.it;http://www.hdmotori.it/2018/07/30/porsche-taycan-dettagli-info-potenza-autonomia/;31/07/2018 09:09;;;Attualmente è così certo.I gruppi alle spalle del combo però sono i più grandi gruppi tutti concordi cambierà inevitabilmente. : ) ;;Porsche Tayacan;positivo;;;;;;;;;;;;Assistenza/Concessionari
Così negli U.S.A. trattano i loro clienti...;https://www.bmwpassion.com/forum/threads/cos%C3%AC-negli-u-s-a-trattano-i-loro-clienti.127620/page-4;17/09/2006 00:00;orlytnt;;. ;;;neutro;;;;;;;;;;;;Assistenza/Concessionari
GT3 & RS  voglia di PISTA  il 1°MAGGIO ??;http://www.porschemania.it/discus/messages/492693/645798.html?1369498217;25/04/2013 19:27;matteopilotto;;Penso di fermarmi per strada a fare colazione dove me la consigliate ? ;;;neutro;;;;;;;;;;;;Assistenza/Concessionari
RS4 Avant arrivata;https://www.bmwpassion.com/forum/threads/rs4-avant-arrivata.29548/;15/04/2004 00:00;Garzò;'ma come??? nn ti era giá arrivata?';Eccola appena scaricata dalla bisarca:Vediamo se qualche occhio attento nota una differenza del modello 2007.... ;;RS4 Avant;negativo;negativo;;;;;;;;;;;Assistenza/Concessionari
"Andreucci: ""Addio al CIR ma non smetto di correre""";https://forum.quattroruote.it/threads/andreucci-addio-al-cir-ma-non-smetto-di-correre.120916/;02/02/2019 00:00;Divergent;;Grande Andreucci ;;;positivo;;;;;;;;;;;;Assistenza/Concessionari
"&#34;Strabicità&#34;nei fari adattivi FX 30D S";https://forum.quattroruote.it/threads/34-strabicit%C3%A0-34-nei-fari-adattivi-fx-30d-s.47774/;13/03/2011 00:00;aborotto;;Controlla sul libretto delle istruzioni di FX per avallare la tesi...è riportato tutto. Ciao Andrea. ;;;positivo;;;;;;;;;;;;Assistenza/Concessionari
Mondiale F.1 - GP d'Austria 2018;https://forum.quattroruote.it/threads/mondiale-f-1-gp-daustria-2018.117190/page-11;04/07/2018 00:00;BufaloBic;"""Hamilton sa benissimo che il problema MB non sono solo le ruot ma cé anche il problema che i motori di questo anno soffrono il surriscaldars troppi CV col termic e piu il botton magic 24 KW oltre a 161KW uguali per tutti dall 'elettrico. Se non riescono a gestire questo trucchetto avranno sempre problemi sopratutto se fa molto caldo.Il futuro ci dirá di piu…. loro non riescono nella compatibiltá tra il motore termico e il magic Botton""";Esatto mentre i cv di Ferrari e Renault sono frutto di sviluppo ;;;negativo;;;;;negativo;;;negativo;;;negativo;Assistenza/Concessionari
Affidabilità della ricarica: altro scoglio per la mobilità elettrica;https://www.forumelettrico.it/forum/affidabilita-della-ricarica-altro-scoglio-per-la-mobilita-elettrica-t3966-10.html?sid=8cdabfecc57397b8d552ab25b21af44c&sid=8cdabfecc57397b8d552ab25b21af44c;28/11/2018 10:22;andbad;"""Salv intanto grazie per questo foru ho letto un mucchio e imparato tanto . sono una novellin nel senso che sto pensando di fare il passo folle ( economicamente ) di acquistare( o noleggio lungo termin devo capire meglio anche quello) un Nissan E NV200 ma ho un milione di dubbi . Vivo nell'Appennino Modenese e il mio lavoro è compless non ho sempre dei tragitti fissi ( in estate x esempio tutti i giorni 32 km in altitudine e poi ritorno) ma il resto dei mesi 60 km o più verso al pianura e ritorn poi viaggi più lunghi oltre i 300km.Non riesco a capire se potrei sopravviver non vedo tante colonnine in giro e le mappe non sono incoraggianti e non sembrano affidabili. E se poi quando la trovi la colonnina c'è qualcuno lì in caric cosa fai ti accampi? e se la prossima è a 20 km da tutt'altra parte devi deviare e perdi un 'ora? Come fate voi? Da quel che ho letto a voi non capita di rimane a pied siete super programmati e organizzati? C'è una app con cui si può verificare se la colonnina è attiva o magari si può prenotare la ricarica? insomma come si sopravvive? Io ci credo molt ho i miei pannelli di 6 kw e ho fatto scelte verdi a tutto tond ......ditemi che le mie paure sono esageate e posso passare all'elettrico!!! Grazie millissimo.""";D'estate se non capisco male sono 120km fattibili tranquillamente anche con 30kW ( con 22 sei un po' al limite soprattutto se la salita è al ritorno ) .I viaggi da 300km necessiteranno quasi sicuramente di una Fast ma in quella zona dovresti riuscire a programmarti abbastanza agevolmente.Ricorda inoltre che se lo usi per lavoro l'energia con cui carichi la puoi detrarre interamente ( a differenza del carburante ) sia a casa ( se il contatore è intestato alla partita IVA ) sia alle colonnine ( dove basta registrarsi con P.IVA appunto ) . Anzi ci sono alcune offerte specifiche per le aziende tipo questa:come-richiedere-la-card-hera-io-guido-elettrico-impresa-t3784.htmlBy ( t ) e;Nissan;Nissan E NV200;negativo;neutro;;;;;positivo;;molto negativo;;;;Assistenza/Concessionari
Fiat Tipo Hatchback 2016;https://www.autopareri.com/forums/topic/60615-fiat-tipo-hatchback-2016?&page=57#comments;27/05/2016 15:02;dallas;;Applausi.... la scocca Renegade/500X e le dotazioni di serie e optional non sono certo quelle di una Low Cost forse è stato sbagliato il messaggio del marketing che evidentemente doveva cercare di vendere una 3 volumi in uno stato in cui sono sparite da un paio di decenni... e le 2 volumi e SW si portano dietro questa cosa nonostante la diversa destinazione del prodotto ( più EMEA oriented ) che ha comportato delle varianti di allestimento e di finitura. Non siamo certo a livelli di una Dacia con la scocca della Clio di 25 anni fa... Costa meno delle altre generaliste ( Focus Golf Cee'd i30 Megane etc ) senza privare di contenuti importanti e di qualità del viaggio secondo me. ;FIAT;Fiat Tipo Hatchback 2016;negativo;negativo;;;;negativo;;;;;;;Assistenza/Concessionari
GPS GV;https://forum.quattroruote.it/threads/gps-gv.46947/;01/03/2011 00:00;pietroartemio;;Grazie. A giorni ritirerò la mia GV 2.4 benz 3P con il GPS e telecamera posteriore. Sono 6 mesi che l'ho prenotata. Ti saprò dire se tutto funziona bene. Ciao. ;;GV 2.4 benz 3P;neutro;;;;;;;;;;positivo;;Assistenza/Concessionari
CHEVROLET CRUZE che ne dite?;https://forum.quattroruote.it/threads/chevrolet-cruze-che-ne-dite.2101/page-15;15/05/2010 00:00;please_df;;"ciao a tutti vdo che gli interni vengono definiti in ""tessuto mesh"". cosa sarebbe di preciso ? ... per caso è un tessuto antimacchia ? ";;CHEVROLET CRUZE;neutro;;neutro;;;;;;;;;;Assistenza/Concessionari
Modeste proposte alla Suzuki per la Baleno;https://forum.quattroruote.it/threads/modeste-proposte-alla-suzuki-per-la-baleno.116549/page-3;18/05/2018 00:00;biscotto51;;"Facciamo un non breve riassunto: - nel mio primo scritto non c'é nessun ossimoro il trovarsi molto bene con una macchina non impedisce di vederne i difetti. Dico solo questo: se la Baleno fosse una donna la sposerei sui due piedi - sono felice della mia Baleno perché è una macchina ricca di accessori spaziosissima signorile comodosa risparmiosa silenziosa. Nelle precedenti auto cambiavo le marce ad orecchio verso i 2.500 giri con questa se non guardo il contagiri rischio di trovarmi a 3.000-4.000 senza che me ne accorga. In compenso riprende da 1.000 giri in V^ ed ha un minimo di 600 giri regolarissimo. Il cambio poi è una favola. - riguardo al paragone con la Tipo la Baleno apppartiene alla stessa classe ha le stesse dimensioni e la stessa spaziosità. In più essendo un'auto di 30 anni dopo è molto più lussuosa - riguardo i consumi come confermato da altri forumisti fa i 20-22 km/l in extraurbano - l'antiavviamento serve eccome mi è capitato di girare la chiave a motore acceso data la sua silenziosità - nel mio CDB non compare nessun avviso che una lampada si è bruciata - come è già stato scritto c'é l'alloggiamento per il ruotino di scorta. Si può anche mettere una ruota normale però solleva di circa 2 cm. il tappetino di fondo - riconfermo che la lampadina da 5W nel bagagliaio fa una luce cimiteriale di nessuna utilità. Fa solo presenza. Passiamo al libretto d'istruzione dell'auto. Non ho mai visto una pubblicazione fatta peggio. A parte quando: - spiegano come svitare il filtro olio. E' il contrario di quello che dicono e loro stessi nella figura si contraddicono: il punto 1 dice di svitarlo in senso orario la freccia in basso segnata come 2 dice giustamente che in senso orario lo si stringe come conferma pure la figura a destra - quando dicono che premendo il pedale della frizione si innesta la frizione mentre in realtà la si disinnesta - non ho capito come facciano a consigliare l'olio motore 0W-16 ed ammettere anche il 10W-40 uno agli antipodi dell'altro oltre a questo dicevo tutto il libretto sembra tradotto in italiano con un traduttore automatico da computer con difficoltà di comprensione dovute alla sintassi e persino alla grammatica. Ma usare un editor come si fa per tutte le pubblicazioni magari di madrelingua italiana e che si intendesse di motori prima di mandarlo in stampa no eh ? E lasciamo perdere le pagine identiche stampate due volte. Quando ho finito di sfogliare le circa 400 pagine del libretto la mia mente ci ha messo qualche giorno per riprendersi. Ora sto abbastanza bene grazie. <img alt=""filtro olio1.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/filtro-olio1-jpg.7303/""/> <img alt=""frizione.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/frizione-jpg.7304/""/> <img alt=""olio1.jpg"" class=""bbCodeImage LbImage"" src=""https://forum.quattroruote.it/attachments/olio1-jpg.7305/""/>";;;;;;;;;;;;;;;Assistenza/Concessionari
Dacia Sandero tende ad andare a destra;https://forum.quattroruote.it/threads/dacia-sandero-stepway-sostituzione-semi-asse-per-problemi-di-deriva-dello-sterzo.117085/;26/02/2018 00:00;Athmoor;;"Buona sera nell'ultimo periodo sto notando o comunque l'ho sto notando solo ora un qualcosa di strano. Praticamente accelerando in modo deciso e/o lasciando il volante e prendendo magari qualche buca ecc ho notato che lo sterzo tende ad andare a destra. Accelerando in seconda lo sterzo va a destra in modo molto deciso ed evidente però non sempre.... sembra quasi che se la strada ha qualche irregolarità il ""problema aumenta"". Da cosa può essere dipeso ? è un comportamento normale ? P.S: La macchina ha circa 5 mila chilometri e monta le ruote invernali nuove a cui ho già controllato la pressione più volte. Grazie e buona serata. ";;Dacia Sandero;negativo;;;positivo;negativo;negativo;;;;;;;
Fiat Freemont 2011;https://www.autopareri.com/forums/topic/41568-fiat-freemont-2011?&page=125#comments;11/08/2011 13:42;kat;;Conosco un ragazzo brasiliano che mi ha parlato di prezzi assurdi delle auto difatti mi chiedo con gli stipendi che han loro chi possa permettersele ! ;FIAT;Fiat Freemont 2011;negativo;negativo;;;;;;;;;;;
"prova i40 viene definita &#34;stupenda&#34;";https://forum.quattroruote.it/threads/prova-i40-viene-definita-34-stupenda-34.54519/;16/08/2011 00:00;matto80;"""Ma la uscirà una vettura Kia sul pianale della i40? Sa preferirei non cambiare marchio al momento della sostituzione della Cee'd Sporty Wagon... saluti e buon ferragosto in ritardo""";Si è la kia optima che sarà presentata l'anno prossimo ( forse ? ) sarà cugina della i40 appunto. In realtà in america e in altri paesi è già in vendita dallo scorso anno ma sarà modificata in più parti per essere più amata dal raffinato ed esigente pubblico europeo in prassi accadrà quello che è successo tra i40 e sonata 6 generazione ! Anche se alla fin fine passare da kia a hyundai e viceversa è sempre come restare nella stessa casa automobilistica dettagli a parte. ;KIA;Kia optima;positivo;positivo;;;;;;;;;;;positivo
Non potevo lasciarla lì ...;http://www.porschemania.it/discus/messages/10548/728164.html?1523544221;13/11/2015 09:45;supermario;;Continua a tenerci aggiornati la tua operazione di recupero \xe8 mitica.;;;positivo;;;;;;;;;;;;
Nuova Compass;https://forum.quattroruote.it/threads/nuova-compass.104526/;08/06/2016 00:00;hewie;;"Si mi piace ... Molto simile come linea al gran cherokee. Solo non ho idea di come verrà posizionato in gamma: potrebbe ""cannibalizzare"" il cherokee ... ";;Nuova Compass;positivo;;;;;;;;;;;;
Bmw serie 1 2019 : l'abbandono della TP è una tragedia?;https://forum.quattroruote.it/threads/bmw-serie-1-2019-labbandono-della-tp-%C3%A8-una-tragedia.110592/page-4;42879;mg27;;Credo che ogni appassionato di guida sportiva capirebbe... ;BMW;BMW Serie 1 2019;positivo;positivo;;;;;;;;;;;
[Mai Nate] Prototipi Lancia mai realizzati;https://www.autopareri.com/forums/topic/30864-mai-nate-prototipi-lancia-mai-realizzati?&page=53#comments;04/07/2017 16:28;isogrifo;;Certo che tra la proposta di Fumia per la Lybra e l'infelice realizzazione di Robinson c'è una bella differenza... ;LANCIA;prototipi mai realizzati;negativo;molto negativo;;;;;;;;;;;
Si parte Fiesta 1.5 tdci st line 95cv 25.000 km fatti;https://forum.quattroruote.it/threads/si-parte-fiesta-1-5-tdci-st-line-95cv-25-000-km-fatti.108491/page-7;06/06/2017 00:00;topomillo;;no ci vado tra 3 settimane ;;Fiesta 1.5 ;neutro;;;;;;;;;;;;
