Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
Fantagammare sui modelli FIAT-Chrysler.;https://www.autopareri.com/forums/topic/33698-fantagammare-sui-modelli-fiat-chrysler;23/05/2009 07:25;Marko80;;La Gamma Fiat la vedo bene non è troppo affollata come WV o Renault. Stessa cosa di Lancia e Alfa ecco forse su Lancia ci vorebbe un auto seg B a 4 porte che stia tra Y e Delta in aggiunta o in sostituzione della Musa ( non ne ho ancora vista una dalle mie parti forse non vende ) Forse una Bravo SW però qualcuno diceva che le Sw sono passate di moda o per lo meno di questi tempi vendono molto meno. ;Fiat;;positivo;positivo;;;;;;;;;;;
Panda 100HP... finalmente mia;https://www.autopareri.com/forums/topic/24336-panda-100hp-finalmente-mia?&page=4#comments;05/08/2007 11:29;Regazzoni;;Ma soprattutto quanti km ti sei già sparato Trecca ? ;Fiat;Panda;;;;;;;;;;;;;
Porsche Taycan Cross Turismo: l'elettrica è già in pista con i prototipi virtuali - HDmotori.it;http://www.hdmotori.it/2018/12/03/porsche-taycan-cross-turismo-prototipi-virtuali/;03/12/2018 04:47;qandrav;;"""Elettrificazione""";Porsche;Taycan;neutro;;;;;;;;neutro;;;;
domande per renault_it;https://forum.quattroruote.it/threads/domande-per-renault_it.4781/page-14;05/08/2009 00:00;snoopi74;;questo significa che hai trovato una officina molto disponibile però: - non proprio preparatissimi - la macchina cmq ( nn la tua ma il modello ) presentava diverse problematiche ;Renault;;negativo;negativo;;;;;;;;;;;neutro
Presentazione alla stampa Lexus IS;https://www.bmwpassion.com/forum/threads/presentazione-alla-stampa-lexus-is.9104/page-12;23/05/2003 00:00;El Nino;;E fidatevi che la RX300 dentro è unica... ce l'ha un mio amico e quando andiamo in montagna insieme con la sua Lexus io godo come un caimano ;Lexus;RX300;positivo;;molto positivo;;;;;;;;;;
GECAR Genova;https://www.bmwpassion.com/forum/threads/gecar-genova.49729/;16/10/2007 00:00;GiluXige;;Copia qui come consigliatomiCome avevo già scritto tempo fa la mia e91 risultava essere assetata come un 4000 benzina con un 320d facevo i 8.7 Km/l di media le provo tutte provo a tirarci pensando che fosse il FAP tappato faccio 2 o 3 pieni con Vdisel ecc faccio i conti alla vecchia maniera non consideranso il BC ma nulla cambia. Porto la macchina alla GECAR a Genova e dopo una giornata mi viene restituita dicendo che è perfetta la diagnosi dice che è tutto ok.Dico sarà lo Step non ci sono abituato devo farci il piede....Nel frattempo mi trovo a dover fare un viaggio di 5000Km con un X5 modello nuovo 3.0d e tiracchiando faceva i 11Km/l..... quindi questo mi ha fatto notare che è certamente la mia 320d che non va non il mio piede.La porto alla GECAR di Chiavari spiego il tutto ed il Sig. Prstileo con estrema cortesia non solo controlla con la diagnostica che da risultato negativo ma fa una prova su strada notando che non sono ne pazzo ne ubriaco.... Mi consegna una 120d asserendo che l'auto non mi verrà restituita fino a quando non sarà risolto il problema.Bene sono 10 gg che si stanno picchiando con il tecnici di BMW Italia sono più che certo che riavrò una macchina funzionante.A Chiavari hanno cura del cliente a Genova se ne fregano ! ! ! ! ;BMW;E91;negativo;;;;;;negativo;;;;;;negativo
Grande Punto: le nostre impressioni;https://www.autopareri.com/forums/topic/15338-grande-punto-le-nostre-impressioni?&page=25#comments;04/10/2005 00:09;Betha23;;Mica c'è la sede di confindustria.... li ci abita Montezemolo pure ! L'idea che ogni tanto si vede è della moglie....... prima aveva una Musa blu scuro cerchio da 16extraserie........ SPETTACOLARE ! ;Lancia;Musa;positivo;;;molto positivo;molto positivo;;;;;;;;
Serie 5....tornera' ad essere bella da guidare come sa essere questa??;https://forum.quattroruote.it/threads/serie-5-tornera-ad-essere-bella-da-guidare-come-sa-essere-questa.120153/page-4;07/01/2019 00:00;Ax-80;'Piace molto anche a m sia vecchia che nuov ma purtroppo ho bisogno di più spazi se riesco vado di OB Su X sognare è grati il 1.6 TB 170 cavalli ci starebbe non ben benissimo';Eh sì vero. L’OB gran ferro ma nel caso sarebbe per me meglio manuale. Anche la Suzuki s cross farebbe al caso mio. Boh si vedrà comunque la mia va benissimo ! ;BMW;Serie 5;positivo;;;;;molto positivo;;;;;;;
BOXSTER D'ESTATE CAYMAN D'INVERNO;http://www.porschemania.it/discus/messages/502415/270149.html?1184015687;06/07/2007 17:31;pablix;;Zeintop 986 / 987: US $4 999.00 ( 987 available shortly ) plus freight & taxes where applicable ( CHE VUOL DIRE ? ? ? ) spin-lock inserts \x96 not included in supply but can be supplied for an additional $145.00 4 999 USD Stati Uniti Dollari = 3 66741 EUR.;;;;;;;;;;;;;;;
Tdi col dpf solo 8 valvole?;https://www.autopareri.com/forums/topic/18525-tdi-col-dpf-solo-8-valvole?&page=3#comments;28/11/2006 22:48;Net Flier;;"per me sono rimasti incagliati con la tecnologia pde...mi spiego..anni fa fecero l'investimento sul pde..ora ne devono ammortizzare i costi..non è detto che i costi si ammortizzino mettendo la tecnologia su più motori e adeguandola man mano ( di solito in produzione si fa la cosa super sicura e dopo un certo momento di ""collaudo"" si parte a farla con qualcosa di più risparmioso ) anche perché tra macchinari super precisi che fanno fori sugli ugelli di lubrificazione delle camme del pde e tecnologia non ammortizzata da nessun altro costruttore ( iveco la usa sui camion ma è roba diversa ) diventa un cammino arduo..molto arduo.. alché si ritrovano con una gamma che deve essere rinnovata..il 1.4 tre cilindri era uno dei primi td moderni e piccoli ma ormai dire che è alla frutta è poco.. il 1.9 l'hanno usato in tutti i modi possibili immaginabili..più di così non potevano ed infatti l'han solo depotenziato ed adattato.. fanno un altro 2.0 per dover ammortizzare il costo dello studio e dei macchinari del pde..quindi sta cosa deve durare cmq per un pò di anni.. i motori grossi visto che quelli precedenti erano un pò dei cessoni ( il 2.5 pompa rotativa è rimasto a listino fino all'anno scorso mi pare ) decidono di levarli e mettere in piedi i cr che indubbiamente potranno protrarsi di più nel tempo per come si sono evolute le cose oggi arriviamo ad oggi: per me è solo uno stallo momentaneo..man mano si avrà l'eliminazione del 1.4 completando la gamma sopra e sotto e poi alla fine la sostituzione del 2.0 che è il motore old style..si pensi ai vecchi pompa rotativa 1.9 115 che furono messi ovunque per un tempo infinito fino al completamento della gamma in maniera praticamente totale del 1.9 pde.. ";;;;;;;;;;;;;;;
Affidabilità della ricarica: altro scoglio per la mobilità elettrica;https://www.forumelettrico.it/forum/affidabilita-della-ricarica-altro-scoglio-per-la-mobilita-elettrica-t3966-10.html?sid=8cdabfecc57397b8d552ab25b21af44c&sid=8cdabfecc57397b8d552ab25b21af44c;28/11/2018 11:45;selidori;""" C'è una app con cui si può verificare se la colonnina è attiva o magari si può prenotare la ricarica? """;"Verifica colonnina ? Qualche app lo fa ( tipicamente le proprietarie cioè quelle del proprio circuito ) + NextCharge che cerca di farlo con tutti i circuiti ma con meno precisione ed affidabilità.Tuttavia quello che ovviamente può dire della colonnina è solo se è funzionante ed in uso ( ma non se libera che non è semplicemente l'opposto di IN USO ) . Per il nostro scopo ( usabilità ) ci sono molte incognite che non può prevedere:- se è rotta ma ""lei"" la colonnina non lo sa: ovvero qualche guasto non autodiagnosticabile ( ad esempio una presa rotta od istruita ) - se davanti c'e' parcheggiato un mezzo non in carica oppure è ostruita in altre maniere ( mercato fiera accesso limitato da eventi manifestazioni lavori in corso con strade chiuse ecc ) - offline della colonnina che quindi non riesce a comunicare correttamente il proprio status ( questo capita sempre più raramente ) - nel frattempo la colonnina viene occupata. Ovviamente questo può avvenire anche un minuto dopo che lo interroghi anche se sei a 61 secondi dall'arrivo dietro l'angolo.E se è uno che legittimamente la usa per rifornirsi ha pure tutte le ragioni del mondo. Tu stesso potresti collegarti in carica e rovinare la giornata a quello che ha interrogato l'app quando in questo post ho scritto la parola ""autodiagnosticabile"" e l'ha trovata libera e funzionante.- ed ovviamente può avvenire anche il contrario: una colonnina ti appare occupata perchè in USO ( appare occupata solo se effettivamente eroga come già detto però potrebbe essere inutilizzabile ma risultare libera ) ma fra 1 secondo si libera perchè l'utilizzatore sta proprio adesso comandando il fine caricaPer tutti questi motivi considero lo stato della colonnina online una mera curiosità. Magari statistica da controllare più volte nei giorni precedenti al suo utilizzo ma avere un'idea statistica dell'uso ma di non farci troppo affidamento e prevedi da subito un piano C ( un utente elettrico ha già il piano B per default... ) .Tuttavia il trovarla sempre libera non mi tranquillizzerebbe e mi verrebbe anzi da pormi domande di cui sopra ( ovvero: ""Possibile che nessuno mai utilizzi questa colonnina ? non è che c'e' qualche motivo ? ad esempio c'e' sempre parcheggiato davanti in sosta perenne un mezzo termico ? "" ) Per la prenotabilità si sono fatti alcuni esperimenti basati però sulla gratuicità e quindi c'e' stato abuso di gente che prenotava e poi non usava chissà se perchè cambiava piano per sperimentare il sistema o per eccesso di ""entusiasmo"".Recentemente ENELX ha rivisto tutto il sistema e mi pare abbia introdotto dei limiti ad esempio non puoi prenotare e non usare la colonnina oltre 15 minuti e mi pare che in alcuni casi la prenotazione sia a pagamento ( la soluzione che preferisco ) . E' comunque tutto un mondo allo studio.Anche su questo mi vedo scettico: troppe variabili per creare qualcosa di equo e pratico. Meglio risparmiare i soldi per implementare questi regolamenti e controlli ( che poi devono essere accettati ed attuati dagli EV OWNER che sono tutt'altro che dotati di buonsenso e troppo eterogenei nelle tecnologie e necessità ) per affiancare anche a quella stessa installazione colonnine aggiuntive aggirando i problemi maggiori delle installazioni ( permessi pubblici e fornitura energetica ) poichè già assolti dalla prima installazione.";;;;;;;;;;;;;;;
Polo III serie ( 1996 -2000 );https://www.autopareri.com/forums/topic/4815-polo-iii-serie-1996-2000;16/02/2004 14:45;stev66;;Da 5 mesi posseggo una Polo sw del 1998: qualcuno sa darmi info sulle doti stadali ( qualita sospensioni pianale etc ) A me per ora non sembrano eccezzionali ;Volkswagen;Polo;negativo;;;;negativo;negativo;;negativo;;;;;
Bmw in Romanzo Criminale (Sky);https://www.bmwpassion.com/forum/threads/bmw-in-romanzo-criminale-sky.92483/;18/06/2007 00:00;fesorice;;Una domanda a voi che conoscete tutto delle bmw d'epoca ! In una delle prime puntate di romanzo criminale durante il sequestro del barone nella scena in cui le due batterie del libanese e del freddo arrivano al nascondiglio il dandi guida una bmw d'epoca troppo bella ! Non riesco a trovare delle immagini per capire che modello sia..voi ne sapete qualcosa ? ? ? ;BMW;;positivo;molto positivo;;;;;;;;;;;
livello olio servosterzo;https://forum.quattroruote.it/threads/livello-olio-servosterzo.102148/;1 Maggio 2019 alle 14:04;FAUST50;"""Non so perché non si vedono le foto della discussione. Mi dite cortesemente dove si trova questa benedetta vaschetta dell' olio del servosterzo in una Laguna Sportour III 2.0 DCI 150 CV DEL 2012 ? GRAZIE""";Sono passati oltre tre anni dai vari post ;Renault;Laguna;negativo;;;;;;;;;;;;
Alfa Romeo Giulietta M.Y. 2016;https://www.autopareri.com/forums/topic/60562-alfa-romeo-giulietta-my-2016?&page=36#comments;28/06/2016 10:47;Felis;;i tre cilindri vanno leggerissimamente più dei 4 dell'amante veronese... Che poi siano cacofonici è un altro conto. Per lo meno si sentono poco ;Alfa Romeo;Giulietta;neutro;;;;neutro;;;neutro;;;;;
Fiat Croma Restyling (Topic Ufficiale - 2007);https://www.autopareri.com/forums/topic/23691-fiat-croma-restyling-topic-ufficiale-2007?&page=13#comments;03/08/2007 13:01;J-Gian;;Giusto per fantasticare nel PC conservavo queste: ;Fiat;Croma;;;;;;;;;;;;;
Jazz Facelift;https://forum.quattroruote.it/threads/jazz-facelift.110407/page-2;18/07/2017 00:00;Jazzaro;;Sì anche se a volte un parafango o un cofano modificato ci scappano. Bisognerebbe averli in mano per dirlo ma ad occhio pure i gruppi ottici non dovrebbero aver subito modifiche dimensionali per cui potrebbero esser intercambiabili con la pre-rst. ;Honda;Jazz;neutro;;;neutro;;;;;;;;;
Alfa Romeo 4C;https://forum.quattroruote.it/threads/alfa-romeo-4c.74909/page-160;25/02/2015 00:00;francescovir;;ci vanno pazzi ! hanno dovuto alzare il prezzo della coupe rendendo di serie alcuni optional per diminuire il gap di prezzo tra coupe' e targa secondo un mio modesto parere.quello che salta agli occhi sono di certo i 20000 euro in piu' tra la versione targa ed il vecchio prezzo base della coupe'. per quanto han dovuto irrobustire in carbonio a vista il parabrezza e la regione dei poggia testa posteriore si puo' giustificare una differenza di 20000 euro ? io ho preso come optional originale alfa romeo dopo l'acquisto della coupe' lo spoiler posteriore in carbonio.tra prezzo base iva ed istallazione sapete quanto mi portato via ? 18030 euro.quello in plastica-fibra di vetro sarebbe costato 630 euro con l'istallazione.se ragioniamo cosi i costi degli optional in carbonio a mio avviso sono sopravalutati.le cover specchietti in carbonio originali costano 750euro quasi le stesse cover vendute da romeo ferrari per la 500 o per la punto abarth e che ho adattato sulla 4c mi sono costate 300 euro meno della meta' con quasi la stessa tramatura del carbonio se non piu' bella perche simile alla scocca. adesso vorrei sostituire il diffusore posteriore in plastica nera con uno replica in carbonio.vedrete che e' molto piu' bello e non perdera' di certo valore l'auto.poi a rimetterci quello originale sono sempre in tempo custdito gelosamente in garage. comunque dimenticavo l'aggiuntadella presa d'aria aggiuntiva che il suo costo ce l'ha compreso l'intero kit di raffreddamento della trasmissione. E' piu' di un mese che aspetto risposta dal motor village per poter montare la presa d'aria aggiuntiva e non ho ho avuto nessuna risposta ad eccezione che sul mio telaio tale optional c'e' ma e' sbarrato ! voi cosa ne pensate ? ;Alfa Romeo;4C;negativo;;;;;;;;;;;;negativo
Passate Osservati;https://www.autopareri.com/forums/topic/11955-passate-osservati?&page=5#comments;15/09/2005 01:43;Paco;;hahahah già me lo vedo nei piazzali ;;;;;;;;;;;;;;;
Prova lexus GS 450h.;https://www.bmwpassion.com/forum/threads/prova-lexus-gs-450h.51216/;13/07/2007 00:00;toro9970;;http://www.lexus.it/lexus_cars/gs/gs450h/index.asphttp://it.youtube.com/watch ? v=jexL8kCFNT8http://it.youtube.com/watch ? v=CyWB972Et4Y&mode=related&search=Lexus GS450hOggi vado a provarla. Gentilmente proposta dalla Casa.Vediamo come va. Mi doveva arrivare la telecamerina ma non è passato il corriere e dunque sarà sicuramente senza video. Ma ho inserito il link dove potete trovare e vedere il mezzo. Su youtube ci sono altri video che ho linkato. Ci sentiamo piu' tardi. ;Lexus;GS;neutro;;;;;neutro;;;;;;;
Chi ha fatto tantissimi KM con le proprie Renault?;https://forum.quattroruote.it/threads/chi-ha-fatto-tantissimi-km-con-le-proprie-renault.3119/page-16;07/12/2018 00:00;mailandrea;'Ciao! Hai ancora la Laguna? Se s a che chilometraggio sei arrivato? Hai avuto problemi aggiuntivi o trafilaggi di olio dal motore?';"ciao... Da allora sono arrivato a quota 343.400 km La Laguna è ancora ECCEZIONALE. Niente trafilamenti di olio niente problemi di sorta.. Nel frattempo ho: -cambiati i dischi e pasticche anteriori...erano un tantino alla frutta...dietro sono ancora originali -cambiata cuffia del freno a mano e del cambio assieme al pomello -pulita la EGR...mai fatto prima..era in condinzioni PIETOSE E in teoria dovrei cambiare la valvola termostatica...Oramai è sempre aperta e in città con le temperature fredde di questo inverno scende dai 90°c anche dopo diverse ore di utilizzo... e la temperatura fa molta fatica a salire.. Per tamponare ho parzialmente ""tappato"" il radiatore...qualcosa fa... ";Renault;Laguna;positivo;;;;negativo;;;;;;;negativo;
My first Bmw...eccoci!;https://www.bmwpassion.com/forum/threads/my-first-bmw-eccoci.334343/;12/04/2011 00:00;chrichri;;Ciao a tutti ! Dopo varie riflessioni e comparazioni fatte grazie anche all'aiuto del forum sono giunto all'acquisto di una Serie 2 AT 216d automatica aziendale del 2017.Vi piace ? A me tantissimo...Sono davvero soddisfatto dell'acquisto ! ;BMW;Serie 2;positivo;;;;;;;;;;;;
Bentley Bentayga 2016;https://www.autopareri.com/forums/topic/59260-bentley-bentayga-2016?&page=13#comments;18/11/2015 00:54;J-Gian;;"Dal vivo comunque è un mezzo che non lascia indifferenti non perché sia bello ma perché qualsiasi cosa si guardi è veramente ""troppo"" anche come cura ";Bentley;Bentayga;positivo;;positivo;positivo;;;;;;;;;
Porsche i risultati del progetto FastCharge: ricarica ultra rapida fino a 450 kW - HDmotori.it;http://www.hdmotori.it/2018/12/13/porsche-fastcharge-ricarica-450-kw-potenza-info/;14/12/2018 10:56;axoduss;;Ricrediti ITER che è solo dimostrativo è in ritardo di diversi anni. Poi ci sarà DEMO a partire dal 2040;Porsche;;negativo;;;;;;;;negativo;;;;
Fiat 500L 2012;https://www.autopareri.com/forums/topic/46153-fiat-500l-2012?&page=152#comments;23/10/2012 20:05;TonyH;;"Ma per suvvizzata intendi la Trekking o la ""X"" ? ";Fiat;500L;neutro;;;;;;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-243;02/03/2014 00:00;giampi47;;"La bella ragazza bionda è la "" pilotessa "" Olandese LIANE ENGEMAM che correva con una GT Am -2000. Attached files /attachments/1770741=34452-DSCF8017.JPG ";Alfa Romeo;GTAm;neutro;;;;;;;;;;;;
Nuova Kia Rio 2011;https://forum.quattroruote.it/threads/nuova-kia-rio-2011.53302/page-2;15/11/2011 00:00;salvenet;;il presidente della Volkswagen Winterkorn sa pefettamente che se la fiat - renault vogliono fare qualcosa in più non lo possono fare per i costi sicuramente più alti della manadopera e materie prime ma se si muoivono i koreani o comunque gli Asiatici in genere e desiderano arrivare ad essere tra i primi sa benissimo che possono farlo grazie ai costi decisamente inferiori . Spendono tanto su un gruppo di persone per impartire la direzione e niente su tutto il resto della manodopera. Vi ricordate Il film Gomorra ( il sarto preso dai cinesi ? ) Cosi funziona in CIna Korea Taiwan ect .... ;Volkswagen;;negativo;;;;;;;;;;;;
Ferrari denunciata da Ford;https://forum.quattroruote.it/threads/ferrari-denunciata-da-ford.46034/;10/02/2011 00:00;mafalda;;bel coraggio da parte di chi ha usato il nome Focus senza chiedere il permesso.... e Focus è un po' più famoso di quel loro attrezzo semimarciante chiamato F150 ;Ford;F150;negativo;molto negativo;;;;molto negativo;;;;;;;
Bmw Alba Motor (BO);https://www.bmwpassion.com/forum/threads/bmw-alba-motor-bo.54855/;27/05/2004 00:00;BRIAN;;Da stamattina la Alba Motor concessionaria Bmw di Casalecchio di Reno ( BO ) non è più presente nella lista delle concessionarie Bmw sul sito di Bmw Italia. Qualcuno ne sa qualcosa ? ;BMW;;neutro;;;;;;;;;;;;neutro
BMW Roma Via Salaria...;https://www.bmwpassion.com/forum/threads/bmw-roma-via-salaria.46436/page-2;11/12/2006 00:00;tetsuo;;No Mi Sembrano 4 Di Bmw Roma io Sto Qui Vicino Sulla Salaria ;BMW;;neutro;;;;;;;;;;;;neutro
Citroën C3 2016;https://www.autopareri.com/forums/topic/61528-citro%C3%ABn-c3-2016?&page=16#comments;29/06/2016 19:09;Gran Prix;;Noto una certa ispirazione ;Citroen;C3;neutro;;;;;;;;;;;;
