Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
Primo W-E con la RS;http://www.porschemania.it/discus/messages/492693/778671.html?1462899188;10/05/2016 01:27;mausone46;In teoria puoi targare e s-targare la macchina a ogni stagione e pagare solo per il periodo primavera-estate. ;in Germania per evitare code primaverili e autunnali alla motorizzazione nel 1998 hanno inventato le targhe stagionali che ognuno puo richiedere a scelta io uso le 03-11 cioe' 01 Marzo fino al 30 Novembre c'e' anche il vantaggio che nel periodo invernale la copertura assicurativa continua ma ad un prezzo bassissimo serve piu che altro per furto e vandalismo ma l'auto deve restare d'obbligo in un garage non riesco a credere che ancora in Svizzera fate sta trafila ( Messaggio modificato da mausone46 il 10 maggio 2016 ) ;PORSCHE;RS;neutro;neutro;;;;;;;;;;;
Forester 2016;https://forum.quattroruote.it/threads/forester-2016.101541/page-7;20/06/2016 00:00;hardhu;'Forse defender e land cruiser li fanno passare';Secondo me un Defender sul ghiaccio non va meglio di un Forester...anzi. ;SUBARU;FORESTER;neutro;neutro;;;;neutro;;;;;;;
Fiat Tipo Hatchback 2016;https://www.autopareri.com/forums/topic/60615-fiat-tipo-hatchback-2016?&page=66#comments;03/09/2016 08:00;nogravity;;novità sul metano ? ;FIAT;TIPO;neutro;;;;;;neutro;;;;;;
La 997? E' un'opera d'arte;https://www.bmwpassion.com/forum/threads/la-997-e-unopera-darte.48286/;23/06/2005 00:00;csl;;http://www.autoblog.it/post/9949/il-triste-destino-di-una-porsche-997A suo modo lo è ;PORSCHE;997;positivo;positivo;;;;;;;;;;;
147 m-jet 120cv  a KMO 1000 euro + di Gpunto!!;https://www.autopareri.com/forums/topic/15869-147-m-jet-120cv-a-kmo-1000-euro-di-gpunto;02/10/2005 18:34;il FUSI;;Miiiiiiiii di già le 120 ? ? ? ? ? ? ? ? ? ? ? ? ? ;ALFA ROMEO;147M-JET 120;neutro;positivo;;;;;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-146;22/06/2012 00:00;giampi47;"Le caratteristiche tecniche e le prestazioni erano le medesime della GIULIA 1600 SPRINT-GT e quindi con motore da 106 Cv. DIN pari a 121 - 122 Cv.SAE Il prezzo di listino nel 1965 era di Lit. 2.395.000 - Il ""grande"" Storico Sig. Fus ci dice che : --Nel 1964 furono costruite 106 vetture con guida a Sinistra --Nel 1965 "" "" "" "" "" "" 548 "" "" "" "" "" --Nel 1966 "" "" "" "" "" "" 247 "" "" "" "" "" --Nel 1965 "" "" "" "" "" "" 54 "" con guida a Destra --Nel 1966 "" "" "" "" "" "" 45 "" "" "" "" "" TOT.= Vetture 1.000- Probabilmente in quegli anni la vettura intesa come "" scoperta a 4 posti "" non era appetibile come la classica ""spider"" a 2 posti secchi e pertant almeno sul mercato nostran non ebbe quel favore da parte della clientela Italiana e quella divulgazione che ebbe invece presso altri mercati. Nell' anno 1966 fu presentata la SPIDER 1600 DUETTO e tutti sappiamo quale roboante successo essa ebbe nell' arco degli anni. Bisogna comunque dire che qualche estimatore importante essa lo ebbe: Il Principe Ranieri di Monaco ( di cui alla foto 2681). Sequenza foto = 2681 --- 4275 --- 4276... Gentilissimo Giampi! C'è da dire che era una gran bella vettura. Quindi rimase solo due-tre anni in produzione? Saluti :thumbup: 'Le caratteristiche tecniche e le prestazioni erano le medesime della GIULIA 1600 SPRINT-GT e quindi con motore da 106 Cv. DIN pari a 121 - 122 Cv.SAE Il prezzo di listino nel 1965 era di Lit. 2.395.000 - Il ""grande"" Storico Sig. Fus ci dice che : --Nel 1964 furono costruite 106 vetture con guida a Sinistra --Nel 1965 "" "" "" "" "" "" 548 "" "" "" "" "" --Nel 1966 "" "" "" "" "" "" 247 "" "" "" "" "" --Nel 1965 "" "" "" "" "" "" 54 "" con guida a Destra --Nel 1966 "" "" "" "" "" "" 45 "" "" "" "" "" TOT.= Vetture 1.000- Probabilmente in quegli anni la vettura intesa come "" scoperta a 4 posti "" non era appetibile come la classica ""spider"" a 2 posti secchi e pertant almeno sul mercato nostran non ebbe quel favore da parte della clientela Italiana e quella divulgazione che ebbe invece presso altri mercati. Nell' anno 1966 fu presentata la SPIDER 1600 DUETTO e tutti sappiamo quale roboante successo essa ebbe nell' arco degli anni. Bisogna comunque dire che qualche estimatore importante essa lo ebbe: Il Principe Ranieri di Monaco ( di cui alla foto 2681). Sequenza foto = 2681 --- 4275 --- 4276'";Ciao. Effettivamente era una vettura che si notava. Poi quando la vedevi scoperta..........aveva un certo fascino. Io ricordo di avere visto una delle primissime Giulia GTC di colore Celeste chiarissimo - quasi bianco - di proprieta' di un giovanotto sui 30 anni ( nel 1965 o 1966 ) in una localita' di montagna - d' estate-. Poi ne vidi altra colore Rosso in sede ALFA a Milano-Via Grosotto- di un cliente che la porto' per un tagliando. Poi ( in quegli anni ) non mi capito' piu' di vederne altre . Come gia' detto ebbe piu' estimatori all' estero che da noi. E la produzione .....sì si limito' per soli 3 anni -stando a quanto asserisce il Sig. Fusi - storico dell' Alfa. Ciao. :thumbup: ;ALFA ROMEO;GIULIA;positivo;positivo;;positivo;;positivo;;neutro;;;;;neutro
la batcaverna 635csi &co;https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-130;14/10/2007 00:00;drifting-doctor;'i cerchi li ho visti domenica su una E3 se accettate lo spam vi faccio vedere una foto!:wink: (chiedo perchè so che a Bat non piacerà...)';'zzo ridi ? ! ;BMW;;negativo;;;;;;;;;;;;
Civic Type R 2017;https://forum.quattroruote.it/threads/civic-type-r-2017.110133/page-20;09/09/2017 00:00;Streamliner;"'Non credo avverrà mai... molto più ""semplice"" che Honda in un prossimo futuro proponga una evoluzione del sistema IMA con potenza del propulsore elettrico maggiorata. Montare 2 motori elettrici direttamente sulle ruote posteriori di una Civic la renderebbe completamente ""altro"".'";"La renderebbe forse... Una Prelude Auto che ai tempi fu apprezzata dagli appassionati e si distinse per le soluzioni molto innovative come la première praticamente assoluta delle quattro ruote sterzanti. Forse potremmo aspettarci anche un modello del genere anche se commercialmente parlando il momento per le coupé purtroppo non è esaltante. Speriamo che la nuova Supra e altri arrivi riportano un po' di vitalità nel settore. Comunque non credo che anche per la Civic sia ""mai""... Siamo davvero in un momento di transizione e le auto saranno sempre piú elettrificate... Secondo me si aprirà la strada a soluzioni interessanti sulle sportive piú prestazionali che verosimilmente adotteranno anche schemi e soluzioni per ora riservati a super e hypercar. Com'é normale dal punto di vista dell'evoluzione tecnologica... ";HONDA;CIVIC ;neutro;neutro;;;;;;;neutro;;;;
Suzuki jimny 2018;https://forum.quattroruote.it/threads/suzuki-jimny-2018.112081/;02/09/2017 00:00;A-80;;Si il Jimny è specialistico e non credevo mantenesse il telaio a longheroni. Diventerà un unicum salvo vedere il wrangler venturo ( 2018 ) che parrebbe simile all'attuale ;SUZUKI;JIMMY ;neutro;positivo;;neutro;;;;;;;;;
Mi Presento con la mia ragazzaccia..;http://www.porschemania.it/discus/messages/502415/597278.html?1328815079;08/02/2012 15:17;tunerdavide_13;;gli scarichi SUPER SPRINT che hai montato sono quelli omologati o racing........io con quelli racing mi trovo benissimo sia come sound che come prestazioni c'\xe8 molta differenza con l'originale.;;;positivo;;;;;;;;;;;;
Abarth 500 2008 (Topic Ufficiale);https://www.autopareri.com/forums/topic/27296-abarth-500-2008-topic-ufficiale?&page=32#comments;18/05/2008 21:36;superkappa125;;Spero davvero però voglio prima vederla dal vivo anche se sono sicuro che sarà così ! ;FIAT;ABARTH;positivo;positivo;;;;;;;;;;;
Mondiale F.1 - GP d'Australia 2018;https://forum.quattroruote.it/threads/mondiale-f-1-gp-daustralia-2018.115435/page-6;18/03/2018 00:00;automoto3;;"Il TP rappresenta una fascia di alta altissima società... forse non è lì per puro caso forse al Marchio può anche andar bene questo ruolo di eterno secondo di perenne rincorsa al podio e pure a MB gli torna a favore l'avere come avversario un autentico mito dell'automobilismo. Potrebbero aver concordato le rispettive parti e relativi guadagni sia come sponsor e sia come partecipanti in F1 ( e Ferrari ne prende anche di più con il fatto di essere Scuderia storica ) con il risultante reciproco beneficio di mantenere alto il livello di vendite dei rispettivi modelli stradali ... ecco che un tipetto come Arrivabene - che magari a noi risulta goffo e inadeguato - per questo ruolo e per la clientela cui si rapporta il Cavallino diventa di colpo persona graditissima ! Alonso ? Lui forse aveva capito tutto ( anche se il suo Sponsor non lo rendeva certo una verginella ) e non riusciva a sopportare questo clima falso o non era riuscito a cucirsi un suo ruolo di ultra costosa ""comparsa"" in questo film anche perché lui la comparsa ... non la saprà mai fare ! ! ";;;negativo;;;;;;;;;;;;
I futuri benzina Alfa Romeo: TBi & V6 (Riassunto a Pag.1);https://www.autopareri.com/forums/topic/23873-i-futuri-benzina-alfa-romeo-tbi-v6-riassunto-a-pag1?&page=126#comments;01/09/2008 14:02;TonyH;;Mai dire mai i V6 in poco più di 4 metri ce li infilavano già 15 anni fa....... ;ALFA ROMEO;;positivo;positivo;;;;;;;;;;;
Audi A3 3.2 quattro;https://www.bmwpassion.com/forum/threads/audi-a3-3-2-quattro.14909/;10/06/2004 00:00;DESHI BASARA;El Nino ha scritto: Da 23-24000€... solo ... Ha mercato una compatta 3.2 a trazione integrale da 250CV? La gente vuole solo i tiddia e spende 30000€ per un 2003. ' El Nino ha scritto: Da 23-24000€... solo 'Da 23-24000€';Quanto chiedono per un'A3 3.2 quattro usata ? Non trovo quotazioni da nessuna parte ;AUDI;A3;neutro;;;;;;;;;;;;
Alfa Romeo Giulietta M.Y. 2016;https://www.autopareri.com/forums/topic/60562-alfa-romeo-giulietta-my-2016?&page=63#comments;20/09/2017 13:51;saven;;Peccato... ed io che speravo di uscire dal conce con qualche soldo in più... comunque configurando una GPL mi viene più o meno 21000 scontata... non me la posso permettere ora... posso rimanere sereno ! ;ALFA ROMEO;GIULIETTA;negativo;;;;;;;;;;;;
Problemi con il sistema di navigazione;http://www.porschemania.it/discus/messages/22971/483541.html?1330621181;14/09/2010 19:14;docomand;;Grazie Silvano.. con le tue indicazioni precise ho risolto il problema del navigatore ( unico inconveniente le viti che non \xe8 possibile svitare con un comune cacciavite a stella ma ho risolto subito prendendo quello apposito.. ) ed ho trovato anche la presa accendisigari sotto il vano portaoggetti.. che non sapevo nemmeno che esistesse.. Questo forum \xe8 una vera salvezza.. ! ! :- ) ;;;positivo;;;;;;;;;;;;
Scénic XMod - Topic Ufficiale;https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-273;17/01/2011 00:00;FSA;"""Buongiorno a tutt questo fine settimana ho potuto finalmente fare qualche km con la mia nuovissima xmo sono ancora all'inizio intendiamoc solo 300 k ma per il momento sono contentissimo della mia scelt volevo chiedere a cho la possiede da un po ho letto che per i primi 1500 km è consigliato non superare i 2500 gir serve per caso per fari abituare il motore a spingere anche sotto quella soglia o altro?altra cos per l'assistenza alla partenza in salita devo inserire il freno di stazionamento?""";Gli accorgimenti principali sono quelli di non strapazzare il motore a freddo e una volta che sarà riscaldato a dovere viaggiare tentando di variare il regime il più possibile senza però portarlo a giri troppo alti ( magari non superando i 2500 che indicavi tu ) . Sono proprio le variazioni di marcia che permettono di ottenere un migliore accoppiamento delle parti in movimento. ;RENAULT;SCENIC XMOD;neutro;;;;;;;;;;;;
[Mai Nate] Alfa Romeo;https://www.autopareri.com/forums/topic/30865-mai-nate-alfa-romeo?&page=11#comments;18/11/2008 23:11;PaoloGTC;;Intendi 5 anni dopo la nascita di 90 ? Allora la macchina in questione sarebbe di proprietà Alfa sul serio cioè non di un privato che ha montato i cerchi perchè la foto se non sbaglio viene da un GM non troppo lontano dalla nascita di 90... i cerchi quindi non erano ancora in vendita se sono nati 5 anni dopo. Non è una foto dell'89 o 90 per dire... Aggiungo perchè incuriosito sono andato a rivedere. L'Alfa 90 in questione apparve su GM del luglio 1986. ;ALFA ROMEO;90;neutro;;;;;;;;;;;;
Nissan Qashqai 2014;https://www.autopareri.com/forums/topic/53377-nissan-qashqai-2014?&page=9#comments;01/02/2014 23:42;luca90;;No cambio classico con il 1.6 130cv e 4 ruote motrici. ;NISSAN;QASHQAI;neutro;;;;;;;;;;;;
Dove producono la ypsilon?;https://www.autopareri.com/forums/topic/15690-dove-producono-la-ypsilon;26/09/2005 04:19;mrathlon900;;Melfi ( credo ) ;LANCIA;Y;neutro;;;;;;;;;;;;
slr mclaren brabus;https://www.bmwpassion.com/forum/threads/slr-mclaren-brabus.10981/;20/06/2004 00:00;Raoul;'come va la enzo gabri..???? ';http://autoblog.it/post/slr-mclaren-brabus che mostro ! ;MCLAREN;BRABUS;positivo;;;;;molto positivo;;molto positivo;;;;;
Costi tagliandi Kia Venga?????;https://forum.quattroruote.it/threads/costi-tagliandi-kia-venga.46980/page-3;20/04/2011 00:00;gabrj73;;scusate a quanti km bisogna fare il primo tagliando ? la mia e' la fullsky 1400 diesel ;KIA;VENGA;neutro;;;;;;;;;;;;
Quattro Audi;https://www.bmwpassion.com/forum/threads/quattro-audi.27952/;18/11/2004 00:00;El_Nano;;La trazione Quattro Audi è 50-50 oppure è sbilanciata a favore del posteriore ? ;AUDI;;neutro;;;;neutro;;;;;;;;
Tuning e rimappature: miti e leggende;https://www.autopareri.com/forums/topic/63102-tuning-e-rimappature-miti-e-leggende?&page=2#comments;01/05/2017 12:18;Nicola_P;;Probabilmente perchè hanno studiato un sistema di deroghe ben controllato. Sanno che se regolarizzano il tutto facendo degli accurati controlli solo poche persone lo fanno sganciando dei bei quattrini e non 300€ da Beppi il rimapparo. Sarebbe possibile tutto ciò in Italia ? Non sappiamo manco fare le revisioni figurati. ;;;negativo;;;;;;;;;;;;
Censimento.;https://forum.quattroruote.it/threads/censimento.87/page-2;18/04/2009 00:00;Allerg;;Rx 400h ottobre 2005 perfetta.Non rimarrai assolutamente deluso. ;LEXUS;RX400H;positivo;;;;;;;;;;;;
Bentley Continental GT 2018;https://www.autopareri.com/forums/topic/63633-bentley-continental-gt-2018?&page=5#comments;30/08/2017 12:47;Beckervdo;;più questa: ;BENTLEY;CONTINENTAL;neutro;;;;;;;;;;;;
5 stelle euroncap per Croma;https://www.autopareri.com/forums/topic/16423-5-stelle-euroncap-per-croma;25/10/2005 20:01;Prestige;;meglio il mio :lol::lol::lol: ;FIAT;CROMA;negativo;;;;;;;;;;;;
Ciao a tutti!;https://www.forumelettrico.it/forum/topic5574.html?sid=9b3d6660a00250109c0902db2fb0b90b;09/05/2019 23:05;marco;;Ciao butta e benvenuto nel forum. Per qualsiasi domanda o dubbio non esitare a chiedere ma fallo sempre nella sezione più corretta del forum usando un titolo chiaro ed affrontando un solo singolo argomento per discussione. Grazie per la comprensione;;;neutro;;;;;;;;;;;;
Porsche Taycan: negli USA 3 anni di ricariche rapide incluse fino a 350 kW - HDmotori.it;http://www.hdmotori.it/2019/01/29/porsche-taycan-3-anni-ricariche-incluse-usa-350-kw/;29/01/2019 10:17;CAIO MARIOZ;;Ci vuole la concorrenza ma finora VAG non ha tirato fuori nulla nonostante i proclami per il 2018 fatti negli anni precedenti pure Audi e-Tron non si è ancora vista;VOLKWAGEN;;negativo;negativo;;;;;;;;;;;
Buona settimana dal 2/10 al 8/10;https://forum.quattroruote.it/threads/buona-settimana-dal-2-10-al-8-10.112570/page-2;08/10/2017 00:00;Serpinik;;Ciao combriccola ! Spero che abbiate passato una buona domenica per me tutto ok a parte il travaso di bile per la Ferrari ;FERRARI;;positivo;;;;;;;;;;;;
599 GTB-Test di Best Motoring;https://www.autopareri.com/forums/topic/23293-599-gtb-test-di-best-motoring?&page=9#comments;07/05/2007 09:52;Marco Switar;;No la differenza a quanto riportano i test è davvero minima. Anche Evo dice che si tratta di sfumature dato che adesso entrambi i modelli montano le semislick. Ad Hockenhei come avrai letto rifila poco più di mezzo secondo alla normale ( e così stacca un sensazionale 1.11.1 ) ma al Nurburgring il tempo è lo stesso ( ma secondo la casa 3 secondi in meno rispetto alla normale può farli ) . Differenze comunque piccolissime anche in accelerazione. A Monza a mio parere più di un secondo non può togliere. ;FERRARI;599;neutro;;;;;;;;;;;;
Alfa Romeo 4C 2013;https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=345#comments;41404,34406;deppi0;;Finalmente ricevuto il contratto firmato da Alfa ! ! ! Adesso si aspetta almeno fino a fine Dicembre per la consegna.....con un massimo di 150 giorni di ritardo come da contratto ! ! ! ! ;ALFA ROMEO;4C;positivo;neutro;;;;;;;;;;;
Pulizia;http://www.porschemania.it/discus/messages/502416/378533.html?1210103183;05/05/2008 09:19;thyco;;categoricamente lavata a manina.. sempre... e per l'ecatombe di insetti che mi ritrovo sul cofano ( ultimamente ho decimato un alveare austriaco ) uso il prodotto della MAFRA per MOTO rimuovi insetti.. \xe8 pi\xf9 delicato e meno aggressivo e funziona mooolto bene.;;;positivo;;;;;;;;;;;;
