Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
Alfa Romeo Stelvio 2017;https://www.autopareri.com/forums/topic/62477-alfa-romeo-stelvio-2017?&page=76#comments;07/02/2017 18:50;giorgio;;Sudafrica http://m.wheels24.co.za/wheels24/NewModels/spotted-alfa-romeo-stelvio-and-several-fiats-in-cape-town-20170207 ;Alfa Romeo;Stelvio;neutro;;;;;;;;;;;;
Sondaggi e questionari vari sulla mobilità elettrica;https://www.forumelettrico.it/forum/voglio-capire-come-funziona-la-mobilita-elettrica-t5433-80.html?sid=8b8d4eb4641d5d32a257dae81f149e26&sid=8b8d4eb4641d5d32a257dae81f149e26;24/04/2019 19:59;saracandito;"'Fatt un appunto: alcune scelte su quanto disposto a pagare in più per ""...."" manca l'opzione zero: e non è possibile non mettere la risposta minima... che per me è errat non essendo disposto a pagare in più nemmeno quel 1% in più.'";Va bene provvederò a modificare ! Grazie ancora ;;;neutro;;;;;;;;;;;;
qual'è l'olio giusto per il mio xt ?;https://forum.quattroruote.it/threads/qual%C3%A8-lolio-giusto-per-il-mio-xt.75086/;17/02/2013 00:00;Nikotrail;;Ciao a tutti sono nuovo del forum e ho subito un quesito da porvi sono in possesso da Luglio di un x trail del 2004 2.2 tdi ed avendo letto le caratteristiche dell'olio motore piu' adatto leggo che è necessario un olio con specifiche ACEA A1 B1 ma mi chiedo se posso usare olio con specifiche tipo A 3 B3 o altre specifiche acea con numeri superiori. Avrei in mente di mettere nella coppa motore un Tamoil 5w40 totalmente sintetico. Chiedo se farei una cavolata oppure c'è un olio migliore che potrei adoperare. Vi ringrazio per l'eventuale risposta. Ciaoo ;Nissan;X-Trail;neutro;;;;;;;;;;;neutro;
Volkswagen Golf Facelift 2017;https://www.autopareri.com/forums/topic/62233-volkswagen-golf-facelift-2017?&page=10#comments;02/12/2016 19:31;Vadocomeundiavolo;;Il prolungamento di garanzia c'è ma la tengo sei mesi. ;Volkswagen;Golf;neutro;;;;;;;;;;;;
Forester - Prova statica impressioni curiosità;https://forum.quattroruote.it/threads/forester-prova-statica-impressioni-curiosit%C3%A0.118588/page-13;30/11/2018 00:00;Ax-80;'Nello specifico vorrei provare RAV4 CX-5 CRV Forester Tiguan (che comunque non acquisterò di sicuro)';l'ultima guardando sulle altre a parita' di powertrain per me e ' la migliore invece. ma costa cara...detto cio' il rav e' ibrido un mondo a parte. e il forester di fatto e' il piu' tecnico. ;Subaru;Forester;positivo;;;;;;;positivo;;;;;
Tecnica di guida;https://www.bmwpassion.com/forum/threads/tecnica-di-guida.134323/page-2;06/03/2009 00:00;Trech;;...poi però nn prendete l'auto ! sennò poi non rompete i maroni a me che a 20 anni facevo il co.one per strada :wink: ;;;neutro;;;;;;;;;;;;
Colonnina EVAD Fast Falconara Marittima AN Via Umberto Terzi 22 Castelferretti;https://www.forumelettrico.it/forum/topic4179.html?sid=9b3d6660a00250109c0902db2fb0b90b;12/05/2018, 8:01;fly;;Coordinate: 43.607833 13.364341 oppure CLICCA QUI per avviare la navigazioneNumero della Polizia Municipale da chiamare per far liberare lo stallo occupato abusivamente:+39 071 916 0111Salve a tutti forse è un po' presto ma se qualcuno è di passaggio a Falconara potrebbe verificare se ci sono lavori in corso in via Umberto Terzi per la EVA+ annunciata su OpenchargeMap ? Fra circa un mese dovrei spostarmi verso sud e farei volentieeri il viaggio con la mia Elettrica grazie mille;;;positivo;;;;;;;;positivo;;;;
"I motori più ""rappresentativi"" per categoria";https://www.autopareri.com/forums/topic/47281-i-motori-pi%C3%B9-rappresentativi-per-categoria?&page=2#comments;11/05/2012 18:35;TonyH;;Grande Punto montava il 90cv Tra 90 e 95cv ci passa il mondo in mezzo ! ;Fiat;Grande Punto;positivo;;;;;;;positivo;;;;;
Quali sono i consumi reali della nuova Opel Astra 1.4 da 150cv?;https://forum.quattroruote.it/threads/quali-sono-i-consumi-reali-della-nuova-opel-astra-1-4-da-150cv.107631/;16/12/2016 00:00;franzpower;"'Posseggo la innovation 150 cv da 8 mesi. Posso dire di essere abbastanza soddisfatto dei consumi in quanto prima avevo la versione precedente da 140 cv che consumava di pi pesando 200 kg in più.... Come dici tu il riscontro che mi indica il computer di bordo è sempre un po' ottimistico ma comunque riesco a fare circa 15 km con un litro nel misto (collina) ed in città ovviamente senza spremere troppo i cv. In autostrada o in pianura anche 17/18.La macchina va molto bene appagante sotto tutti i punti di vista. Avrei solo preferito un assetto un pochino più ""rigido"" perché nel misto se vuoi sfruttare tutta la potenza è un un po' ballerina..... Ma il confort così e veramente ottimo direi da segmento di auto superiore. Dentro la trovo perfetta. La linea non sarà un granché ma direi un'auto tutto sommato ben fatta e piacevolissima da guidare su ogni tipo di percorso.'";Ciao Ugo e innanzitutto grazie per le informazioni che mi hai dato. Mi permetto di farti qualche altra domanda: 1 ) Visto che vieni dalla versione precedente da 140cv - che come osservi era anche più pesante di 200 kg - la differenza in termini di prestazioni e consumi la trovi quindi molto marcata ? 2 ) L'erogazione della tua nuova Opel Astra da 150cv è morbida oppure brusca ? Quando si riprende dai regimi più bassi è avvertibile il ritardo del turbo ? 3 ) Il cambio come è rapportato ? ( te lo chiedo perché un tizio non ricordo su quale sito ha scritto che i rapporti del cambio sarebbero talmente lunghi che in terza si arriva vicini ai 170km/h. La cosa a me è sembrata molto strana ) . Per il resto mi sembra di capire che ne se sostanzialmente soddisfatto.... L'assetto tendenzialmente morbido è pensato per accontentare un po' tutti essendo una macchina polivalente Grazie ancora Franz ;Opel;Astra;neutro;;;;neutro;neutro;neutro;neutro;;;;;
Usa: inventata la macchina di legno da 386 km/h;https://www.autopareri.com/forums/topic/27374-usa-inventata-la-macchina-di-legno-da-386-kmh?&page=3#comments;01/10/2008 15:41;diabolik57;;articolo interessante... anche se non penso ad una applicazione futura ;;;negativo;;;;;;;;;;;;
Volkswagen Up! 2011;https://www.autopareri.com/forums/topic/44234-volkswagen-up-2011?&page=90#comments;10/06/2012 12:11;disperauto87;;"la versione nelle foto di motorpassion secondo me è la piu ""accettabile"" esteticamente magari aggiungendo anche il tetto in vetro o in colorazione black.... comunque stanno spendendo un casino in pubblicità la vedo pubblicizzata dappertutto ( la sento anche spesso in radio ) ";Volkswagen;Up;positivo;positivo;;positivo;;;;;;;;;
S60 D2 o D3?;https://forum.quattroruote.it/threads/s60-d2-o-d3.81692/;21/09/2013 00:00;secchione;;"Ciao a tutti scrivo ""de relato"" : un amico - che attualmente ha una Focus 1600 tdci - vorrebbe fare un salto di qualità passando a una S60. Il dilemma è: D2 o D3 ? I costi di gestione sarebbero ovviamente a a favore della prima però per quanto non abbia velleità corsaiole teme comprensibilmente di trovarsi un po' in affanno dato che a parità di potenza ( anzi di motore ) col suo attuale propulsore dovrebbe portare a spasso circa 200kg in più. Avete esperienze e/o suggerimenti... ? Grazie ! ";Volvo;S60;neutro;;;;;negativo;;neutro;;;;;
Volkswagen Golf 2013;https://www.autopareri.com/forums/topic/48557-volkswagen-golf-2013?&page=88#comments;07/03/2013 09:51;TurboGimmo;;Dalla foto si notano due cose comunque. - La Golf l'hanno svecchiata benissimo ottimo lavoro ( e ottima scelta Roger :ok: ) - La A3 sembra di 10 anni fa per me e' bocciatissima. ;Volkswagen;Golf;positivo;positivo;;positivo;;;;;;;;;
Quale Stelvio acquistare?;https://forum.quattroruote.it/threads/quale-stelvio-acquistare.117465/page-16;25/09/2018 00:00;?angelo0;;Ragazzi grazie per i magnifici consigli la Family ha deciso. Non é stato facile ma la piccola Laura ( 10 anni ) ci ha messi tutti d accordo visto che bisognava accontentare piu parti. Il nonno avrá la sua Giulia i bambini avranno il loro suvvino una 500X. Tutto é stato facilitato perché rientra tutto nel Budget previsto e la conce ci ha messo di suo per facilitare tale compra. La 500X sará a casa venerdi ( Pronta consegna 0 Km ) la Giulia dovrá aspettare la Primavera perché la B-Tech in pronta consegna non c'era ( la Stelvio si ) e anche perché io la voglio verde. La Giulia é la 200CV . ;Alfa Romeo;Giulia;positivo;;;;;;;neutro;;;;;positivo
mustang gt500 shelby cobra super snake;https://www.bmwpassion.com/forum/threads/mustang-gt500-shelby-cobra-super-snake.43347/page-2;22/09/2005 00:00;Cristiano120dRm;;si più o meno le gt500 si trovano dai 50mila in su' che è un prezzo onestola cervini non ne ho idea e infatti manco l'avevo citata ;Ford;Mustang;positivo;positivo;;;;;;;;;;;
Prospettive passate e future per Lancia;https://www.autopareri.com/forums/topic/59430-prospettive-passate-e-future-per-lancia?&page=104#comments;09/03/2019 08:55;SaiKiSono;;...Oppure le varie puntate di TG/GT ;Lancia;;neutro;;;;;;;;;;;;
Nuova Kia Rio 2011;https://forum.quattroruote.it/threads/nuova-kia-rio-2011.53302/page-123;13/05/2012 00:00;gazzinet;;Ragazzi diciamo che venivo da una nottata d'insonnia scusate.. ;Kia;Rio;neutro;;;;;;;;;;;;
Fiat 500L (Problemi e soluzioni);https://www.autopareri.com/forums/topic/49692-fiat-500l-problemi-e-soluzioni;01/12/2012 13:11;J-Gian;;Incrociamo le dita tienici aggiornati ;Fiat;500L;neutro;;;;;;;;;;;;
Fiat Fullback 2016;https://www.autopareri.com/forums/topic/59793-fiat-fullback-2016?&page=8#comments;22/09/2018 08:06;super pax;;Fiat fullback Garage Italia https://www.google.com/amp/s/www.motorionline.com/2018/09/20/fiat-fullback-cross-by-garage-italia-customs-mezzo-di-lavoro-con-labito-elegante-foto/amp/ ;Fiat;Fullback;neutro;;;;;;;;;;;;
Bmw M5 Touring (Topic Ufficiale - 2007);https://www.autopareri.com/forums/topic/22401-bmw-m5-touring-topic-ufficiale-2007?&page=3#comments;28/02/2007 23:40;Wilhem275;;Per consegne velocissime A me la Touring continua a non andare giù M o non M... ( M è certamente meglio ) . La berlina non smette di piacermi ;BMW;M5;positivo;;;molto positivo;;;;;;;;;
Mercedes-Benz SLS AMG 2009 [GT Black Series ED](Topic Ufficiale);https://www.autopareri.com/forums/topic/33260-mercedes-benz-sls-amg-2009-gt-black-series-edtopic-ufficiale?&page=12#comments;09/09/2009 14:32;Jack.Torrance;;Uhmm... A me il posteriore piace parecchio. E' l'anteriore che imho ha qualche problema... ;Mercedes;;neutro;;;negativo;;;;;;;;;
Ibiza FR 1.2 tsi;https://forum.quattroruote.it/threads/ibiza-fr-1-2-tsi.84852/;31/12/2013 00:00;reFORESTERation;;diciamo che il 1.2 tsi non è proprio il riferimento quanto ad affidabilità... ;Seat;Ibiza;negativo;;;;;;;negativo;;;;;
La Asx sarà un successo...;https://forum.quattroruote.it/threads/la-asx-sar%C3%A0-un-successo.33739/page-4;11/10/2010 00:00;zero c.;"'Ed ecco il parere (forse il primo) di una donna ! Acquistato una Mitsubishi Asx 1.8 4wd Invite Comprata la mia Mitsubishi Asx a lugli praticamente in zona ancora non conosciuta. Dopo molte molte indecision attese e cambiament la scelta è caduta su questa anti-QQ !! Mi sono letta tutto ciò che i giornali del settore mi dicevano sulle Suv/4x4 ed argomenti correlati. La scelta è caduta qua per cosa offre ! Mi permetto di elencare a caldo le mie impression precisando che vengo da una guida sportiv con discreti consumi... ho il cambio veloce e scalo con le marc perciò i miei consumi sono sempre poco indicativi. Quello che cercavo era sicurezza e spazio. Le frivolezze me le lascio sull'abbigliament l'auto per me è libertà e moviment senza la sicurezza e il piacere di guid poco si fà.... Pro : - Guida alt seduta ottima. Per persone alte è ideale ! - Cambio veloce e sensibile - Bellissima l'assistenza alla guida per la selezione della marci ti confonde un poco all'inizi ma poi diventa il tuo tutor ! - Sterzo sensibilissimo ! I primi 10 giorni avvertivo addirittura nausea... - Ottimo raggio di sterzata. Si riesce a far dei parcheggi a ""S"" meravigliosi. - I 3 sensori (parcheggi pioggi luci) ti aiutano molto - L'assistenza in salita ti solleva dalle brutte figure... - AS&G molto comod si riaccende silenziosa e sicura - Consumi contenuti. Devo ancora capire quanto fà.... - Ampiezza di visibilit forse giusto il montante dello sportello guidatore ti crea piccole zone d'ombra negl'ingressi strada - Abitacolo spaziossimo ! I miei cani sono risort le mie valige respirano ed io mi sento una regina ! - Aspetto estetico ottimo. Plastica nera consistente e per me che punto più sul funzionale che sull'estetica è più che sufficiente. - Bellissima la chiavetta USB e l'impianto stere molto buono. - la 4x4 ti aiuta in terreni poco accidentat per uscire da una zona ""non sicura"" ci è voluto il blocco del differenziale... ed a ruote dritte !! (ovvio) Contro: * Iniziano i dolori * - al 2 giorno noto in ripres con marcia in e temperatura ancora in salit un fastidioso sussulto nella ripresa. Iniziamo bene.... - al 15° giorn l'aria condizionata decide che và in vacanza.... - una settimana fà il sensore della pioggia decide che ama il sole.... - oggi il sensore AS&G è in perenne fase lampeggio Questi sono i 4 difetti funzionali che a tutt'oggi stò subendo su un'auto nuova. Difetti che saranno riparati in garanzi ma provocano un certo umore nero per aver speso i miei sudati euro in un prodotto non al top. Almeno in fase di lancio.... E' vero.... non si compra un'auto all'uscit ma visto che si vive così mal perchè non togliersi uno sfizio ??? Manco quello !! Speriamo bene per le riparazioni.... che non siano un'inizio di tanti altri dolori ! Devo per fortuna riconoscere la immensa disponibilià del rivenditor ma devo sempre affrontare dei disagi per queste riparazioni....perdita di prezioso tempo ! Altri Contro della ASX : - con la mia versione non c'è il Bluetooth - per averlo si paga altri ? 2.000 per la versione superior o ti compri il surrogato parrot. - non ci sono le bocchette posteriori per l'aria - la carrozzeria è assolutamente una lamiera leggerissima !! Si può ""bombare"" con un dito... e qua a voglia a dirti che è per la mia sicurezza in fase d'impatto ! La QQ non ha questo difetto e costa uguale (a parità di allestimento) - il sensore dell'airbag del passeggero è sensibilissimo ! La mia iper borsa fà sempre suonare il sensore....fastidiosissimo ! - effettivamente la frenata è lung ma quando servono i freni ci sono ! Speriamo di risolvere i problemi di assemblaggi gli altri son certa che saranno migliorati nei modelli futuri.... infondo anche il mitico QQ ha i suoi contro.....'";in realtà avevo pensato anch io all'Asx di cui apprezzavo il diesel innovativo ma mi hanno fatto cambiare idea l'assenza del tetto apribile ( cosa serve un tettuccio di vetro fisso ? ) e la lontananza del venditore. ho letto però la prova di 4ruote e questa storia della frenata lunga... molto gravi invece i difetti di assemblaggio....soprattutto xchè le mitsubishi di una volta erano note per la bontà degli assemblaggi e la qualità dei materiali. e le solite lacune di equipaggiamnrto e i pacchetti optoinal dei Jap come consumi invece come ti trovi ? dalla prova mi erano parsi buoni. ;Mitsubishi;ASX;positivo;positivo;negativo;;;negativo;positivo;positivo;;;positivo;;
Nuova A3?;https://www.bmwpassion.com/forum/threads/nuova-a3.38466/;19/02/2007 00:00;luigi83;;Sento per radio le promo sulla A3...non è che fra poco esce la nuova ? ;Audi;A3;neutro;;;;;;;;;;;;
Contento del Rav4 hybrid...però...;https://forum.quattroruote.it/threads/contento-del-rav4-hybrid-per%C3%B2.115193/page-4;07/08/2018 00:00;XPrience74;"'Nessuna polemica steril ma le cose vanno chiamate con il loro nome perchè risultino comprensibil la lingua italiana prevede che si scelgano le parole in base al loro significato. Quindi se siamo di fronte ad una scelta orientata al mero risparmi a limitare il costo di produzion allora chiamiamola TACCAGNERI chiamiamola SPILORCERI non cerchiamo di indorare la pillola con pomposi paroloni come OTTIMIZZAZIONE-RAZIONALIZZAZIONE dei costi ch nascendo da radici come ottim razional tendono a comunicare qualcosa di positivo: nei casi di cui sopra di positivo per il cliente non c'è proprio null ci sono solo dei contenuti in meno. Razionalizzare ed ottimizzar industrialmente parland racchiudono il significato di ""ottenere lo stesso risultato con minori risorse"". In un prodotto automobilistic un'ottimizzazione può essere l'utilizzo di una sola luce targa in luogo di due adottando una lampada W10W al posto di due W5 oppure lo studio del percorso dei cavi elettrici nel vano motore o nell'abitacolo al fine di ridurne la lunghezza e il peso; si ottiene lo stesso risultat o uno assolutamente similar ma si risparmiano risorse in linea di montaggio (si monta un solo portalampada al posto di du si acquistano minori quantità di cavi elettrici) risultando più competitivi perchè il prodotto finale costa meno oppure perchè si possono aumentare i margini di guadagno. Ma se non metto la lucina dentro al pulsante alzavetr se non metto la luce dentro al cassetto portaoggetti (come nella mia Jazz...) non si tratta di ottimizzazione: si tratta di taccagneri ovvero lesinare sui contenuti che vengono offerti. Che po a guardarci e pensarci ben nei casi di cui parlava chi ha aperto il post il discorso affidabilità non c'entra un bel nulla: non si lesina su quei particolari per affidabilit visto che non si tratta di particolari che la possono ragionevolmente pregiudicare: si lesina per risparmiar fin inutile abbellire la catapecchia.'";"Riscrivo tutto il papocchio a causa di un mio grossolano errore ( refresh della pg ) ! ! ! Razionalizzazione dei costi proprio ad anche in virtù del fatto che non si compromette alcuna vera disfunzione di sorta... ripeto cosi come altrettanto che lo stesso costruttore in riferimento si sia verosimilmente prima fatto le proprie valutazioni o almeno così è allo stato attuale ( e mi pare che in termini di vendite non sia così disastrosa ) ... ci siamo ? Chissà poi la posizione in merito di un costruttore quale una certa Volkswagen quando facendo un parallelo come con una certa Golf ( V ) e la corrispettiva Corolla ( E12 ) la quale quest'ultima a fronte di tempi produttivi pressoché dimezzati offriva una qualità nonché affidabilità oggettivamente superiore. Risultato: è la Golf VI^ serie la quale a fronte di materiali ( interni ) ""da vera vw"" ha invece decurtato talune altre caratteristiche più ""aumma-aumma"" quali ad es i ( ricercati ) pannelli porta modulari così come un impianto elettrico ( ed un qualcosa che riguardava l'impiato frenante se non ricordo male ) più ""taccagnoso"" tanto per usare una tipologia di termini a te più cari evitando invece i miei più ""edulcorati"" come proprio razionalizzazione... Giusto una curiosità da parte mia nel caso non di fosse ancora intuito La miglior serie di Golf escludendo magari le prime due è stata la V e non la IV esattamente al contrario invece di come comunemente si pensa/dice e questo proprio per il suo approccio che prevedeva contenuti da categoria superiore ossia da ""Passat a 2 vol"" della situazione così come anche si magnificava della ""mitica"" IV^ serie al suo debutto ma ciò giusto a livello di materiali ( più in vista ) ... ";Volkswagen;Golf;neutro;neutro;neutro;;;;;;;;;;
valutazione acquisto oggi di una bmw 120d;https://forum.quattroruote.it/threads/valutazione-acquisto-oggi-di-una-bmw-120d.109060/;25/03/2017 00:00;mil555;;Certo che se uno nel confronto paragona una mini ad una 120.........probabilmente è meglio che rimanga nel target della mini visto che la ripartizione dei pesi al 50-50 il motore longitudinale e la trazione posteriore=giuda al top non sa nemmeno cosa siano. ;BMW;Serie 1;positivo;positivo;;;positivo;;;;;;;;
Mercedes Classe CL - altre foto!!!;https://www.bmwpassion.com/forum/threads/mercedes-classe-cl-altre-foto.26381/;23/08/2004 00:00;mamo;;http://www.autoblog.it/post/4306/mercedes-classe-cl-altre-foto#more Mentre rimaniamo in attesa della press-release ufficiale ecco un altra infornata di foto della nuova Classe CL Mercedes. Il coupè top di gamma Mercedes sarà sul mercato il prossimo autunno e supera per la prima volta i 5 metri: sarà lunga 5 07 metri ( +7 5 cm ) larga 1 87 metri ( +1 4 cm ) e alta 1 42 metri ( +2 cm ) . Il bagagliaio avrà una capienza di 490 litri. L'accento è sul lusso ( vedere le foto dell'interno ) con dotazioni simili a quelle della Classe S: in primis Active Body Control ( controllo attivo delle sospensioni a seconda delle condizioni del terreno di serie ) tra gli optional il Parking Guidance System che misura con il radar gli spazi di parcheggio disponibili per valutare e lo spazio sia sufficiente ( vista la lunghezza sembra utile ) Cruise Control attivo e Pre-Safe che utilizzano un radar per regolare la velocità in caso di ostacoli o rallentamenti il sistema di visione notturna ad infrarossi. Inizialmente saranno disponibili due motorizzazioni V8 e V12 ( niente V6 niente diesel almeno per ora ) . Si parte con la CL 500 dotata del motore V8 5 5 litri ( 388 cv / 530 Nm ) 5 4 secondi per accelerare da 0-100 km/h 5 9 secondi da 60-120 km/h consumo medio di 12 1 litri/100 km nel ciclo combinato. Si passa poi alla CL 600 con il V12 biturbo da 5 5 litri ( 517 cv / 830 Nm ) peso di 2.185 kg accelerazione da 0-100 km/h in 4 6 secondi ripresa da 60-120 km/h in 4 8 secondi consumo medio di 14 3 litri/100 km nel ciclo combinato. La velocità massima è di 250 km/h autolimitata sia per la CL 500 che per la CL 600. Prezzo di partenza: 110.000 €. Molto bella veramente un'ottima linea ! ! ! :exclaim: L'unica cosa nn mi piace molto il disegno dei sedili anteriori e posteriori ma x il resto tanto di cappello ! ! :exclaim: ;Mercedes;Classe CL;positivo;neutro;positivo;;;positivo;;positivo;;;positivo;;
Alfa Romeo GTV / Spider;https://www.autopareri.com/forums/topic/61765-alfa-romeo-gtv-spider;42593,51508;A80;;Già ...quello che invece viene detto qui è che in futuro si riavrà un plusvalore da queste auto che nonostante siano di basso lignaggio in origine manterranno una caratterizzazione sportiva durevole nel tempo...per certi versi sono d'accordo perché sarà sempre più raro guidare un V6 benzina di questa cattiveria ma è pur vero che se Alfa pian piano tornerà ai fasti del passato queste auto ex Fiat resteranno una cattiva parentesi per gli appassionati più che un dolce ricordo ;Alfa Romeo;GTV;positivo;negativo;;;;;;positivo;;;;;
