Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
consumi 150 2.2 jts..;https://www.bmwpassion.com/forum/threads/consumi-150-2-2-jts.32871/page-3;11/06/2005 00:00;PuccioE39;'Allora precisiamo bene le cos con le termiche e la strada quasi pianeggiante vai dove vuoi anche se guidi una TP. Quando trovi delle salite impegnative le cose cominciano un pelino a complicarsi. Con la mia vecchia Golf IV e le termiche andavo ovunqu esattamente come con la 147. Con un 328 E46 di un amico benchè dotato di termiche e cerchi piccoli abbiamo trovato non poche volte delle difficoltà. Alle provocazioni non rispondo...:wink:';beh.. con le estive ti pianti dopo 2 5 nanosecondi anche con la TI :wink: ;;;negativo;;;;;negativo;;;;;;;
FPT - Il punto sulla situazione Motori;https://www.autopareri.com/forums/topic/27629-fpt-il-punto-sulla-situazione-motori?&page=22#comments;08/10/2009 11:34;stev66;;Il rumore ( ovviamente generato da vibrazioni in banda ) e' conseguenza dell'architettura... c'e' da dire che i tre cilindri VAG poggiano su 3 supporti siliconici molto sofisticati sche smorzano parecchio le vibrazioni ( e che costano moltissimo quando li devi cambiare... ) ;;;positivo;;;;;;;positivo;;;;;
Fiat Sedici 2009;https://www.autopareri.com/forums/topic/33446-fiat-sedici-2009?&page=7#comments;18/08/2011 16:43;accul;;devo dire che mi ha piacevolmente sorpreso vedere la scorsa settimana in germania almeno una ventina di fiat sedici che avevo seri dubbi di poter vedere ;Fiat;Sedici 2009;positivo;;;;;;;;;;;;
AUDI RS4;https://www.bmwpassion.com/forum/threads/audi-rs4.14501/;23/05/2003 00:00;El Nino;;"Presentata all'inizio del 2005 è pronta alla vendita la più sportiva fra le ""A4"" battezzata ""RS4"": in Italia debutta a febbraio 2006 in variante berlina e in estate in versione ""Avant"" ( in passato era disponibile solo così ) per la prima il prezzo dovrebbe aggirarsi sui 75.000 euro. Ricordiamo che quest'Audi sviluppata dal reparto sportivo quattro è equipaggiata con un V8 di 4.2 litri a iniezione diretta di benzina capace di ben 420 CV e 430 Nm di coppia massima a 5500 giri ( ma a 2250 ce n'è già il 90% ) . Con la trazione integrale permanente e la ripartizione asimmetrica dinamica della coppia motrice la vettura secondo la Casa dovrebbe scattare sullo ""0-100"" in 4 8 secondi ( ""0-200"" in 16 6 ) e toccare i 250 orari di velocità massima autolimitata. ";Audi ;RS4;positivo;;;;;;;;;;;;
BMW i3 2013;https://www.autopareri.com/forums/topic/52366-bmw-i3-2013?&page=17#comments;01/08/2013 16:32;shadow_line;;Ma infatti l'ho detto vari post fa si rifanno agli esperimenti di marketing di Apple questo è un lavoro nel suo genere molto specializzato si cerca di creare un'auto che unisce design architettonico e tecnologia elettrica praticamente un'iphone su ruote con prezzo elevato e immagine molto caratterizzata è un esperimento può riuscire o no loro ci provano e noi staremo a vedere ma ripeto questa non è quasi più un'auto nel senso classico del termine è già qualcos'altro di più o di meno vedremo poi ;BMW;i3;neutro;;;;;;;;;;neutro;;
Serie 3 2019;https://forum.quattroruote.it/threads/serie-3-2019.118431/page-3;12/10/2018 00:00;zeusbimba;;io la trovo molto bella e al passo con i tempi aspettiamo la touring ;BMW;Serie 3;positivo;;;;;;;;;;;;
M6 2008 Rottura rindelle bilanceri;https://forum.quattroruote.it/threads/m6-2008-rottura-rindelle-bilanceri.75369/;27/02/2013 00:00;JigenD;"""Cia sono un possessore di M6 II serie del 2008 2.0 CD 140cv. con 60.000 km di percorrenza. fino a pochi giorni f soddisfatto dell'aut ma sentite quello che mi è successo: Durante la marcia in citt è apparso improvvisamente e senza alcun preavviso precedente uno strano striidi molto forte ed ho sentito come un battito in testa al motore. Molto preoccupato dal fortissimo rumor mi sono immediatamente recato all'officina. il meccanic una volta esclusi problemi ad alternatore e cinghie dei servizi e relativi cuscinetti etc... mi ha detto che avrei dovuto cambiare il kit della distibuzione. una volta sostituito il kit della distribuzione però il rumore non accennava a scomparir solo allora contattando un officina mazda si è venuto a sapere che c'è un difetto congenito e che quasi su tutte le M prima o poi si presenta la rottura delle rondelle (o cuscinetti se ho capito bene) dei bilancer e che cadendo vanno ad ingrippare le parti in movimento del motor (pompa olio et danneggiandole). questo è quello che mi hanno detto in linea di massima dal meccanico. non appena avrò il responso definitivo vi terro aggiornati. il danno non è comunque roba da poco.....non sò per quale motivo ma il rumore viene proprio dal cuscinetto dell'albero motore.""";problema noto del vecchio 2.0 d 143 cv...ma non c'era stato un richiamo ? ;BMW;m6 ;negativo;;;;;;;;;;;;
Alfa Romeo 4C 2013;https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=957#comments;12/01/2015 12:57;albebale;;ma dov'è il topic della 4C Spider ? Sono uscite foto e dati ufficiali proprio in queste ore ! ;Alfa Romeo;4C;positivo;;;;;;;;;;;;
Prova Quattroruote della Civic;https://forum.quattroruote.it/threads/prova-quattroruote-della-civic.110306/page-8;08/05/2017 00:00;elancia75;'sottolineo che stiamo parlando di una vettura che sfora i 4 metri e mezzi con delle percorrenze in città da primat il contraltare è proprio quello che state descrivendo vo tutto non si può avere ';Su una rivista innominabile quella motorizzazione esosa ha fatto segnare 4.5 lt/100km da Roma a Forlì. Realmente il 1.0 dovrebbe consumare come un 1.5 dCI imho per contrappesare il contraltare. ;Honda;Civic;positivo;;;;;;positivo;;;;;;
Jeep Patriot  2007 turbina;https://forum.quattroruote.it/threads/jeep-patriot-2007-turbina.45092/;30/01/2011 00:00;miniguarra;;L'auto per le mie esigenze è ottima come tutte le cose deve piacere i consumi sono buoni il mio uso è fuori citta e con un pieno ho un autonomia di 700/800 km. Ciao ;Jeep;Patriot;positivo;;;;;;positivo;;;;;;
Mercedes SL VI Restyling (Topic Ufficiale - 2007);https://www.autopareri.com/forums/topic/22035-mercedes-sl-vi-restyling-topic-ufficiale-2007?&page=5#comments;23/01/2008 12:25;Acemmi;;a costo di ripetere concetti già espressi il mio parere personalissimo: sulla vecchia l'unico dettaglio stonato erano i fari: SONO RIUSCITI A PEGGIORARLI ! ! ! Apprezzo invece i miglioramenti negli interni e la calandra che così aggressiva mi piace. P.s. Quoto VuOtto e gli altri su CL pur con alcuni eccessi la trovo BELLISSIMA ! ;Mercedes;Sl VI;neutro;;positivo;negativo;;;;;;;;;
Alfa Romeo 159 M.Y. 2011 [Sedan Wagon];https://www.autopareri.com/forums/topic/38285-alfa-romeo-159-my-2011-sedan-wagon?&page=47#comments;09/10/2008 15:56;antoniocalderone;;mah l'ho sognato o un certo uomo Fiat quasi sconosciuto che credo si chiamasse L. De Meo ( é sarcasmo ovviamente ) ha parlato del pianale Premium su un SUV di grandi dimensioni ? Credo ricordare che la frase diceva che in USA senza un grande SUV non sei Premium ( e peraltro le vendite BMW lo confermano visto che gli unici modelli che vendono sono gli Xn notizie fresche fresche ) . Questo vuol dire che il Premium non morirá vuol dire che ci saranno piú modelli con questo pianale ( uno per il momento ) e quindi potranno ammortizzare i costi su piú auto e poi chissá forse una bella evoluzione in futuro potrebbe anche far diventare il Premium un pianale eccellente... ;Alfa Romeo;159;neutro;;;;;;;;;;;;
Renault Clio III Facelift (Topic Ufficiale - 2008);https://www.autopareri.com/forums/topic/32353-renault-clio-iii-facelift-topic-ufficiale-2008?&page=255#comments;28/04/2010 17:50;riccintosh;;Vai da un elettrauto qualsiasi alcuni nel forum hanno fatto cosi carot mi sembra lo abbia fatto ;Renault;Clio III;neutro;;;;;;;;;;;neutro;
VOLANO BIMASSA O MONOMASSA?;https://forum.quattroruote.it/threads/volano-bimassa-o-monomassa.59276/;13/12/2011 00:00;renatom;"Secondo me MAW66 ha fondamentalmente ragione: il volano monomassa è più robusto in s m sicurament sollecita maggiormente l'albero motor causa oscillazioni torsionali. C'è da augurars ma mi stupirei del contrari che VW abbia verificato la fattibilità sell'intervento... Io diciamo che da estimatore del gruppo darei per scontato che il gruppo abbia fatto uno studio in proposit ma di questi tempi io sinceramente non ho più molta fiducia! fatto sta che a me stanno facendo un intervento in quanto presentava la vettura difetti classici di una vaettura col bimassa rotto o difettos e ora che il service ha scoperto che monta un monomass e ha rilevato un difetto sul disco della frizion mi chiedo: non sarà che il volano ha scaricato troppe vibrazioni sul disco fino a danneggiarlo in soli 5000Km? le vibrazioni e la risonanza intorno ai 1700 giri che sentivo e che imputavano al bimassa rott derivano dal fatto che all'incirca a quei giri un monomassa entra nella sua frequenza di risonanza? sarà per quello che in qunta marcia il mio cambio ragliava come un asino? di certo ora nn mi resta che aspettare che cambino tutto e possa provare la macchina nella speranza che i problemi siano risolti! infine: ma perche il costruttore avrebbe fatto questa modifica? scelta dettata da cos visto che il bimassa garantisce si meno durata ma in compenso meno vibrazioni e rumorosità del motor e quindi piu confort! ""Secondo me MAW66 ha fondamentalmente ragione: il volano monomassa è più robusto in s m sicurament sollecita maggiormente l'albero motor causa oscillazioni torsionali. C'è da augurars ma mi stupirei del contrari che VW abbia verificato la fattibilità sell'intervento""";Penso che i tuoi dubbi siano legittimi ma non ssono in grado di aiutarti a chiarirli. In merito al volano monomassa non so se ha la sua importanza ancheil fatto che sia molto più economico da costruire. ;;;neutro;;;;;;;;;;;;negativo
Costo fari led serie 1 >2015;https://forum.quattroruote.it/threads/costo-fari-led-serie-1-2015.110754/;05/06/2017 00:00;?angelo0;;Se sei in conoscenza della lingua tedesca guarda qui dentro puoi trovarli sincoli o in coppia nuovi o usati http://www.ebay.de/sch/Auto-Frontscheinwerfer-fur-BMW-1er/44240/bn_1232627/i.html Visto che si tratta di E bay puoi scegliere la lingua per capire l offerta. ;BMW;serie 1;neutro;;;neutro;;;;;;;;neutro;
Mazda3 connettore antenna autoradio;https://forum.quattroruote.it/threads/mazda3-connettore-antenna-autoradio.112502/;28/09/2017 00:00;Paoazzo;"""Buonaser Scrivo sempre per la mia Mazda3 del 2010. Da qualche mese la ricezione del segnale radio FM è scadent infatti l'ascolto è accettabile solo su metà (o meno) dei canali radio. Anche i testi che compaiono sul display (nome stazione o titolo canzone) sono spesso incomprensibil segno che il segnale è compromesso. Tempo fa ho smontato l'autoradio per fare una ispezione a vista di eventuali problemi grossolan tipo connettori staccati o cose del gener ma tutto appare in ordine quindi il problema potrebbe risiedere nell'elettronica. Ho notato però che il connettore antenna non è di quelli cilindrici standard che avevo sempre visto finor bensì è un cennettore rettangolare a 2 poli sagomato. Che voi sappiate quel connettore arriva direttamente dall'antenn oppure potrebbe esserci interposta qualche apparecchiatura elettronica di condizionamento del segnale radio? Vorrei capirlo per evitare di sostituire l'autoradio e scoprire poi che il problema non era dentro la radi ma altrove... Grazie""";Secondo me quel connettore collega dritto per dritto l'antenna all'autoradio. In mezzo per me non c'è nulla non ne ho la certezza assoluta ma per me hanno fatto la scelta stile anni 80 non so se ti ricordi sugli stereo compatti l'antenna FM aveva 2 fili e si infilavano in due contatti a molla e tu dovevi premere ciascuna linguetta per inserire ciascun filo. Il fatto che prenda male potrebbe essere dato da ossidazione dei due contatti. Stacca il connettore e vedi se i contatti sono gialli o bruniti. Se son bruniti ti consiglio di pulirli. Poi provi. Io ad esempio preferisco quel tipo di connettore li che quelli cilindrici il tuo è molto più sicuro che rimanga in sede. INOLTRE se ne mastichi prendi un tester lo metti in ohm e toccando i contatti dell'antenna dovresti leggere un valore all'incirca di 75. Se i contatti sono puliti e leggi circa 75 hai buone probabilità che sia l'autoradio che sia andata fuori taratura. La mia vecchia autoradio era andata fuori di 0 05Mhz molte stazioni non le prendeva e dovevo sempre compensare a mano io per centrare il segnale. Facci sapere ! ! ! ! ;Mazda;3;neutro;;neutro;;;;;;;;;;
Hyundai ix20;https://forum.quattroruote.it/threads/hyundai-ix20.38998/;26/10/2010 00:00;fastech;;sono usciti i prezzi: http://www.alvolante.it/news/hyundai_ix20_prezzi-353261044#comment-51092 ;Hyundai;ix20;neutro;;;;;;;;;;;;
Alfa Romeo Giulia 2016;https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=302#comments;19/04/2016 19:38;francomilano;;eheh a leggere certi commenti di ieri quindi Marchionne doveva fare una conferenza stampa per informare che a causa inaffidabilità ZF vi erano ritardi......eccerto come no..... ( poi dopo voglio vedere chi glieli dava i cambi da montare ) ;Alfa Romeo;Giulia ;negativo;;;;;;;;;;;;
Quale futuro per i Supercharger Tesla;https://www.forumelettrico.it/forum/il-futuro-dei-supercharger-tesla-t5479-20.html?sid=76a4e6da9c61b749e4aa9d1d9107078a&sid=76a4e6da9c61b749e4aa9d1d9107078a;30/04/2019, 7:30;marco;;E poi Tesla è l'unica azienda al mondo che ha la sua auto di punta che sta girando nello spazio > tesla-roadster-in-partenza-per-marte-sul-falcon-heavy-t2255.htmlNessuno al momento può copiarlo in quello ( ma in futuro chissà ) Vedrete gli anni prossimi quando diverrà disponibile la nuova Roadster quanto ci spingeranno sul marketing grazie a questo aspetto e ci scommetto che porterà i suoi frutti a suon di milioni/ardi di ricavi.;Tesla;Roadster;positivo;positivo;;;;;;;;;;;
cina???;https://www.autopareri.com/forums/topic/22095-cina?&page=45#comments;22/02/2007 08:38;il FUSI;;Dipende......... da altri fattori mica solo dal chilometraggio. Se per assurdo costassero egual prezzo sia il diesel che il benzina la convenienza c'è sempre. Non fosse altro che per il consumo. Perchè se prendiamo la 147 1600 con molta attenzione cosa ci fai ? I 12 ? 120cv per 120cv con doti di coppia migliori e + utili nel traffico odierno col JTD arrivi comodamente a 17. 5 km a litro in +........ con 10 litri son 50km....... ;;;neutro;;;;;;neutro;;;;;;
2011 Jeep Grand Cherokee;https://forum.quattroruote.it/threads/2011-jeep-grand-cherokee.2977/page-2;08/11/2011 00:00;perdegola;;http://www.youtube.com/watch ? v=Vig5e9mdxJ0&feature=uploademail ;Jeep;GrandCherokee;neutro;;;;;;;;;;;;
SENNA -  A 25 anni dalla sua scomparsa;https://forum.quattroruote.it/threads/senna-a-25-anni-dalla-sua-scomparsa.122417/;5 Maggio 2019 alle 23:43;Mastertanto;'Anche io ho pianto quel giorn come credo la maggioranza degli appassionati della F. per pur avendo sempre considerato Senna un campionissim tra i grandi di tutti i temp non sono stato un suo fan al livello di quanto lo sono stato con altri piloti.';"Io non sono mai stato un ""fan"" di nessuno - né di un pilota né di cantanti né di marchi per carattere - anche se ovviamente ho le mie preferenze. Preferenze che mi fanno affermare con pochissimi dubbi o senza del tutto che Senna è stato nettamente il miglior pilota : almeno tra quelli che ho visto correre io. Certo non potrei esprimere giudizi che so su Nuvolari che non solo era di un'epoca precedente ma di un'epoca in cui non c'erano le registrazioni filmate che ci sono adesso e non solo da adesso.... se uno è troppo giovane ad es. per aver visto in diretta il celebre duello Arnoux-Villeneuve in Francia nel 1979 beh magari riesce a vederlo lo stesso registrato ma lo stesso non si può dire per i tempi di Nuvolari e neppure per quelli di Fangio... forse neppure per gli anni '60 di Jim Clark non so. Ma dagli anni '70 in poi uno come Senna non si è mai visto di sicuro : uno che riusciva a far la pole position con macchine non da prima fila che sul bagnato - dove più si vede la sensibilità di un pilota - non si limitava a prevalere ma appariva di un altro pianeta.... quale in effetti era. Ripeto non sono mai stato fan di nessuno : ma Senna era eccezionale bisognava essere ciechi per non vederlo. Piloti bravissimi ce ne sono stati diversi a cominciare da Schumi ma Senna era un'altra cosa un fuoriclasse d'assoluta eccezione. Ricordo bene la sua morte ero davanti alla TV.... in parte è stata una leggerezza umana come succede spesso in parte è stato un caso sfortunato : se lo sterzo avesse ceduto in una curva meno veloce magari sarebbe sopravvissuto. Ma con i se ed i ma non si fa la storia chi corre in auto ( F.1 o altro ) sa che corre dei rischi allora più di adesso visto che sono passati 25 anni.... gli è andata male ecco tutto come del resto ad un bel po' di gente prima di lui da Lorenzo Bandini a Jochen Rindt a Jim Clark a Gilles Villeneuve a Ignazio Giunti a Ronnie Peterson e qualcuno anche dopo come Alboreto : il rischio adesso è diminuito in modo incredibile vedi la ragazza tedesca uscita viva dall'impressionante incidente a Macao ma un tot ci sarà sempre è fisiologico. E lui non sembrava uno insensibile al rischio ma piuttosto uno che lo teneva sotto controllo grazie ad un istinto eccezionale. Pur con un carattere non certo esente da spigolosità si sente la mancanza di un fuoriclasse così nelle corse d'oggi. . ";;;neutro;;;;;;;;;;;;
Alfa 159 SW;https://www.bmwpassion.com/forum/threads/alfa-159-sw.19656/page-10;27/01/2006 00:00;Franzzz;Peccato non abbiamo mai messo su il 231 cv. A proposito: audi monterà sulle a 4 il tdi dal q7: 233 cv...... E il 2.7 da 180cv se nn sbaglio.... 'Peccato non abbiamo mai messo su il 231 cv. A proposito: audi monterà sulle a 4 il tdi dal q7: 233 cv...';Però la trazione x con gomme giuste non è così male. Sembra di certo in prevalenza una posteriore e ciò non snatura il marchio BMW ma quando serve interviene l'anteriore che ti tira fuori dai pasticci. ;BMW;;positivo;;;;;;;;;;;;
Nuova Suzuki Swift;https://forum.quattroruote.it/threads/nuova-suzuki-swift.109819/page-45;13/04/2019 00:00;Ross_9;'Ho chiesto lumi a proposito dei 200 euro in più di listino della 1.2 hybrid top e mi hanno risposto per ben due volte citando la Sport.Ad ogni modo sembra che agli aumenti non corrisponda nessuna aggiunta di accessori.';Come quasi ovvio che fosse. P. S per la sport il rincaro è di 500 € ( ammazza ! ) ;Suzuki;Swift;negativo;;;;;;;;;;;;
Consumo eccessivo fiat punto evo 1.4 gpl;https://forum.quattroruote.it/threads/consumo-eccessivo-fiat-punto-evo-1-4-gpl.121609/page-2;09/03/2019 00:00;albert56;;boh sarò io che ho il piede particolarmente fatato ma in città e montagna riesco a fare 15/15 5 a gpl che corrispondono a 17/17 5 a benzina con la punto piccola 1 2... anche se il traffico è congestionato all'impossibile la vedo dura arrivarci consumi come quelli detti prima li facevo con macchine anni '70 comunque nella punto che ha iniziato la discussione direi che c'è anche qualche problema di meccanica o problemi nell'impianto gpl e non vorrei che avesse qualche valvola di scarico andata dato che a quasi 200 kkm se non state registrate potrebbe anche essere visto che mi sembra di aver capito che sto motore non gira bene ! ! ;Fiat;punto;neutro;;;;;;positivo;;;;;;
Sedili anteriori;http://www.porschemania.it/discus/messages/10550/769621.html?1479459419;18/02/2016 10:51;speedster58;;Infatti Paolo ! Mario ha ben specificato: non ci sono cuciture ma solo un cordino che trattiene - dall'interno - il rivestimento della seduta. Esternamente non si vede ma determina quel ribasso della seduta a mo' di piega pi\xf9 o meno accentuata.;;;neutro;;neutro;;;;;;;;;;
Acquisto o no? ;http://www.porschemania.it/discus/messages/502415/628183.html?1350979975;22/10/2012 09:44;mii;;"Ciao Francesco Guido spesso una mito turbo 150 cavalli. Con la levetta su ""dinamic"" \xe8 veramente cattiva. L'accelerazione \xe8 fulminea. Ma finisce subito al primo allungo sei fritto.. \xc8 una macchina da semaforo.";Alfa Romeo;Mito;neutro;;;;;;;positivo;;;;;
Nissan 350Z MY06;https://www.bmwpassion.com/forum/threads/nissan-350z-my06.18740/;07/09/2004 00:00;996;;Nessuna novità rilevante....motore da 300CV per tutte migliorati alcuni particolari interni fari a led posteriori e bixeno non più su parabola normale ma su lenticolare. ;Nissan;350Z My06;neutro;;positivo;;;;;;;;;;
Mondiale F.1 - GP d'Italia 2018;https://forum.quattroruote.it/threads/mondiale-f-1-gp-ditalia-2018.118133/page-14;02/09/2018 00:00;pi_greco;'Signori. Il campionato lo vince Hamilton. I piloti Ferrari non sono capaci. Vettel continua a sbagliare e Rakkionen continua a non rendere in gara. Mi dispiac ma invece della doppietta con la macchina superiore è finita cosi. Vettel non è più capace di vincere campionati. Inutile girare attorno e far scappare i migliori piloti.';concordo sul camponato 2018..ma Raikkonen ha reso anche troppo ha resistito anche troppo a vettel che si giocava il mondiale e poi è riuscito a tenere la seconda posizione nonostante un errore dei box a richiamarlo troppo presto... vettel non sarà capace di vincere i mondiali secondo te... ma ne ha vinti 4... ;;;positivo;;;;;;;;;;;;
