Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
"L'A8 in ""Transporter2""";https://www.autopareri.com/forums/topic/14615-la8-in-transporter2?&page=2#comments;02/08/2005 09:20;Autodelta85;;tanto fiat è in 007 ;FIAT;;neutro;positivo;;;;;;;;;;;
Ambros Saro Milano via Silva;https://www.bmwpassion.com/forum/threads/ambros-saro-milano-via-silva.19496/;05/11/2003 00:00;goblin;"""Oggi avrei dovuto ritirare la macchin ma in officina mi dicono che nn s ne parla fino a settimana prossima. L' antifurto è a post perchè a quanto pare c' era ma non era codificato . Praticamente oggi non hanno il tempo di controllare i consumi(con il computer guardano le emissioni) e la radio(devono solo ascoltarla). Sono incazz.. come una bestia e oggi pomeriggio mi vado a riprendere l' auto. Prenderò sicuramente provvedimenti. Inoltre ho preso contatti con la concessionaria di via De Amicis dove un responsabile molto gentile mi ha assicurato che si sarebbe occupato personalmente della cosa. Sono stato anche chiamato dal primo venditor quello che non lavora più in quella sede e che mi ha fatto il contratt per farmi le sue scuse nonostante non abbia nessuna colpa.""";Con questo tread sono a raccontarvi la mia esperienza nel primo acquisto di una Bmw. Tramite conoscenze ho acquistato la mia e91 nel concessionario in oggetto dove al momento della stipula del contratto ho avuto a che fare con un ragazzo MOLTO GENTILE che ha valutato bene il mio usato ma che era praticamente l' ultimo giorno che lavorava li. Successivamente la pratica compravendita + leasing è stata seguita da un altra persona MOLTO GENTILE che si è occupata di tutto. Voi vi chiederete-dov'è il problema ? Sono stati tutti e 2 gentili ! E' vero. Però sempre MOLTO GENTILMENTE sono successe queste cose: La macchina l' ho ritirata a metà Novembre e con tutti gli accessori veniva 45.800€ compreso l' antifurto da 450€. Dopo 3 giorni dal ritiro il concessionario mi richiama per dirmi che mancano all' appello 305 €. Corro a portarglieli ( 1+1 ore di traffico visto che abito dall' altra parte di Milano ) . Nell' occasione faccio presente al meccanico che ho un problema all' impianto ( Logic 7 da 1200 euro ) ma l' appuntamento mi viene fissato per oggi 11 Gennaio giustificandosi che la cosa non era importante quindi doveva slittare a dopo le feste anche se per me era mooolto importante....uno che spende 1200+210 ( professional ) per sentire bene la musica penso sia lecito che reputi la cosa importante no ! ? Il 27 Dicembre dopo 1 mesetto di dubbi accerto che......... ......l' antifurto non ce l' ho ! Vedete voi.... Chiamo il concessionario e mi dice GENTILMENTE di portargliela il giorno dopoche me l' avrebbe fatto montare ma il giorno dopo dovevo partire quindi......rimandiamo tutto a oggi 11/1 Ieri: telefono al concessionario per dirgli che oggi avrei portato la macchina e che avrei avuto bisogno dell' auto sostitutiva...ma ormai era troppo tardi dovevo prenotarla....ma del resto GENTILMENTE mi ha detto che la mia macchina sarebbe stata pronta entro sera. Bene...stamattina porto la macchina da loro e il meccanico mi dice che se la terranno 3 giorni quindi a questo punto chiedo lecitamente la vettura sost. e il meccanico mi fa presente che entro la mattinata mi avrebbe chiamato la società di noleggio. Io ho un azienda e sono rimasto a dondolare per Milano fino alle 12.00 quando chiamo un po' alterato e gli dico: allora ? E lui GENTILMENTE: se non ti hanno chiamato stamattina ti chiameranno oggi pomeriggio. Cosa devo fare ? Perdere una giornata di lavoro per Milano a cercare il loro parco macchine sostitutive ? Sempre che mi chiamino.... Ho concluso annullando la richiesta della vettura sostitutiva. Mi faccio prestare un macchina da un amico. Ci tengo a precisare che per andare alla concessionaria da dove lavoro io comporta la perdita di mezza giornata di lavoro.... Sono troppo sfigato troppo esigente o avrei fatto bene a incazzarmi prima ? ;BMW;Serie 3;negativo;molto negativo;;;;;;;;;;molto negativo;molto negativo
NEW Fiat Topolino;https://www.bmwpassion.com/forum/threads/new-fiat-topolino.48237/;30/06/2006 00:00;Darkside;;"[A noi è piaciuto chiamarla Topolino perché come l'antenata con cui la Fiat a cavallo della guerra cercò di ""democratizzare"" l'elitario mercato automobilistico promette grande abitabilità in dimensioni super-compatte. Ma indipendentemente dal nome che avrà tutto da decidere la sostanza del progetto a cui stanno lavorando in gran segreto a Torino è di quelle ad alto peso specifico.][La Fiat infatti dopo la 500 prepara per il 2009 una microcar rivoluzionaria per l'impostazione meccanica con motore e trazione posteriori e per il layout che permetterà di ospitare quattro persone in una carrozzeria più corta di tre metri. Innovativo - e super-economico - anche il motore un bicilindrico di 900 cm3 sovralimentato... Basta così tutti i dettagli di questo progetto ambizioso sono su ""Quattroruote"" di settembre in edicola dal 30 agosto. Ma intanto c'interessa la tua] ";FIAT;500;positivo;molto positivo;molto positivo;;;;;molto positivo;;;;;
Consiglio acquisto Mazda3 motore 1.5 diesel.;https://forum.quattroruote.it/threads/consiglio-acquisto-mazda3-motore-1-5-diesel.106257/page-5;04/10/2016 00:00;toyoursister;"""Oppure puoi prendere un'auto che di sfighe potrebbe averne parecchie ma ha una rete di assistenza valida per cui saresti si sempre dal meccanico ma tutte le volte ci salteresti fuori """;Non volevo dire quello. Ovviamente a Fiat ci sto ben lontano gia' dato grazie. ;FIAT;;negativo;;;;;;;;;;;molto negativo;
Effetto Tutor...;http://www.porschemania.it/discus/messages/22971/540870.html?1307473781;15/01/2011 16:40;nottola;In germania la mortalitxe0 dovuta ad incidenti x eccesso di velocitxe0 xe8 praticamente come il mio conto in banca ;"Forse perch\xe8 in Germania sono pi\xf9 rispettosi del Codice ? Forse perch\xe8 sono pi\xf9 rispettosi in quanto se sbagliano gli fanno la bua e nemmeno si sognano di far togliere i punti alla patente ""di servizio"" del nonno novantenne ? Forse perch\xe8 quando vengono attivati gli autovelox non te l'avvertono prima ma te lo ""spiegano"" dopo ? Ho l'impressione che in Germania le libert\xe0 che qualche volta ci prendiamo qui in Italia te le scordi ! Vorrei fare una statistica: tralasciando i limiti idioti di 20 Km/h quanti in ambito urbano con i canonici 50 Km/h supera SOSTANZIOSAMENTE tale velocit\xe0 ogni giorno e quante autovelox ha preso finora. Sono quasi certo che il risultato sar\xe0 dello 0 0qualcosa rispetto al numero delle potenziali infrazioni. Se la stessa statistica la facciamo fare ad un tedesco o svizzero beh il risultato lo immagino diverso. Riguardo alle autostrade su questo Forum ho letto tempo f\xe0 che i tratti senza limiti sono sempre minori e che spesso anche su questi vengono posti limiti variabili per esigenze della circolazione ricordiamoci comunque che gli incidenti a causa dell'alta velocit\xe0 avvengono principalmente non in autostrada ma nelle strade urbane nelle provinciali con molto traffico nelle tangenziali. Fare i fessi con l'acceleratore in queste situazioni significa voler sfidare la sorte in continuazione e se trovi la vecchina che non vede lo stop o il pedone disattento il gioco \xe8 fatto. Poi liberare i cavalli per fare seconda-terza da un semaforo all'altro non mi dice nulla meglio una tranquilla domenica su sperdute stradine collinari ! IMHO";;;negativo;;;;;;;;;;;;
Fiat Bravo (Topic Ufficiale - 2007);https://www.autopareri.com/forums/topic/23380-fiat-bravo-topic-ufficiale-2007?&page=169#comments;22/01/2008 20:48;Messinese;;scusate se mi permetto di andare controcorrente e fare la nota stonata del plauso verso questo nuovo motore della fiat. io lo avrei scelto sicuramente ad occhi chiusi poiche i multijet fiat sono motori eccezionali e lo dico dopo averli provati su bravo croma 159 etc etc. e poi un 1.6 da 120 cv sarà sicuramente un ottimo mix anche fiscalmente parlando visto che fino ad ora ci si doveva rivolgere a diesel francesi di questa cubatura. però non ci trovo una eclatante novità rispetto a quando uscirono i primi jtd che furono una rivoluzione vera e propria. secondo me il motore davvero rivoluzionario x l'auto italiana e il T-jet e lo dico non solo a prove fatte personalmente e confronti veri e diretti su molte auto che ho avuto modo di provare ma anche tecnicamente parlando. e poi oggi con il prezzo del carburante quasi uguale con un prezzo che a parità di allestimento sarà sicuramente più alto e con una delicatezza maggiore dei multijet rispetto ai t-jet mi sento di parteggiare sempre più per il benzina. ma questa è solo una personalissima opinione che volevo condividere con voi colleghi. e cmq sia benzina o diesel la bravo è ottima più la guido e più me ne rendo conto. ciao un lampeggio ;FIAT;Bravo;positivo;molto positivo;;;;molto positivo;;positivo;;;;;
Acquistata ix20;https://forum.quattroruote.it/threads/acquistata-ix20.42816/;17/01/2011 00:00;roby1068;'Ho ordinato questa mattina una ix20 confort 1.4 benzina 90cv per mia moglie colore grigio scuro. Non ho mai comprato hyundai e le ho sempre guardate con poco interesse e un po di diffidenza ma devo dire che questa auto mi ha davvero colpito per la line la spaziosità degli interni e la dotazione di serie davvero completa. Spero davvero di aver fatto un buon acquisto.....adesso devo decidermi per la mia nuova auto....che mal di testa :lol: :lol: :lol:';buona scelta come spesso accade il rapporto qualita' prezzo in hyundai e' molto buono :thumbup: ;Hyundai;ix20;positivo;molto positivo;;;;;;;;;;;
foto ufficiali Serie 6;https://www.autopareri.com/forums/topic/1089-foto-ufficiali-serie-6;10/07/2003 10:55;Abarth03;;Mi piace molto il profilo e come ho detto in altri post tra tutte le BMW dell'era Bangle è forse quella che mi piace di più. ;BMW;Serie 6;positivo;positivo;;molto positivo;;;;;;;;;
Kadjar restyling in arrivo;https://forum.quattroruote.it/threads/kadjar-restyling-in-arrivo.118395/;14/09/2018 00:00;lippe1976;;"Se monteranno un 2.0 dCi da 200 cv su Talisman avranno davvero un prodotto competitivo e più ricco di appeal. Aggiungo come nota personale ""era ora"": non pochi sono rimasti perplessi ( ..sia pure non del tutto a ragione ) dal 1.6 dCi per quanto biturbo. ";Renault;Talisman;positivo;positivo;;;;;;positivo;;;;;
Hyundai i30 2011;https://www.autopareri.com/forums/topic/44149-hyundai-i30-2011?&page=28#comments;20/12/2012 15:34;GIADAC;;Ciao Nosadello intanto grazie per la velocissima risposta.Purtroppo di problemi l'auto ne ha avuti molti e la concessionaria della mia città fino ad ora si è dimostrata assolutamente non all'altezza.Ho scritto molto sul forum ufficiale Hyundai ed ho dovuto chiamare il numero verde affinchè sbloccasse alcune situazioni le cui tempistiche erano assurde.Sette mesi per cambiarmi il volante tutto spellato problema comune a molte Hyundai una cassa dello stereo sul lato sinistro anteriore che vibrava il navigatore satellitare che non partiva ed un pezzo di plastica esterno che si era tutto rovinato 12 giorni totali l'auto in concessionaria con 5 appuntamenti quando queste cose potevano essere ordinate e risolte in un solo appuntamento lasciando l'auto 2 giorni.Non conto le telefonate e le visite fatte.Ora ho capito perchè danno 5 anni di garanzia se per ogni cavolata ci mettono mesi per risolverla.Comunque conto di andarci a parlare dopo le vacanze.Ora vado a trovare i genitori di mia moglie in Francia per Natale e non ho il tempo di andarci. Mi immagino che diranno che non è nulla come hanno fatto per il problema del battito in testa del motore ( scoperto da me su internet il capofficina non mi ha detto nulla io non sapevo manco cosa fosse ) di cui sono afflitte la mia e altre vetture con il piccolo turbodiesel 1400 cc. da 90 cavalli.Fino ad oggi anche lì tante ipotesi ma nessuna risposta da parte di un capofficina assolutamente non all'altezza a parte di scherzare e fare battute continuamente quando invece sarebbe richiesta serietà e autorevolezza nel fornire un servizio adeguato ad un cliente. Io so solo e per certo che in 25 anni che ho la patente sarà la mia decima auto ed è la prima che presenta questo difetto. L'altra sera mia figlia e la sua amica hanno toccato il parabrezza posteriore ed il tetto panoramico con le mani ed era completamente bagnato all'interno non ti dico come era conciato quello anteriore.Ci ho messo 5 minuti di riscaldamento a superpalla per asciugarlo tutto.La Hyundai avrà fatto passi da gigante e sforna un'auto ogni 6 mesi per guadagnare fette di mercato ma farebbe meglio a curare meglio i suoi prodotti.Le plastiche inferiori si graffiano a guardarle basta passare con una busta della spesa sopra e si segnano.Di cose da dire ce ne sarebbero molte ma chiudiamo qui che è meglio.E comunque l'auto nonostante tutto mi piace e non poco. ;Hyundai;i30;negativo;negativo;molto negativo;;;;;negativo;;;;molto negativo;molto negativo
C-HR: sta arrivando.;https://forum.quattroruote.it/threads/c-hr-sta-arrivando.106124/page-2;25/09/2016 00:00;gamocche;;Posso sottoscrivere ora che un cliente che desidera evoque e countryman non chiederà nemmeno il prezzo di una C-HR. I riferimenti sono altri e il prezzo sarà una discriminante importante. Capisco la loro voglia di impostare un prodotto per una fascia di clienti più alta ma fare un ottimo prodotto non basta per farlo diventare di moda. Perché con i 2 nomi sopra stiamo parlando di moda ;Toyota;C-HR;negativo;neutro;;;;;;;;;;;
Finalmente è arrivata la mazda 2 diesel quasi quasi la compro...;https://forum.quattroruote.it/threads/finalmente-%C3%A8-arrivata-la-mazda-2-diesel-quasi-quasi-la-compro.100648/page-2;07/12/2015 00:00;husky71;A benzina si..... diesel.....mmmm a tuo rischio e pericolo.... ma perchè dici da ex cliente? hai avuto problemi con i loro diesel? 'A benzina si..... diesel.....mmmm a tuo rischio e pericolo.';Si parecchi con gli ultimi skyactive. Basta che fai qualche ricerca. ;Mazda;2;negativo;negativo;;;;;;negativo;;;;;
Agnelli su Quattroporte...;https://www.autopareri.com/forums/topic/4045-agnelli-su-quattroporte?&page=7#comments;13/01/2004 20:43;fabvio;;non sai quanto mi spiace aumenta la stima che ho da sempre nei tuoi confronti spero di non dover mai vivere quello che hai vissuto tu ma ti sono vicino ;Maserati;Quattroporte;neutro;;;;;;;;;;;;
Test drive Civic 1.6 d;https://forum.quattroruote.it/threads/test-drive-civic-1-6-d.116121/page-7;10/08/2018 00:00;emavita;;"Sono completamente d'accordo con Jazzaro. Secondo me il modo di pensare ""del meccanico"" è proprio quello che ha portato tanti motori allo sfascio affogati nel 10w40. Un esempio evidente e documentato è stata la vicenda del FIAT Multiair. Sistema sofisticato che richiedeva un olio ben specifico. I meccanici UFFICIALI se ne infischiavano e buttavano dentro il solito 10w40. Risultato: tanti motori pressochè nuovi da buttare. L'olio dal costo elevatissimo poi nota bene deriva dalle politiche commerciali non dal costo materiale del prodotto. Perchè il Mobil1 che è considerato spesso il miglior olio al mondo comprato nei posti giusti costa 10-12€ al litro mentre magari lo stesso identico olio ma venduto in concessionario ufficiale e nel flacone a marchio della casa costruttrice costa 35 ";FIAT;;negativo;;;;;;;;;;;molto negativo;
Per cosa cambierei l'M3;https://www.bmwpassion.com/forum/threads/per-cosa-cambierei-lm3.20815/page-2;09/07/2004 00:00;amoscio;;E' cosi ! :wink: guarda...http://www.autoscout24.it/ita/list....mage=1&carsperpage=50&country=I&Submit1=Trova ;BMW;M3;neutro;;;;;;;;;;;;
BMW Serie 1 Coupé (Topic Ufficiale - 2007);https://www.autopareri.com/forums/topic/35280-bmw-serie-1-coup%C3%A9-topic-ufficiale-2007?&page=6#comments;01/07/2007 14:18;lorenzo78;;a me piace di piu' la bmw pensate un po'.... ;BMW;Serie 1;positivo;positivo;;;;;;;;;;;
Officine BMW Roma...;https://www.bmwpassion.com/forum/threads/officine-bmw-roma.89948/;11/05/2008 00:00;craig;;"...allora...oggi ho preso un caffè di ""auguri"" con un mio expaziente...dipendente dell'officina BMW ""SIRIO 77"".E abbiamo fatto due chiacchiere...soprattutto di BMW Via Salaria.Lui stesso mi ha confermato che la BMW di Via Salaria è un pò un ministero...Io sia con il 318 E36 che con la 5er vado con soddisfazione alla SIRIO 77.Innanzitutto proprietario e capo-officina sono SEMPRE PRESENTI in loco...o almeno ogniqualvolta sono andato ( anche semplicemente per un saluto o per un consiglio prima del ritorno in BMW ) c'erano sempre.Sono tre fratelli ( il terzo fratello gestisce la carrozzeria BMW di Via Cassia ) .Io ho sempre trovato correttezza rapidità velocità nel comunicare telefonicamente preventivi sempre precisi e rispondenti in fase di pagamento e ritiro dell'auto.Ho sempre visto clienti con sorrisi e dipendenti che riconsegnano le auto con il sorriso sulle labbra.Da parte del signor Antonio ( capo-officina e proprietario ) ho avuto anche dimostrazioni di onestà...ad esempio con l'E36 s'era rotto il tubo del recupero dei vapori dell'olio....prima me lo ha fatto incerottare...poi mi ha spiegato come cambiarlo mi ha venduto il tubo ( pochi euro ) e me lo sono cambiato da solo in un parcheggio in 5 minuti.Ultimamente in occasione della sostituzione della pompa dell'acqua in OATC ha provveduto a farmi dei lavoretti extra ( ripristino ruota post. sn e assetto+convergenza ) senza addebitarmeli. ";BMW;;positivo;;;;;;;;;;;molto positivo;molto positivo
Ferrari F.1 Binotto sostituisce Arrivabene - sondaggio;https://forum.quattroruote.it/threads/ferrari-f-1-binotto-sostituisce-arrivabene-sondaggio.120194/page-2;09/01/2019 00:00;bruno_v;;Voto 2 sperando chi lo affiancherà sia la persona giusta ( per competenze e sintonia ) ;Ferrari;;negativo;;;;;;;;;;;;
Comparativa tra i vari sistemi di Infotainment;https://www.autopareri.com/forums/topic/55698-comparativa-tra-i-vari-sistemi-di-infotainment?&page=4#comments;07/07/2014 11:00;owluca;;premesso che l'altro giorno prendendo la sostitutiva Adam mi ha molto infastidito che i tasti sul volante e sulle varie leve ad es. per far funzionare il CDB per le luci etc fossero al contrario rispetto allo standard di Passat e 159: che quando c'hai da fare non c'hai voglia di star li a perdere tempo.... non vorrei che la discussione vertesse su quanti megahertz e pollici c'hanno l'uno più dell'altro ma sulle funzionalità effettivamente in più rispetto agli altri e se queste siano utili o meno. perchè altrimenti mi carico nel bagagliaio uno dei nostri cosi e Vi sbaraglio tutti peccato che nessuna delle cose che fà sia minimamente utile mentre sei in auto:lol: ;Opel;Adam;negativo;;;;;;;;;;negativo;;
Fiat Freemont 2011;https://www.autopareri.com/forums/topic/41568-fiat-freemont-2011?&page=244#comments;29/03/2012 11:47;lucadrag;;"Vai a Pag 48 del manuale dell' uConnect capitolo ""Punti di Interesse Personalizzati"" che ti spiega più o meno come fare. Da quello che ho capito devi crear il file dei POI con PoiLoader sul tuo PC poi copiare il file su un DVD ( riscrivibile è meglio ) dare in pasto il DVD all'UConnect andare sul menù dei punti di interesse e da li caricare i POI dal DVD. Purtroppo non ho ancora il Freemont gli ultimi due passaggi sono solo ipotizzati in base a quanto scritto nel manuale serve la verifica sul campo. ";Fiat;Freemont;neutro;;neutro;;;;;;;;neutro;;
Mercedes-Benz SLS AMG 2009 [GT Black Series ED](Topic Ufficiale);https://www.autopareri.com/forums/topic/33260-mercedes-benz-sls-amg-2009-gt-black-series-edtopic-ufficiale?&page=16#comments;18/11/2009 21:20;J-Gian;;Molto interessante come hanno risolto l'apertura delle porte in caso di cappottamento: si sganciano le cerniere ;Mercedes-Benz;SLS AMG;positivo;;;positivo;;;;;;;;;
Nooooooooooo;http://www.porschemania.it/discus/messages/502415/246510.html?1176725500;11/04/2007 13:42;marcom; se questo ti dice di n che si fa? ;Dritto filato dai Carabinieri direi ! ;;;neutro;;;;;;;;;;;;
Quale cavo per ricaricare Renault Twizy dalle colonnine;https://www.forumelettrico.it/forum/topic5599.html?sid=9b3d6660a00250109c0902db2fb0b90b;11/05/2019 12:50;Lidia;;Ciao la mia twizy ha un cavo che termina con la classica presa domestica ( quella tedesca ) .Ho sempre ricaricato in garage senza problemi.Ora non so come utilizzarlo per collegarmi alla colonnina elettrica.Serve un cavo ? Un adattatore ? Help me ! ;Renault;Twizy;neutro;;;;;;;;negativo;;;;
la batcaverna 635csi &co;https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-98;14/10/2007 00:00;drifting-doctor;""" ba che ne dici di questa? l'ho trovata cercando gli style 5...troppo bella secondo me!!! """;sulla sinistra c'è il la classica sigla coperta da dei disegni tu devi copiare questa sigla nella barra a fianco e cliccare su ''scarica il tuo file qui''nella pagina che appare dopo il click sotto appare un count down di attesa per scaricare il file.una volta terminati i secondi di attesa clicchi su scarica il tuo file qui che apoparirà e così parte il download.ora sto uscendo.in caso di problemi sendo via mail se mela dite.5MB sono fattibilissimi. ;BMW;635;neutro;;;;;;;;;;;;
Parliamo di Porsche;https://www.bmwpassion.com/forum/threads/parliamo-di-porsche.36857/;11/11/2005 00:00;996GT3;'Volevo solo comunicarti che lui ha scritto a - 25-00 00 Euro dal listino (meno venticinquemila Euro) ';"Stamattina ho voglia di parlare di Porsche Al di là del costo di acquisto quanto costa in un anno avere una Porsche ? Spesso di è scritto ""tanto"" ""moltissimo avere Cayman o Carrera non cambia""... ecc.Ma tradotto in cifre una Cayman o Carrera nuove ( visto che dicono che costi uguale mantenerle ) che esborso richiedono ogni anno per tagliandi manutenzioni varie ricambi ecc ? E' possibile buttare già qualche cifra ? Sono curioso ";Porsche;;neutro;;;;;;;;;;;neutro;
Renault Clio auto dell'anno 2006;https://www.bmwpassion.com/forum/threads/renault-clio-auto-dellanno-2006.17197/;19/10/2005 00:00;janus;;( ANSA ) - TORINO 13 NOV - La Renault Clio e' l' auto dell' anno 2006. Con 256 punti ha battuto di misura la Vw Passat ( 251 ) . Sul podio anche l'Alfa Romeo 159 ( 212 ) . Nella top ten della 43/a edizione del premio internazionale dell'automobile i 58 giornalisti specializzati europei che compongono la giuria hanno inserito anche la Bmw Serie 3 ( 203 ) la Mazda 5 ( 198 ) il trio Citroen C1/Peugeot 107/Toyota Aygo ( 187 ) la Toyota Yaris ( 143 ) . Per la Renault si tratta della sesta affermazione come Auto dell' Anno. da www.ansa.it Cosa avevo detto ? O Passat o Clio ;Renault;Clio;positivo;positivo;;;;;;;;;;;
Alfa Romeo e le aspettative di vendita;https://www.autopareri.com/forums/topic/27471-alfa-romeo-e-le-aspettative-di-vendita?&page=8#comments;28/02/2008 16:28;nucarote;;Giusto quello il SUV C giusto perchè serve a Fiat per il resto IMHO se fallisce la 940 l'Alfa potrebbe non esistere più o si tornerà alla Tempra. ;Alfa Romeo;;negativo;negativo;;;;;;;;;;;
