Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
Alfa Romeo Giulia Quadrifoglio 2016;https://www.autopareri.com/forums/topic/58587-alfa-romeo-giulia-quadrifoglio-2016?&page=111#comments;26/06/2015 15:30;Matteo B.;;"quoto. però c'è chi faceva notare che in pratica questo potrebbe essere il motore di ""Dino"" ( v6 posteriore ) . il tutto assume un senso come logica industriale. ";Alfa Romeo;Giulia;neutro;;;;neutro;;;neutro;;;;;
la batcaverna 635csi &co;https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-334;02/05/2008 00:00;patone86;"'.....poi andavi al welt ?? lì ce ne sono un paio in più !! /emoticons/happy@2x.png 2x"" width=""20"" height=""20"" /> /emoticons/happy@2x.png 2x"" width=""20"" height=""20"" />'";"Grazie Ale vale lo stesso per me ! /emoticons/wink@2x.png 2x"" width=""20"" height=""20"" /> ";;;positivo;;;;;;;;;;;;
Nuovo arrivo...;https://forum.quattroruote.it/threads/nuovo-arrivo.121934/;27/04/2019 00:00;Wolfox79;;Ho visto che monta il sistema Ibrido della ES300h. Però non si trovano foto della configurazione a 7 posti. ;Lexus;ES;neutro;;neutro;;;;;neutro;;;;;
il V10 della 164 Pro-car;https://www.autopareri.com/forums/topic/2389-il-v10-della-164-pro-car?&page=3#comments;15/07/2008 22:34;Alfitòn 156;;"parecchie temo.... mi piacerebbe sapere che fine ha fatto il prototipo ""alfasud bimotore""... ";Alfa Romeo;;neutro;;;;;;;;;;;;
NUOVA IGNIS;https://forum.quattroruote.it/threads/nuova-ignis.108121/page-29;04/03/2018 00:00;XPrience74;;"Beh... Sospensioni molto rigide... A 200 ( e oltre ) km tutto originale... Che dire: ""Prodotti tosti per gente tosta""... ";Suzuki;Ignis;negativo;;;;negativo;;;;;;;;
Problema Servosterzo... disperato!!!;https://forum.quattroruote.it/threads/problema-servosterzo-disperato.85977/;07/02/2014 00:00;waltercdb;;Prova a controllare il serbatoio dell'olio del servo: dovrebbe trovarsi sotto la batteria o almeno sulla mia 1.9 tdi si trova li.. E' di difficile accesso e io dovevo smontare la batteria. Nel mio caso ( a circa 90.000 km ) si trattava di una perdita di olio che periodicamente dovevo ripristinare. Il risultato era un indurimento progressivo dello sterzo che rendeva l'auto ( quasi ) inguidabile. Risolto sostituendo la scatola dello sterzo con una revisionata. Ora l'auto ne ha 170.000 e nn ha piu' avuto problemi... ;;;negativo;;;;negativo;;;;;;;negativo;
Distribuzione Fire 1.2 60cv euro 4;https://forum.quattroruote.it/threads/distribuzione-fire-1-2-60cv-euro-4.114770/;08/02/2018 00:00;albert56;'La cinghia non ha una scadenza tassativa immediat la casa auto si tiene sempre un margine dalla parte della ragione. Comunque se hai dei dubb sul fire è abbastanza semplice verificarne lo stat non ci devono essere ne crepe ne sfilacciature.';peccato che molte volte cedono prematuramente io non arriverei al limite che danno alcune case ;Fiat;;negativo;;;;negativo;;;;;;;;
tempi di consegna reali suzuki swift 1.0 hybrid s;https://forum.quattroruote.it/threads/tempi-di-consegna-reali-suzuki-swift-1-0-hybrid-s.115774/page-4;13/05/2018 00:00;bico75;;Io l’ho inserita nella trattativa di acquisto e non saprei dirti di preciso. Dal sito ufficiale costa da 275 a salire in base al modello. Puoi inserirla anche successivamente a differenza di altre case ;Suzuki;Swift;positivo;;;;;;;;;;positivo;;
Giulia 136 - 160 - 190 CV - manuale o automatica?;https://forum.quattroruote.it/threads/giulia-136-160-190-cv-manuale-o-automatica.119306/page-2;10/11/2018 00:00;arizona77;'La giulia non vende poc il problema che nel suo segm. La clientela preferisce station wago audi a4 vende di pi ma se consideriamo solo la sedan stiamo si e no sui 100 pezzi al mes molto meno di giulia. Ma qualche buonanima maglionata disse che la station non serviva.';Lui disse che non serviva.... Tu dici che non vende poco....In Italia. Ma nel mondo ? Con quello si fan gli obiettivi ;Alfa Romeo;Giulia;positivo;positivo;;;;;;;;;;;
Ha ancora senso prendere una Q3 ?;https://forum.quattroruote.it/threads/ha-ancora-senso-prendere-una-q3.113742/;12/12/2017 00:00;A-80;;Se sei propenso alla Q3 e sia. Deve piacere a te. Il rischio è che le mani te le mangerei uguale quando uscirà la nuova audi. Tra un anno ;Audi;Q3;negativo;negativo;;;;;;;;;;;
Consiglio professionale;https://forum.quattroruote.it/threads/consiglio-professionale.101026/page-3;27/12/2015 00:00;arizona77;;Lo so me lo ripeti giustamente ad ogni occasione.... Permettimi almeno di dire che non me ne sono mai accorto.... Tranne quella volta.... Ah tra l' altro si accese pure una spia gialla ;;;neutro;;;;;;;;;;;;
RIASSUNTO problemi e guasti  GOLF 7;https://forum.quattroruote.it/threads/riassunto-problemi-e-guasti-golf-7.82219/page-7;07/11/2018 00:00;bergat;;VolksWagen: mai più ( vatti a fidare . . . ) .... di quel concessionario che ti ha fatto il tagliando direi ;Volkswagen;Golf;negativo;;;;;;;;;;;;molto negativo
per 4600 euro di riparazione un favore si poteva fare?;https://www.bmwpassion.com/forum/threads/per-4600-euro-di-riparazione-un-favore-si-poteva-fare.98765/page-4;07/04/2008 00:00;cely;;Ma sono 4600€ ! ! ! cavoli con 1700€ mi riverniciavano l'intera tds ! ;;;negativo;;;;;;;;;;;negativo;negativo
Restyling classe C;https://forum.quattroruote.it/threads/restyling-classe-c.112735/;12/10/2017 00:00;SUBmARine U-14;;https://www.quattroruote.it/news/fo...s_benz_classe_c_foto_spia_restyling_test.html https://www.quattroruote.it/news/fo...rcedes_benz_classe_c_foto_spia_restyling.html ;Mercedes;Classe C;neutro;;;;;;;;;;;;
BMW Serie 1;https://www.autopareri.com/forums/topic/4503-bmw-serie-1?&page=11#comments;25/02/2004 12:21;roberto;;Cosa hanno in comune ? ....... ps Mi scuso con gli appassionati di BMW il mio vuole essere solo un intervento scherzoso... a me piacciono le BMW di Bangle ma questa serie 1.... no.... ;BMW;Serie 1;negativo;positivo;;negativo;;;;;;;;;
Suggerimento Forester - Levorg;https://forum.quattroruote.it/threads/suggerimento-forester-levorg.120501/page-19;01/03/2019 00:00;pi_greco;'N fermi tutti! Io ho scoperto adesso il thread sui consigli amorosi...ora me lo leggo con tutta calma!';prendi una settimana di ferie... ;Subaru;;neutro;;;;;;;;;;;;
Rottura Motore Boxster S 986;http://www.porschemania.it/discus/messages/502415/174223.html?1152009788;30/05/2006 23:50;sinalpha;;Mi spiace molto per l'inconveniente che ti \xe8 capitato e da proprietario di una 986S MY2000 mi sto toccando le p... Il problema \xe8 molto diffuso sulle 996 3.4 fino al MY2000 se cerchi sul relativo forum troverai molte informazioni. Purtroppo se la garanzia non \xe8 pi\xf9 operativa Porsche tende a lavarsene le mani ( anzi ci specula sopra ) specie qui in Italia. Ciao Andrea;Porsche;Boxter;negativo;negativo;;;;;;;;;;negativo;
Foto Scaglietti nera:;https://www.autopareri.com/forums/topic/7520-foto-scaglietti-nera;19/06/2004 14:54;Aymaro;;davvero bellissima...poi con la targa in quella posizione è ancora piu bella davvero notevoli gli interni ;Ferrari;Scaglietti;positivo;;;molto positivo;;;;;;;;;
Volkswagen Golf R 2013;https://www.autopareri.com/forums/topic/52604-volkswagen-golf-r-2013?&page=11#comments;22/10/2014 15:53;TonyH;;I numeri ci sono ( quasi ) sempre stati Anzi la loro forza fa lì. È che spesso finiscono come la Passat che ho recensito. Così perfetta da essere asettica e farti scollegare poco il cervello. Magari con questa R han rimediato ora mi serve solo rimediare un test drive per provarlo in prima persona ;Volkswagen;Golf;negativo;negativo;;;;;;;;;;;
FCA-BMW-Intel-Mobileye: piattaforma comune Guida Autonoma;https://www.autopareri.com/forums/topic/63557-fca-bmw-intel-mobileye-piattaforma-comune-guida-autonoma;16/08/2017 10:42;jeby;;Ecco. Quando leggo ste cose mi viene da riderissimo a pensare che c'è qualcuno che pensa che un certo brand stia sviluppando da solo queste tecnologie e sia all'avanguardia del campo e per questo molto innovativo. ;;;positivo;positivo;;;;;;;;;;;
Chi sono? Mi presento;https://forum.quattroruote.it/threads/chi-sono-mi-presento.13/page-48;24/06/2011 00:00;gianko1982;"seriamo che la commessa del negozio sia ""ni-occa"" ... E seriamo 'seriamo che la commessa del negozio sia ""ni-occa"" '";SERIAMO SERIAMO :lol: :lol: :lol: :lol: sono serissimo io eh ! ;;;neutro;;;;;;;;;;;;
120i e 125i differenze;https://forum.quattroruote.it/threads/120i-e-125i-differenze.114724/;07/02/2018 00:00;PalmerEldrich;;Dipende a quale 120 e 125 nella serie F20: https://it.wikipedia.org/wiki/BMW_F20 Fino ad agosto 2016 i motori erano differenti ( N13 e N20 ) . Da 2016 il motore è il B48 per entrambi i modelli immagino con variazioni dovute alla maggiore cavalleria del 125 ( pistoni ? ) che però non ho potuto individuare ( siti in inglese o tedesco ) . ;BMW;Serie 1;neutro;;;;;;;neutro;;;;;
Ferrari 312B ...su Focus (can. 35)!;https://forum.quattroruote.it/threads/ferrari-312b-su-focus-can-35.116672/;21/05/2018 00:00;KTMBat21;;"Su Focus nuovo canale di cultura generale ( Mediaset ) raggiungibile dal digitale terrestre al programma 35 giovedì 24 p.v. ore 21.15 gli ex piloti Niki Lauda Jacky Ickx Jackie Stewart Gerhard Berger e Damon Hill racconteranno la storia della Ferrari 312B ...evento da NON perdere ! ! n.d.r. Questa volta ho amichevolmente ""anticipato"" il buon pilota54 <img alt=""[?IMG]"" class=""bbCodeImage LbImage"" data-url=""https://www.formulapassion.it/wp-content/uploads/2016/04/Ferrari-312B-Regazzoni-Monza-1970.jpg"" src=""https://www.formulapassion.it/wp-content/uploads/2016/04/Ferrari-312B-Regazzoni-Monza-1970.jpg""/>";Ferrari;;positivo;positivo;;;;;;;;;;;
Alfa Romeo Giulia 2016;https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=1087#comments;15/12/2016 13:24;RiRino;;Si su alcune versioni cambiano un pò i regimi di potenza massima questione di mappatura rapportature erogazione che si vuol dare in base al tipo di auto credo. Sul ser3 sia sulla 320 che 330 il regime di potenza massimo è a 6500. ;Alfa Romeo;Giulia;neutro;;;;;neutro;;neutro;;;;;
Online il sito dell'ecobonus per auto elettriche;https://www.forumelettrico.it/forum/online-il-sito-dell-ecobonus-t4943-70.html?sid=053f872f8b7b19de0856815c966834f2&sid=053f872f8b7b19de0856815c966834f2;02/04/2019 14:04;Anlagi;;qualche giorno fa qualcuno ha detto che Nissan era partita a immatricolare.A qualcuno risulta ? ;Nissan;;neutro;neutro;;;;;;;;;;;
La leon prosegue nel trainare la Seat +23% a luglio;https://forum.quattroruote.it/threads/la-leon-prosegue-nel-trainare-la-seat-23-a-luglio.89919/;05/11/2014 00:00;FabrizioSimonetti;;Ma ? io sono possessore di una Leon SC TDI ed e' da quando ho superato i 20.000 km che la macchina e' un sonaiolo. Rumori provenienti dalle portiere dal bagagliaio e cigolii dalle plastiche del cruscotto secondo me la Leon costa meno della Golf perché' vale meno e purtroppo queste scelte economiche non si evidenziano dal concessionario ma solo dopo averla acquistata. Per me Seat ha scelto una strada rischiosa... io ancora non sono riuscito ad eliminare i rumori nonostante la garanzia e la possibilità' di rivolgermi a più' di un concessionario ufficiale e temo di non riuscire a risolverli mai perché' ho l'impressione che sia generati dalla scarsa qualità' dedicata all'assemblaggio. Un saluto a tutti ! ;Seat;Leon;negativo;negativo;negativo;;;;;;;;;negativo;neutro
Urban Cruiser;https://forum.quattroruote.it/threads/urban-cruiser.18101/;02/12/2009 00:00;nicolamarines70;;Premetto che sono orgogliosissimo proprietario di una Yaris NAVI d-4d del 2008. Da sempre sono convinto sostenitore della Toyota tanto è vero che appena le finanze me lo hanno permesso ho acquistato la Toyota migliore che potevo permettermi e in due anni non mi sono pentito nemmeno per un nanosecondo dell'acquisto: è semplicemente una macchina eccezionale sotto ogni aspetto anche dal punto di vista della sicurezza: nessun difetto neanche minimo in due anni. Ora mi chiedo: com'è che sul forum toyota non si discute affatto di questo PENOSO risultato ? : http://www.euroncap.com/results/toyota/urban_cruiser/2009/391.aspx Aiutatemi a capire: perchè non se ne parla ? E chi l'ha acquistata che dice ? Io non mi sentirei un granchè contento... Saluti ;Toyota;Yaris;positivo;molto positivo;;;;;;;;;;;
1.6 120 cv: perché non renderlo disponibile;https://www.autopareri.com/forums/topic/21994-16-120-cv-perch%C3%A9-non-renderlo-disponibile?&page=10#comments;18/02/2007 16:08;DESMO16;;OT: anche il mio Ducati Paso 750 con carburatori doppio corpo e nuovo scarico in acciaio ogni tanto sparava quando si passò dalla benzina rossa alla 95 specialmente d'inverno faceva di quelle fiammate da paura ( una volta terrorizzai uno scooterista dietro di me :D ) ...in ogni caso questi doppio corpo erano fenomenali e sulla mia moto in modo particolare in ripresa le VFR mi stavano dietro ..ancora la rimpiango ;Ducati;;positivo;;;;positivo;;;;;;;;
Fiat 500L 2012;https://www.autopareri.com/forums/topic/46153-fiat-500l-2012?&page=170#comments;04/01/2013 16:32;accul;;gli spot per gli United States li avete visti' ;Fiat;500L;neutro;;;;;;;;;;;;
Prova Alfa Romeo 4C;https://www.autopareri.com/forums/topic/52958-prova-alfa-romeo-4c?&page=47#comments;18/12/2013 13:44;stev66;;Different wheels ? ;Alfa Romeo;4C;neutro;;;;;;;;;;;;
Jaguar XF;https://www.bmwpassion.com/forum/threads/jaguar-xf.32563/;38771;BMW Rulez;'anche se mi sembra una corean mi piace molto di più!';Sostituirà la S-Type ;Jaguar;XF;positivo;positivo;;;;;;;;;;;
Ypsilon non regge il confronto;https://www.autopareri.com/forums/topic/12979-ypsilon-non-regge-il-confronto?&page=8#comments;11/05/2005 09:51;talos44;;aggiungo che la Ypsilon mi piace veramente tanto ma capisco quei ragazzi che nn la apprezzano per via dell'impostazione più votata al comfort e per la notevole altezza ( in effetti sembra un bel confettino - ) ) e ribadisco come si fa a paragonare auto con un così ampio divario di prezzo ? ! ? ? ;Lancia;Ypsilon;negativo;;;neutro;;;;;;;;;
vista la brera!!!;https://www.bmwpassion.com/forum/threads/vista-la-brera.17957/page-21;12/12/2004 00:00;Twin Spark;996 ha scritto: O vedo che tutti concordano. Per ho letto su evo una prova tra golf e 130...di poco prevale la r32. Ma la 130 è più godibile. Si torna sempre là: al di la della potenz bisogna spalmare tutti i cv a terra...... magie della trazione integrale...perchè sappiamo bene tutti che il 3.0 bmw va molto + del 3.2 vw... poi quando diko ke la ti è superiore alla tp venite a dirmi male ... b guarda non so cosa dicano gli altr ma io in casa ho la 120d con modulo e una imprez quella di qualche anno fa con 218 cv......... ben ti posso assicurare che con la 12d mi diverto molto di più che con l'imprez proprio per via della trazione. poi c'è sempre la domanda..... ma allora perchè le supersportive sono quasi tutte tp con rare eccezioni ?? ' 996 ha scritto: O vedo che tutti concordano. Per ho letto su evo una prova tra golf e 130...di poco prevale la r32. Ma la 130 è più godibile. Si torna sempre là: al di la della potenz bisogna spalmare tutti i cv a terra...... magie della trazione integrale...perchè sappiamo bene tutti che il 3.0 bmw va molto + del 3.2 vw... poi quando diko ke la ti è superiore alla tp venite a dirmi male 'O vedo che tutti concordano. Per ho letto su evo una prova tra golf e 130...di poco prevale la r32. Ma la 130 è più godibile. Si torna sempre là: al di la della potenz bisogna spalmare tutti i cv a terra...';A me piace più il davanti invece... lo trovo molto ben riuscito. ;Alfa Romeo;Brera;positivo;;;positivo;;;;;;;;;
Nuovo audista;https://forum.quattroruote.it/threads/nuovo-audista.109127/page-2;06/03/2017 00:00;4ruotelover;;Ciao Zeus era da tempo che non ti si leggeva sul forum. Io ero rimasto se non vado errato al 330d che per me è già tanta roba. Questa RS4 è spaziale per cui tanti complimenti. Ho avuto modo di vederla sfrecciare qualche volta in territorio tedesco ed è un gran bel sentire ! ;Audi;RS4;positivo;;;;;;;positivo;;;;;
Forester 2.0i 150cv my 2019 (EU);https://forum.quattroruote.it/threads/forester-2-0i-150cv-my-2019-eu.121720/page-8;20/04/2019 00:00;Ax-80;'Si ma la seduta cede in base a quanto ci stai seduto';E a quanto pesi... ;Subaru;Forester;neutro;;;;;;;;;;;;
Ticchettio punterie Toyota Aygo 1.0 2006;https://forum.quattroruote.it/threads/ticchettio-punterie-toyota-aygo-1-0-2006.119357/;15/11/2018 00:00;Jazzaro;;Correttamente cosa vuol dire ? Ogni 15000km oppure ogni anno ? Sì giusto ha punterie idrauliche. Tentare con un flush per sturare la punteria nell'ipotesi che il condotto che la alimenta sia tappato da una morchia ? ;Toyota;Aygo;neutro;;;;neutro;;;;;;;neutro;
sempre più gonfia...monovolume mini;https://forum.quattroruote.it/threads/sempre-pi%C3%B9-gonfia-monovolume-mini.37954/;22/10/2010 00:00;alexmed;;"<img alt=""[?IMG]"" class=""bbCodeImage LbImage"" data-url=""http://static.blogo.it/autoblog/nuova_mini_clubman.jpg"" src=""http://static.blogo.it/autoblog/nuova_mini_clubman.jpg""/>";Mini;;neutro;;;;;;;;;;;;
348TS riverniciata e ritapezzata dentro ... e' una sola ?;https://www.autopareri.com/forums/topic/58239-348ts-riverniciata-e-ritapezzata-dentro-e-una-sola?&page=2#comments;04/05/2015 08:18;TurboGimmo;;Ti tocca tornare all'ovile un bel Coupé prima che i prezzi esplodano. Poi ci vediamo a Spa. A parte gli scherzi in Italia magari qualcosa causa superbollo la trovi. Due anni fa dalle mie parti c'era in vendita una 550 Maranzello a 40k euro. Però immagino che un V12 abbia costi molto forse troppo elevati in relazione ai 40mila euro iniziali. ;Ferrari;;negativo;;;;;;;;;;;;
Vip che possiedono una Thesis (che sono a conoscenza);https://www.autopareri.com/forums/topic/1205-vip-che-possiedono-una-thesis-che-sono-a-conoscenza;20/07/2003 06:52;defiant;;Buffon e Lippi.. ma da Juventini è facile.. ;Lancia;Thesis;positivo;positivo;;;;;;;;;;;
Consiglio acquisto Cayman ;http://www.porschemania.it/discus/messages/502416/799717.html?1484467793;30/12/2016 14:41;peppuccio71;;Guarda questa http://m.autoscout24.it/offerta/porsche-cayman-27-benzina-blu-azzurro-293642381;Porsche;Cayman;positivo;;;;;;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-152;25/09/2012 00:00;BelliCapelli3;'Secondo me è uno dei tanti tasselli che mi inducono a ritenere che 2 anni fa Alfa nella testa del AD era un marchio morto e sepolto che poteva diventare utile solo per una potenziale vendita. La mossa del ricorso serviva a prendere tempo. Ed infatt dopo quasi 2 anni siamo qui ad aspettare qualche novità di prodotto preferibilmente (per me) di cessione.';"Secondo me l'annuncio e la presentazione immediata del ricorso sono stati una mossa sterile fin dall'inizio e funzionale ad un problema di immagine: i media infatti hanno tutti pubblicato la notizia e tutti oggi sanno che la Fiat indignata ha presentato ricorso. Quanto basta per la faccia. Poi qualche consulente ha spiegato a Marchionne che con il valore storico ( ed anche economico ) ivi conservato vincerlo non é così facile e che un rigetto sarebbe uno schiaffone in pubblico e quindi gli ha suggerito di lasciarlo lì nel limbo mediante quello che sembra un errore procedurale. Forse a Marchionne era chiaro fin da subito ( lo voglio dipingere avveduto ) . Quel che conta é che sia debitamente circolata la velina che dice che ""Fiat non ci sta"". Ed infatti dello strano esito della faccenda di questo apparente errore procedurale nessuno ha scritto niente e nessuno la farà a meno che non ci siano dei termini che possano scadere e dar così improvvisamente luogo ad un interessante schiaffone a tavolino: allora sì lo si scriverebbe specie ora che é tutto un volar di schiaffoni. Diversamente é una notizia troppo pallosa e tecnica difficile da spiegare. Le veline non partono per cose così fumose. Infatti non lo sa nessuno tranne noi tre rompikojoni che fra un po' ci gambizzano sotto casa come ai bei vecchi tempi. Ciao Sergioooooo ";Alfa Romeo;;negativo;negativo;;;;;;;;;;;
Audi A3 Sportback tfsi 150cv o Golf gti Performance ?;https://forum.quattroruote.it/threads/audi-a3-sportback-tfsi-150cv-o-golf-gti-performance.120080/page-4;09/01/2019 00:00;ilChiccoShow;'Però dopo 4 anni non scricchiolano e non hanno difett sulla passat invece ci volevano otoprotettori';Li ho definiti tristi ( anche ergonomicamente ) non mal fatti... ;;;negativo;;;;;;;;;;;;
strano cigolio lato sinistro posteriore;https://forum.quattroruote.it/threads/strano-cigolio-lato-sinistro-posteriore.91472/;17/10/2014 00:00;Mikifrasci;;Un altro indizio. Quando prendo velocità e il manto stradale non è regolare si sente questo cigolio. Mi da l'impressione di qualcosa che faccia resistenza al vento e si muova quando la macchina di muove troppo a sua volta. Ho controllato se ci sono delle fenditure nei cerchi delle ruote ma niente... ;;;negativo;;;;negativo;;;;;;;negativo;
PSA Renault e Hyundai interessate a Volvo;https://www.bmwpassion.com/forum/threads/psa-renault-e-hyundai-interessate-a-volvo.45423/;07/12/2006 00:00;Jacky;'di mazda6 ce ne sono abbastanz e per assurdo ci sono più demio che mazda mx-5 la solita brancata selvaggia e abbastanza mazda ottimo monovolume... un paio di rx- che alla fine mi intrippa sempre... io ricordo il mitico mx-3 con il 1.8 v6 da 135cv (quello strapazzato in fast end furio tutto verde e nero)';Questi 3 gruppi hanno avanzato proposte d'acquisto alla Ford per la Volvo.Interessante pure il fatto che fin'ora per Jaguar e Land Rover siano arrivate proposte solo dai Cinesi e dalla Celebrus ( la sanguisuga che ha in mano la Chrysler ) IMHO la Volvo torna in mano ai francesi della Renault ( partner storico ) ;Volvo;;negativo;negativo;;;;;;;;;;;
Mi serve un vostro parere..acquisto cerchi audi;https://forum.quattroruote.it/threads/mi-serve-un-vostro-parere-acquisto-cerchi-audi.121235/;13/02/2019 00:00;Aksis;;Se pieghi o graffi un cerchio la garanzia puoi usarla per soffiarti il naso. Purtroppo è così quando compri i cerchi originali dopo l'ordine o come ricambi costano molto di più. Su Ebay ci sono troppe cinesate che all'apparenza sono tutte garantite e di qualità ma all'atto pratico si rivelano per quello che hai speso già non è difficile piegare i cerchi originali figurati questi. Poi parliamo di sicurezza non di cambiare i tappi dei cerchi ;Audi;;negativo;;;;;;;;;;;;
SantaFè o X-Trail?;https://www.bmwpassion.com/forum/threads/santaf%C3%A8-o-x-trail.29452/;11/06/2005 00:00;PuccioE39;;Mio padre vuole cambiare la Tata Safari perchè non lo soddisfa molto e ci credo 2 2 Tonnellate mosse da 87cv ! ! ! ! Io visto quanto ci vuole spendere sarei indirizzato su queste due. Lui la vuole usata e da spenderci circa 12.000€ se poi si stà sotto meglio ! ! ! Sinceramente ho visto che la SantaFè ha pure un motore più piccolo che però è bello pompato ed a lui andrebbe meglio visto che cercava un 2000. Tra le due secondo voi qual'è la meglio ? :wink: ;Hyundai;Santa Fe;positivo;;;;;;;positivo;;;;;
Kia Sportage - Ordini e tempi di consegna;https://www.autopareri.com/forums/topic/41594-kia-sportage-ordini-e-tempi-di-consegna?&page=59#comments;21/03/2011 11:31;ossigenoterapia;;Peccato che molto probabilmente la mia non arriverà nemmeno a maggio... Ormai me la sto mettendo via per il bollo... ;Kia;Sportage;negativo;;;;;;;;;;;;
Serie 5 X3: che mi dite?;https://forum.quattroruote.it/threads/serie-5-x3-che-mi-dite.116831/page-5;06/06/2018 00:00;paulein118;;Penso sia come la A4 aziendale che ho preso per farmi un viaggio ad Anagni 600 km di morbidezza silenziosa patatona ma giù dai Giovi sembrava una corriera ;Audi;A4;positivo;;;;;;;;;;;;
