Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
BMW X2 2018,https://www.autopareri.com/forums/topic/63938-bmw-x2-2018?&page=19#comments,2018-09-07 13:47:55,4200blu,,..la strada dove hanno scattato i foto sembra molto bella 😋 ,,,,,,,,,,,,,,
File mp3 e cavo iPhone/iPod su Cay Turbo con PCM2,http://www.porschemania.it/discus/messages/22971/508993.html?1329925946,2010-05-18 03:20:00,lord_brummel,,oddio pensavo peggio.....sui 300 ci si potebbe stare.,,,,,,,,,,,,,,
[Brillance] Risolti i crash test fallimentari della BS6!,https://www.bmwpassion.com/forum/threads/brillance-risolti-i-crash-test-fallimentari-della-bs6.49229/page-2,2007-04-01 00:00:00,turbotisio,'be dal momento che il 70% di ciò che abbiamo intorno a noi è Made in china....bisognerebbe: 1 - attaccare la Cina 2 - trasferirsi su marte. 3 - metterli tutti a pedalare su biciclette attaccata a delle dinamo così che producono energia pulita tanto si accontentano di poco: una ciotola di riso e via ',io poto per la 1 e poi perchè non trasferirci anche in corea del nord giusto per fare un pò di casino ? ,,,,,,,,,,,,,,
alfa GT,https://www.bmwpassion.com/forum/threads/alfa-gt.35433/page-3,2004-11-24 00:00:00,dot.miglio,' eh be te la sei tirata addosso eh. ',eh beh te la sei tirata addosso eh. ,,,,,,,,,,,,,,
Scénic XMod - Topic Ufficiale,https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-174,2010-10-14 00:00:00,stefanoiuliano,"Umberto4650 ha scritto: clory72 ha scritto: QUALCUNO HA GIà PAGATO LA TASSA? PER CHI L'HA IMMATRICOLATA AD OTTOBRE BISOGNA PAGARLA ADESSO?... Il primo bollo deve essere pagato entro il mese solare di immatricolazione. Se però questa è avvenuta negli ultimi dieci giorni del mes per pagare c?è tempo fino all?ultimo giorno del mese successivo. Se l?ultimo giorno del mese cade il giorno festivo o di sabat la scadenza è spostata al primo giorno feriale successivo. Queste regole sono valide su tutto il territorio nazionale. A partire dai veicoli immatricolati dal 1° gennaio 200 tuttavi in Lombardia e in Piemonte valgono regole diverse: il termine per effettuare il primo pagamento è stabilito in ogni caso fino all?ultimo giorno del mese successivo a quello di immatricolazione (e quindi anche per i veicoli immatricolati nei primi giorni del mese). Inoltr il residente in una di queste Region è obbligato a pagare sempre per 12 mes anche all?atto dell?immatricolazion a differenza di quanto previsto nelle altre Regioni. La data di immatricolazione si rileva dalla carta di circolazione in mancanz dal foglio di via rilasciato dagli uffici della Motorizzazione civile. Spero sia chiaro. Ciao ed auguri per la nuova auto.... Aggiung se mi è permess che per il primo bollo auto nuova: non può essere eseguito indicando una scadenza qualsias ma va effettuato fino a un mese di scadenza predefinito per legge in base a tre elementi: categori potenza e data di immatricolazione del veicolo. In particolare per le nostre xmod: fino alla scadenza di april agosto o dicembre versando nel contempo fra un minimo di 9 e un massimo di 12 mesi. ( http://www.agenziaentrate.gov.it/wps/wcm/connect/Nsilib/Nsi/Servizi/Bollo+auto/Pagamento+del+bollo+auto+2010/#13 ) Quindi se immatricoliamo la nostra vettura in questo mese di Ottobr dovremmo pagare 10 mesi di bollo fino alla scadenza di Agosto...o sbaglio?... Corretto. Io ho ritirato la mia Megane berlina lo scorso ann nella prima settimana di ottobr ed ho pagato il bollo fino ad agost con l'obbligo di rinnovo durante il mese di settembre. Il primo bollo per sicurezza conviene farlo in una delegazione AC che può verificare che tutti i dati dell'immatricolazione siano corretti. "" Umberto4650 ha scritto: clory72 ha scritto: QUALCUNO HA GIà PAGATO LA TASSA? PER CHI L'HA IMMATRICOLATA AD OTTOBRE BISOGNA PAGARLA ADESSO?... Il primo bollo deve essere pagato entro il mese solare di immatricolazione. Se però questa è avvenuta negli ultimi dieci giorni del mes per pagare c?è tempo fino all?ultimo giorno del mese successivo. Se l?ultimo giorno del mese cade il giorno festivo o di sabat la scadenza è spostata al primo giorno feriale successivo. Queste regole sono valide su tutto il territorio nazionale. A partire dai veicoli immatricolati dal 1° gennaio 200 tuttavi in Lombardia e in Piemonte valgono regole diverse: il termine per effettuare il primo pagamento è stabilito in ogni caso fino all?ultimo giorno del mese successivo a quello di immatricolazione (e quindi anche per i veicoli immatricolati nei primi giorni del mese). Inoltr il residente in una di queste Region è obbligato a pagare sempre per 12 mes anche all?atto dell?immatricolazion a differenza di quanto previsto nelle altre Regioni. La data di immatricolazione si rileva dalla carta di circolazione in mancanz dal foglio di via rilasciato dagli uffici della Motorizzazione civile. Spero sia chiaro. Ciao ed auguri per la nuova auto.... Aggiung se mi è permess che per il primo bollo auto nuova: non può essere eseguito indicando una scadenza qualsias ma va effettuato fino a un mese di scadenza predefinito per legge in base a tre elementi: categori potenza e data di immatricolazione del veicolo. In particolare per le nostre xmod: fino alla scadenza di april agosto o dicembre versando nel contempo fra un minimo di 9 e un massimo di 12 mesi. ( http://www.agenziaentrate.gov.it/wps/wcm/connect/Nsilib/Nsi/Servizi/Bollo+auto/Pagamento+del+bollo+auto+2010/#13 ) Quindi se immatricoliamo la nostra vettura in questo mese di Ottobr dovremmo pagare 10 mesi di bollo fino alla scadenza di Agosto...o sbaglio? "" clory72 ha scritto: QUALCUNO HA GIà PAGATO LA TASSA? PER CHI L'HA IMMATRICOLATA AD OTTOBRE BISOGNA PAGARLA ADESSO?... Il primo bollo deve essere pagato entro il mese solare di immatricolazione. Se però questa è avvenuta negli ultimi dieci giorni del mes per pagare c?è tempo fino all?ultimo giorno del mese successivo. Se l?ultimo giorno del mese cade il giorno festivo o di sabat la scadenza è spostata al primo giorno feriale successivo. Queste regole sono valide su tutto il territorio nazionale. A partire dai veicoli immatricolati dal 1° gennaio 200 tuttavi in Lombardia e in Piemonte valgono regole diverse: il termine per effettuare il primo pagamento è stabilito in ogni caso fino all?ultimo giorno del mese successivo a quello di immatricolazione (e quindi anche per i veicoli immatricolati nei primi giorni del mese). Inoltr il residente in una di queste Region è obbligato a pagare sempre per 12 mes anche all?atto dell?immatricolazion a differenza di quanto previsto nelle altre Regioni. La data di immatricolazione si rileva dalla carta di circolazione in mancanz dal foglio di via rilasciato dagli uffici della Motorizzazione civile. Spero sia chiaro. Ciao ed auguri per la nuova auto. ""QUALCUNO HA GIà PAGATO LA TASSA? PER CHI L'HA IMMATRICOLATA AD OTTOBRE BISOGNA PAGARLA ADESSO?""",Scusate l'ignoranza... a quanto ammonta il bollo annuo circa per la xmod 1.5 dci 110cv ? ,,,,,,,,,,,,,,
Passare da x1 vecchia a nuova F48,https://forum.quattroruote.it/threads/passare-da-x1-vecchia-a-nuova-f48.113865/page-2,2018-01-08 00:00:00,U2511,'Beh sicuramente non è una BMW da 80K. Non posso permettermela così come non posso permettermi un Patek Philippe . Tuttavia posso permettermi il Perpetual che resta sempre un grande orologio anche se non è un Daytona o un PF 5960. Credo che U2511 abbia colto in pieno quello che volevo dire e difatti lui si che ha argomentato correttamente. No offense to you.',"Innanzitutto grazie per aver compreso lo spirito con cui ho condiviso le mie idee. Dopo di che spazziamo subito via la questione ""spesa"": lungi da me anche il solo pensare di permettermi di criticare come uno spende i suoi sudati soldi. Tieni conto tanto per parlare che pur desiderando molto ordinarle nuove e su misura da anni le prendo usate fresche per mettere d'accordo la soddisfazione di avere ( grosso modo ) l'auto che desidero con le risorse disponibili. Dico ""grossomodo"" perché nel campo dell'usato devi ""accontentarti"" di quello che trovi. In compenso cerco di tenerle sempre bene e con cura ( banalizzando non ho problemi a mettere su le gomme che voglio io cambiandole anche prima del tempo se non mi soddisfano appieno perché non ho il problema di ""prendo le gomme o pago la rata ? "" ) . Forse ora potrò togliermi uno sfizio ( sto configurandomi una X3 nuova ... senza esagerare ma nemmeno povera con il 4 cilindri a benzina che preferisco sono arrivato a 55.000 euro al netto dello sconto stimato ... mamma mia che botta ! ) Torniamo alla questione che avevo lasciato in sospeso nel post precedente. Ho recuperato un po' di dati purtroppo incompleti. Parliamo di cambio corsia sul bagnato X1 E84 ( 12/2009 xDrive motorizzazione 20d 177cv ) 103 km/h X1 F48 ( 01/2016 ""xDrive"" 20d 190 cv ) 89 km/h Gommatura ( Pirelli P7 su entrambe ) decisamente a favore della F48 su questa prova specifica in quanto uguale ant e post ( 225/50/18"" ) : la vecchia X1 montava le differenziate 225/45/18"" ant e 255/40/18"" post che sono ottime per la pista ( notevole trazione in uscita curva ) ma che tendono a innervosire l'auto nelle prove su asfalto scivoloso. Inoltre particolare da non poco conto la F48 del test montava le sospensioni a controllo elettronico. A me sono cadute le balle. Tu legittimamente mi dirai che salendo su queste auto non hai alcun interesse a limare i cordoli e quindi ti basta e avanza il comportamento che hai riscontrato sulla tua nuova F48. Comprendo perfettamente però a questo punto noto che la famosa Tucson che ho preso ad esempio di paragone ( 09/2015 ) in una banalissima versione TA ( il 1.7 da 116 cv ) con pneumatici più turistici da 225/60/17"" ( ma forse migliori dei P7 erano dei Continental PC5 ) nello stessa identica prova di cambio corsia sul bagnato mi stampa 94 km/h. Poi per completezza e correttezza va anche detto che nelle altre due prove la F48 si prende la rivincita ( 180 su 160 nel cambio di corsia in rettilineo e 102 - 97 nel cambio in curva asciutta ) . Non so quanto incida la trazione 4wd vs 2wd: secondo me pesa qualcosa così come pesa la differenza tra l'on demand della F48 e la permanente della E84 ( l'89 - 103 mi pare bruciante per una Bmw ) . Azzarderei che il cambio di corsia sul bagnato richieda tempi non ben gestibili da un sistema on demand come quello della F48 mentre esalti i pregi di un sistema permanente come l'xDrive dalla E84 Mi scuso del lungo pippone su questi pochi dati ma se guardo alla dinamica di guida ( che era una delle considerazioni sottointese dall'OP ) io personalmente qualche domanda me la faccio in rapporto al prezzo richiesto ( e forse non sono l'unico visto la scontistica attualmente proposta su X1 ) . Se poi mi dici ""esteticamente mi piace di più la X1 che è anche più curata della Tucson"" ci sta tutto e concordo assolutamente su entrambi i punti. P.S. Apro una piccola parentesi su uno dei motivi per cui secondo me queste auto vanno prese 4wd. Test della serie 3 E91 320d Touring 12/2008 pneumatici con la stessa sezione e spalla di quelli montati sulla X1 E84 ma su cerchio 17"" ( Bridgestone RE050 ) cambio corsia sul bagnato 90 km/h contro i 103 km/h della X1 xDrive ... figuriamoci alzando il baricentro ( la E84 era meccanicamente in tutto e per tutto una E91 rialzata l'ho provata su un ex tracciato da cronoscalata in versione TP ... smusava parecchio rispetto alla xDrive costringendomi a notevoli correzioni ) ",,,,,,,,,,,,,,
159 2.2 jts su automobilismo,https://www.autopareri.com/forums/topic/14769-159-22-jts-su-automobilismo?&page=13#comments,2005-08-13 01:48:25,fuzz77,,quanto pesa la 159 in prova ? ..inoltre potresti dirci i tempi in ripresa ( quelli più significativi ) la frenata e i consumi....a dimenticavo ! ! ...la temperatura esterna ! ! grazie ,,,,,,,,,,,,,,
500: infine l'ho presa,https://www.autopareri.com/forums/topic/24156-500-infine-lho-presa?&page=15#comments,2007-07-10 18:35:57,Pietro84,,Bravo Rega ! alla fine è giusto così con un'auto personalizzabile come la 5oo è un DIRITTO ottenerla esattamente come si vuole ! complimenti ,,,,,,,,,,,,,,
Mazda3 2.0 120 cv,https://forum.quattroruote.it/threads/mazda3-2-0-120-cv.85829/page-2,2014-03-31 00:00:00,Maurizio XP,,se guardi sui forum dei possessori vedrai che consuma poco certo non tirandolo. se vuoi più brio c'è il 1.4 TSI 122cv che consuma poco e va molto bene. ,,,,,,,,,,,,,,
decadenza best 4 e tagliandi,https://www.bmwpassion.com/forum/threads/decadenza-best-4-e-tagliandi.167543/,2008-04-13 00:00:00,il_Conte,,Salve. Vorrei chiarire una questione. Se io ho un'auto che ha la garanzia bmw di 2+2 anni e porto la macchina a fare i tagliandi dal mio meccanico perdo la garanzia ? Il rivenditore bmw mi ha detto che se il mio meccanico fa una fattura precisa sulla quale scrive il numero di codice dei pezzi di ricambio che devono per forza essere originali bmw la garanzia non decade. Invece il mio meccanico mi ha detto che così facendo perdo i due anni di estensione. A chi devo credere ? ,,,,,,,,,,,,,,
Motori FGA vs concorrenza,https://www.autopareri.com/forums/topic/39557-motori-fga-vs-concorrenza?&page=6#comments,2010-08-31 23:17:39,margravio,,Beh quello no ma ora siamo nel 2010 ed è ancora venduto... non euro2 ,,,,,,,,,,,,,,
Audi TT...,https://www.bmwpassion.com/forum/threads/audi-tt.11502/,2004-06-20 00:00:00,Raoul,"""L'audi TT è una bella macchina esteticament anche dentro l'abitacolo è fatta ben il motore spinge bene... poi però quando parti ti accorgi che tira dalla parte sbagliata!! Quindi ragazzi possiamo affermare tranquillamente che l'Audi TT è come un Viados... gran figone poi quando arriva il bello gli tiri giù le mutande e ti accorgi che ha il manganello... """,L'audi TT è una bella macchina esteticamente anche dentro l'abitacolo è fatta bene il motore spinge bene... poi però quando parti ti accorgi che tira dalla parte sbagliata ! ! Quindi ragazzi possiamo affermare tranquillamente che l'Audi TT è come un Viados... gran figone poi quando arriva il bello gli tiri giù le mutande e ti accorgi che ha il manganello... ,,,,,,,,,,,,,,
Volkswagen Polo (Topic Ufficiale - 2009),https://www.autopareri.com/forums/topic/32765-volkswagen-polo-topic-ufficiale-2009?&page=36#comments,2011-01-07 01:57:05,J-Gian,,Le prestazioni numeriche credo siano molto simili perché nonostante la cilindrata inferiore la nuova Polo sembra ( curiosamente ! ) un po' più leggera e meglio curata dal punto di vista aerodinamico.Per contro può essere che ricorra ad una rapportatura leggermente più lunga e penalizzante negli scatti e riprese idem dicasi per l'omologazione €5 che con ogni probabilità rende un po' meno reattivo il motore. In ogni caso per capire effettivamente come va' aldilà dei numeri l'unica secondo me è aver modo di provarla per capire esattamente come si comporta... Io penso che già il fatto stesso che la nuova sia più confortevole e silenziosa la faccia sembrare ( come sensazione ) più lenta di quello che in realtà è... ,,,,,,,,,,,,,,
MONDO ABARTH e versioni speciali,https://forum.quattroruote.it/threads/mondo-abarth-e-versioni-speciali.81775/page-6,2017-01-22 00:00:00,pilota54,,"Un test ""alternativo"" della 124 Abarth per verificarne la possibilità di utilizzo quotidiano. Simpatico e carino. ",,,,,,,,,,,,,,
domande per renault_it,https://forum.quattroruote.it/threads/domande-per-renault_it.4781/page-15,2009-08-27 00:00:00,ercules7676,,che ferie lunghe fa la renault... si vede che non ha bisogno di vendere/assistere/informare.. beata lei ,,,,,,,,,,,,,,
156 vs 75,https://www.autopareri.com/forums/topic/25573-156-vs-75?&page=6#comments,2007-10-24 07:23:50,il FUSI,,Basta mettere il cambio o il solo differenziale di una turbo ( la 2.5 sconta il fatto di non avere l'autobloccante ) . ,,,,,,,,,,,,,,
Audi a4 2007,https://www.bmwpassion.com/forum/threads/audi-a4-2007.31902/page-7,2004-07-13 00:00:00,Vegeta330,,Dio mio ma che è la sagra dei luoghi comuni o delle leggende metropolitane ? Oggettivamente parlando: Audi. Dire che son fatte male è una bestemmia.C'è tecnologia anche nelle Audi solo viene utlizzata per scopi diversi rispetto a BMW.Audi da l'impressione di investire molto sulla facilità d'uso e la praticità più che su una tecnologia mirata alla prestazione o al piacere di guida.Sono diverse perchè pensate per un uso diverso.E' sbagliato comprare un'Audi con l'ottica della BMW è sbagliato comprare una BMW in ottica Audi.Per il cliente Audi uno sterzo duro è uno sterzo non morbido per il cliente BMW è uno sterzo più comunicativo.4x4 vs TP: è questione di gusti non ne verremo mai a capo. Quando sento dire però che un 4x4 può fare cose che la TP si sogna bisogna specificare. Trazione su fondi a scarsa aderenza ? Prestazione pura ? Piacere di guida ? Volvo e Saab: la prima a mio avviso fa belle macchine. Non divertenti ma se è per questo neanche Mercedes o Audi lo sono. Non mi sentirei di critocare uno che compra una V70 mentre scoppierei a ridere di fronte al proprietario di R8.Le Saab oggi sono ridicole. Una volta erano macchine coi controcoglioni parlo fine '70 e anni '80. In quel periodo erano l'unica alternativa a BMW le Mercedes e le Audi lottavano per passare da 50CV a 60CV in quegli anni forse molti hanno la memoria corta. Ho avuto una 900 Turbo Coupè ( quella su pianale Vectra/Calibra ) contemporaneamente all'E36 per tante cose era pari a BMW se non meglio per altri aspetti invece non c'eravamo proprio. A qualsiasi A4 non Rs4 gli giravo intorno guidando con una mano sola ah ah ! ,,,,,,,,,,,,,,
[Delta] Ordini e tempi di consegna,https://www.autopareri.com/forums/topic/32587-delta-ordini-e-tempi-di-consegna?&page=44#comments,2009-10-08 15:45:54,Prestige,,forse ci sono problemi in motorizzazione ? di certo due settimane sono un'enormità ,,,,,,,,,,,,,,
Sistema ibrido e super caldo,https://forum.quattroruote.it/threads/sistema-ibrido-e-super-caldo.111704/page-2,2017-08-24 00:00:00,dlwdeb,'..e fai mal credimi...',intendevo quello che già ho che mi ha portato a 300000 km in 12 anni senza problemi e mi fa ancora 19.3km/l tra due pieni senza troppe attenzioni al risparmio quando guido ,,,,,,,,,,,,,,
voglio vedere una 507...........,https://www.bmwpassion.com/forum/threads/voglio-vedere-una-507.97511/,2004-03-25 00:00:00,batmobile,'Vai con la Batmobile?',.uffffffffff.........voglio vedere una 507.........ma dove ? ? ? ? ? ? ,,,,,,,,,,,,,,
Brabus SLR McLaren,https://www.bmwpassion.com/forum/threads/brabus-slr-mclaren.10024/,2003-05-23 00:00:00,El Nino,'che è quella che stava cercando di vendere alinghi? ',,,,,,,,,,,,,,,
Cayenne Vs Macan,http://www.porschemania.it/discus/messages/22971/762885.html?1553021949,2017-03-28 16:14:00,mrsmith,,Scusate eh si ogni tanto sbuco e dico la mia :D Sul lato rumorosit\xe0 se a quello siete tanto accorti consiglio benzina perch\xe8 come giustamente dice Tiziano il diesel rompe le balle senza andare ad analizzare i db. Ve lo dice uno che l'anno scorso si \xe8 sciroppato 80.000 km in macchina ah la mia \xe8 silenziosissima :D Poi io le ho provate entrambe e pur non essendo un protettore del marchio a spada tratta non paragonerei mai mai mai mai e poi mai ma mai l'una all'altra semplicemente perch\xe8 la Macan \xe8 piccola e scomoda \xe8 una Cay schiacciata ed un p\xf2 accorciata stop. E' come l'X3 rispetto all'X5 la Q5 rispetto al Q7 e via cantando... E' inutile star li a tessere le lodi di quello che vi siete comprati a discapito del Cay il Cay \xe8 l'unica ragione per la quale esiste la Macan e la Macan non \xe8 un miglioramento del Cayenne ! Continuo da ignorante a non comprendere qual'\xe8 il motivo per il quale se dico che questa macchina \xe8 stretta e scomoda sono io che non ho capito cip e ciop e non \xe8 invece perch\xe8 do ginocchiate a destra e a manca e testate la prima l'ho data a Ginevra ed ancora ricordo le risate di mio cognato... Ma siete tutti single ed alti un metro ed una banana da trovare questa macchina cos\xec comoda ? Salite se potete sul turbone di Tiziano quella \xe8 una macchina comoda.,,,,,,,,,,,,,,
MINI John Cooper Works Facelift 2011 [Hatch Clubman Cabrio],https://www.autopareri.com/forums/topic/22419-mini-john-cooper-works-facelift-2011-hatch-clubman-cabrio?&page=7#comments,2008-02-25 09:46:50,VeeSix,,concordo con quelli che dicono che la caratterizzazione estetica è troppo tamarra. le griglie sul paraurti post sono orrende mentre lo spoiler è decisamente troppo vistoso ( sia per la versione normale che per la Clubman ) . p.s. però quegli scarichi nn sono affatto male imho... ,,,,,,,,,,,,,,
Mazda MX-5 2015,https://www.autopareri.com/forums/topic/56165-mazda-mx-5-2015?&page=23#comments,2014-09-04 17:37:50,loric,,Ok stupenda stupenderrima. Tanto di cappello. ,,,,,,,,,,,,,,
Nuova Kia Rio 2011,https://forum.quattroruote.it/threads/nuova-kia-rio-2011.53302/page-80,2012-03-07 00:00:00,Sly1,,Avete visto la nuova cee'd...nn sembra una Rio un po + grande ? ,,,,,,,,,,,,,,
Ferrari 599 GTO (Topic Ufficiale - 2010),https://www.autopareri.com/forums/topic/37787-ferrari-599-gto-topic-ufficiale-2010?&page=5#comments,2010-04-30 12:36:57,PaoloGTC,,Ah ecco chi era ,,,,,,,,,,,,,,
Come abbellire il box,http://www.porschemania.it/discus/messages/815/647900.html?1365751542,2013-04-10 13:16:00,giaz,,Sulle targhe sono attento su quelle degli altri ma non le mie. Se qualcuno ha la curiosita' morbosa di sapere il mio nome o di venire a rubarsi la BMW del 99 faccia pure. Ma oramai la BMW ha e' in un altro paese e ha un'altra targa la 944 e' andata a un degnissimo porschemaniaco in Franciacorta e la 993 ha preso la strada di un pluricollezionista del sud. Rimane la 911 ma non sta piu' li'. Bella la foto del ponte Domenico ! ,,,,,,,,,,,,,,
LEXUS CT 200h: ANTEPRIMA MONDIALE,https://forum.quattroruote.it/threads/lexus-ct-200h-anteprima-mondiale.23828/page-4,2010-07-28 00:00:00,G5,,Non mi pare un prezzo fuori mercato vista la categoria ...... ,,,,,,,,,,,,,,
Colonnine Ionity Ultra Fast Valdichiana Outlet Village Foiano della Chiana AR Via Enzo Ferrari 5,https://www.forumelettrico.it/forum/colonnine-ionity-hpc-valdichiana-outlet-village-foiano-della-chiana-ar-via-enzo-ferrari-5-t4594-60.html?sid=3b421ec8ad8c21c26f4b5829abf50b7f&sid=3b421ec8ad8c21c26f4b5829abf50b7f,"12/05/2019, 7:02",marco,,Come in molte tecnologie chi arriva prima inventa e detta lo standard: c'erano già migliaia di colonnine in giro per il modo in CHAdeMO prima ancora che venisse inventato il CCS.Poi l'Europa ha deciso di usare questo secondo come standard ma è normale che sentiremo parlare del primo ancora per un bel po'. È stato ed è così per esempio con file audio mp3 a confronto con AAC e Ogg Vorbis o con file video Avi a confronto con Mkv: nonostante i secondi siano migliori i primi sono ancora i più diffusi.,,,,,,,,,,,,,,
Prima macchina per favore consigliatemi!!!! per non essere imbrogliato,https://forum.quattroruote.it/threads/prima-macchina-per-favore-consigliatemi-per-non-essere-imbrogliato.119740/,2018-12-07 00:00:00,over the top,,Ciao non sono un esperto di macchine ma sono possessore di una Nissan e in passato ho avuto un auto a gpl quindi ti darò il mio parere personale non da esperto L auto a gpl devi collaudare e sostituire la ciambella dopo 10 anni dalla prima immatricolazione e poi ogni 5 anni e per la mia c4 erano 600 euro di preventivo risparmi con il rifornimento ma poi hai comunque altre spese oltre al fatto che non puoi fare self e parcheggiare nei garage sottoterra quindi comunque hai dei pro e dei contro ( e per me non ne è valsa la pena ) l auto che vuoi prendere ha già 70000 km e più è vecchia e più hai da metterci mano..se potessi tornare indietro io prenderei un auto a benzina semplice e non spenderei tanti soldi visto che il futuro delle alimentazioni e delle auto è incerto ( Ho preso l anno scorso la Nissan Qashqai a diesel e se potessi tornare indietro probabilmente non lo rifarei ) Secondo me dipende se vuoi un auto per sempre o un auto momentanea per toglierti uno sfizio...valuterei se proprio vuoi e devi cambiare auto un auto nuova piccola a benzina..non prenderei un auto vecchia ( anche se il futuro è incerto ) ed è difficile rinunciare all estetica ,,,,,,,,,,,,,,
Sondaggi e questionari vari sulla mobilità elettrica,https://www.forumelettrico.it/forum/voglio-capire-come-funziona-la-mobilita-elettrica-t5433-40.html?sid=8b8d4eb4641d5d32a257dae81f149e26&sid=8b8d4eb4641d5d32a257dae81f149e26,2019-01-10 16:35:00,KITT,"""Per l'intervista andrebbe bene anche una plug-in con wall-box installata nel box auto?""",Ciao Protoss purtroppo al momento cercano solo possessori di macchine elettriche pure con nessuna fonte di alimentazione diversa dall'energia elettrica per l'appunto. Grazie mille per la disponibilità ,,,,,,,,,,,,,,
E dopo lunga attesa Clio Trophy 2017 si parte,https://forum.quattroruote.it/threads/e-dopo-lunga-attesa-clio-trophy-2017-si-parte.111605/page-4,2017-10-06 00:00:00,topomillo,,ciao finalmente portata la trophy in pista qualche giro decente a Franciacorta. ,,,,,,,,,,,,,,
Mazda 2 GPL,https://forum.quattroruote.it/threads/mazda-2-gpl.23959/,2010-02-18 00:00:00,scarboroughfair,,in cosa consisterebbe il problema per l'esattezza ? ,,,,,,,,,,,,,,
PROVA SU STRADA SKODA OCTAVIA RS TDI 170 DSG...RICHIESTA INFO / AIUTO.,https://forum.quattroruote.it/threads/prova-su-strada-skoda-octavia-rs-tdi-170-dsg-richiesta-info-aiuto.114047/,2017-12-31 00:00:00,GIOGOTTI1967,,La prova del 07/2013 riguarda il modello TDI 184 CV....grazie ! ,,,,,,,,,,,,,,
