Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Validità garanzia bmw,https://www.bmwpassion.com/forum/threads/validit%C3%A0-garanzia-bmw.39599/,2006-09-08 00:00:00,victorl,,"Ho comprato una x3 l'anno scorso del 2005 di importazione quindi a maggio 2007 scadrà la garanzia.COmunque a gennaio 2007 la porto a fare il tagliando e faccio presente che il monitor del navigatore professional non sempre si apre la guarnizione della portiera è rovinata e la pelle del sedile lato guidatore è rovinata.Il capofficina mi dice che non c'è nessun problema tanto è in garanzia perciò saranno sostituite. Infatti dopo circa un mese sono stati sostituiti. Grazie Bmw.Dopo circa un mese mi chiama la signorina del concessionario Bmw dicendo che Bmw ha""BLOCCATO IL TELAIO"" per cui mi addebiteranno i lavori fatti.Io dico che non ho ordinato niente e se erano a pagamento dovevano prima dirlo e quanto costava.A tal punto mi chiedono di riportare l'auto per smontare le cose sostituite e rimettere quelle difettose. Ho intenzione di fare un bel niente e di non pagare.Che vengano a prendere me e la mia auto a casa mia e poi vedremo.Ho spedito anche una email alla bmw italia.A qualcuno è successo qualcosa di simile ? Come devo comportarmi ? grazie a tutti ",,,,,,,,,,,,,,
Ford focus IV : ufficiale.,https://forum.quattroruote.it/threads/ford-focus-iv-ufficiale.115967/page-2,2018-04-11 00:00:00,giorgiotoffa77,"""a me resta in idea perche' quel 1.8 tdci 115 cv aveva un tiro entusiasmante per l'epoca. Quasi nessuno che l'aveva o lo aveva guidato ne risulto' negli anni insoddisfatto. O almeno in gran parte.""",Prima macchina che ho comprato di tasca mia gran motore ! ! ,,,,,,,,,,,,,,
Honda Inspire,https://www.autopareri.com/forums/topic/1165-honda-inspire,2003-07-17 06:48:41,Velox,,Ho trovato un articolo che potrebbe meritare un po' di attenzione e discussione. Esteticamente l'auto non dice niente: anzi già l'articolo parla delle ammiraglie giapponesi che non hanno successo in Europa. Ma c'è un passo degno di nota: Voi cosa ne dite ? ,,,,,,,,,,,,,,
Antifurti alternativi,http://www.porschemania.it/discus/messages/502415/208346.html?1173118210,2006-11-25 17:20:00,hercules_32,,tu ci scherzi ma tutte le volte che vado negli Emirati Arabi sono tentato di andare dal conce e prendermi qualche 'giuiellino' e portarmelo a casa. Da quelle parti puoi provare su strada tutti i modelli in vendita di qualunque cilindrata.,,,,,,,,,,,,,,
Croma e 2.4 JTD 200cv,https://www.bmwpassion.com/forum/threads/croma-e-2-4-jtd-200cv.10010/page-3,2006-04-26 00:00:00,Bolletta,'Beh dai la Marea berlina a suo tempo non era mal era una buona vettur con meccanica collaudata e un buon prezzo... la classica berlina da famigli con un design non avveniristico ma nemmeno brutto... anzi a me la coda piaceva parecchio!',Beh dai la Marea berlina a suo tempo non era male era una buona vettura con meccanica collaudata e un buon prezzo... la classica berlina da famiglia con un design non avveniristico ma nemmeno brutto... anzi a me la coda piaceva parecchio ! ,,,,,,,,,,,,,,
Chi sono? Mi presento,https://forum.quattroruote.it/threads/chi-sono-mi-presento.13/page-47,2011-06-23 00:00:00,octavia08,"Eccomi ..ci sono anch'io con la mia octavia 1.6 gpl del maggio 2008!!!! Bentrovati a tutti !! ... Visto che Gianko è latitante ti do io il benvenuto. E' vero come dice Gianko che il 1.6 gpl è una bomba? Sei d'accordo con lui? ""Eccomi ..ci sono anch'io con la mia octavia 1.6 gpl del maggio 2008!!!! Bentrovati a tutti !! """,GRAZIE a tutti per il benvenuto e soprattutto vorrei spezzare una lancia a favore del 1.6 gpl...GRANDIOSA ! ! Non è la prima volta che uso una vettura gpl ma questa è veramente portentosa. 60.000 Km senza problemi. ,,,,,,,,,,,,,,
Scénic XMod - Topic Ufficiale,https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-152,2010-09-09 00:00:00,cristiangai,,Grazie mille per le risposte rapide e precise spero di dover attendere meno dei 60 giorni previsti : ? per la consegna e ad ogni modo vi farò sapere. Grazie e a presto. ,,,,,,,,,,,,,,
In salento con la Fiat 124 Spider,https://forum.quattroruote.it/threads/in-salento-con-la-fiat-124-spider.106409/,2016-10-09 00:00:00,keyone,'Eh s martedì sono partito da Roma per il Salento a bordo di una bellissima 124 Spider L che finalmente è entrata nella flotta La Fiat comunque dovrebbe pagarmi per la pubblicità gratuita che ho fatto in questi giorni ',Complimenti per la recensione che rende perfettamente l'idea di come è e comne va questa bella macchina della Fiat/Mazda PS FCa dovrebbe retribuire anche me per la pubblicità -per altro del tutto meritata- resa con le mie impressioni della Tipo nell'apposito topic ,,,,,,,,,,,,,,
Problemi con il mio Cayenne S a GPL ,http://www.porschemania.it/discus/messages/22971/739656.html?1505202544,2015-05-14 12:47:00,telemaco,,Sono stato a Messina quando ero studente universitario \xe8 da 12 anni che non ci sono pi\xf9 tornato. Ricordo che i meccanici erano tutti bravi ma uno in particolare zona Tremestieri era specializzato su auto di questo tipo non ricordo il nome ne se ci sia ancora. Vai dal tuo di fiducia o cmq da uno serio poi se vuoi essere tranquillo al 100% a Catania c'\xe8 la Porsche ti sapranno dire per filo e per segno cosa non va ( indubbiamente il costo quadruplica ) . Prima di questo avevi un'altra s ? ? ? Dove la portavi come meccanico ? ? ? ,,,,,,,,,,,,,,
Giulietta non sará sostituita?,https://forum.quattroruote.it/threads/giulietta-non-sar%C3%A1-sostituita.114196/,2018-01-09 00:00:00,bumper morgan,,ed al suo posto un suv compatto ? in ogni caso se cosí fosse i tempi mi sembrano un po’ troppo lunghi. http://motori.quotidiano.net/autoemotonews/suv-compatto-alfa-romeo-giulietta.htm ,,,,,,,,,,,,,,
nuova M6,https://forum.quattroruote.it/threads/nuova-m6.67740/page-3,2012-09-14 00:00:00,rob4,"'mica ver in europa le cadillac sono sconosciute e pressochè inesistent negli usa le golf sono invece conosciute e ne vendono u tutto sommat discreto numero... ""E vabbe se per te esiste solo l'europ abbiamo una percezione del mondo molto diversa. Non stupiamoci poi se gli extraeuropei ci sodomizzano sempre più ogni anno che passa... 'non tutti i costruttori jap hanno le risorse economiche per fare una cosa del gener e mazda è sicuramente (insieme a subaru probabilment mitsubishi) fra questi.. ""come sopr se hanno rinunciato persino honda (solo adesso si sta decidendo -si spera- a mettere sul mercato un 1.6 t ma più che altro per spirito di orgoglio...) e toyota (si fornirà presso bmw) figuriamoci gli altri...il fatto è ch per lor l'europa è un mercato secondario rispetto ad us oceania e ai BRIC. Non che io li giustifich anz ma purtroppo è così. ""beh dietro la cruze c'è la GM che è il primo costruttore mondiale eh...e comunque fra le prime dieci auto più vendute al mondo ci sono diverse jap...""",E non ti sei mai chiesto perchè L'Europa è piena di VW e non di Cadillac ? Comincia a chiedertelo allora :lol: Sodomizzeranno gli italioti marchionari che sono contenti se il maglionato vende ( vende è una parola grossa prova a vendere :lol: ) dei carrozzoni americani col marchio Lancia non certo i tedeschi. I costruttori di auto tedeschi sono all'apice del loro successo in tutto il mondo. E poi la questione che sollevavo riguardava il prodotto Mazda e Giap per l'Europa. Se e come vendono in america oceania ed asia a me francamente non interessa molto. Consiglio: a volte si è presi dalla foga di dimostrare qualcosa per mantenere il punto contro ogni evidenza logica. Ed è proprio il quel momento che si dicono le più grosse stupidaggini :lol: . La mx-5 è un'auto che va bene ovunque. E costa anche poco. E' un problema di scelte poi eventualmente i soldi. Se la mx-5 fosse lunga 5 metri non sarebbe diventata un mito. Perchè l'Europa è un mercato tosto dove per vendere devi essere sveglio e avere modelli con quelle caratteristiche che ti elencavo: Design Motori e Dimensioni giuste. E coreani lo sono di più. Che è esattamente quello che sostengo io :lol: Se fossi Indiano i cinese mi alletterebbe molto il discorso delle vendite Giap dei paesi Bric invece mi interesa assai poco visto che si parlava di cosa propongono in Europa. Dietro Mazda c'era Ford fino all'altro ieri e non mi pare che questo li abbia aiutati più di tanto in Europa o sbaglio ? Anzi mi pare che Mazda ci tenesse a specifiare che la sua M6 non era imparentata con la Ford Mondeo... 8 ) In ogni caso non ho capito la tua difesa d'ufficio nei confronti di Mazda che non ho certo accusato di fare auto scadenti semmai di farle non centrate sul cliente europeo ( ed italiano in particolare ) piuttosto su quello americano. Scelta sicuramente corretta per le loro vedite non c'è che dire cio' non toglie che una Mazda di quasi 5 metri in Italia non venderà tanto. Tutto qua. :lol: ,,,,,,,,,,,,,,
Osservazioni sul Power Cruise Control per allargarne il bacino di utenza,https://www.forumelettrico.it/forum/osservazioni-sul-power-cruise-control-per-allargarne-il-bacino-di-utenza-t5095-30.html?sid=d0ecedc0b92cbd06a1d0bccba03c4c03&sid=d0ecedc0b92cbd06a1d0bccba03c4c03,2019-04-06 22:40:00,aZoenzo,"""Due riflessioni:- quanti con PCC sono informatici? Tutti... o quasi (non è facile per un utente non smanettone)- mano a mano che aumentano le autonomie ed il numero di colonnin sarà sempre meno necessario pianificare se non per viaggi lunghissimi o di montagna. Comunque per un bel po' di anni ancora ci sarà molto su cui lavorare.""",Condivido solo la prima delle 2 tra gli amici non smanettoni credo che nessuno riuscirebbe a fare l'api key soprattutto perché molti usano solo il telefono senza pc.Invece la pianificazione secondo me sarà sempre utile per poter ridurre al minimo le ricariche su lunghi viaggi ( o come per chi vuol fare 300km senza ricaricare ) soprattutto per Zoe Q dove la ricarica tra 0% e 50% va a 43kW e poi scende velocemente... Quindi poter sfruttare fino all'ultimo kWh mi permette ricaricarlo più velocemente.,,,,,,,,,,,,,,
Lancia Delta M.Y. 2014,https://www.autopareri.com/forums/topic/52756-lancia-delta-my-2014?&page=15#comments,2014-11-24 17:29:24,Pandino,,In pratica hanno scambiato questi render amatoriali per un'auto fatta e finita ,,,,,,,,,,,,,,
Frizione che strappa,https://www.bmwpassion.com/forum/threads/frizione-che-strappa.116619/,2007-09-07 00:00:00,chiccol,"""Ciao ragazzi volevo chiedervi se potete darmi la mail della bmw italia perchè sul sito danno solo i numeri di telefono e non forniscono altro.... Il motivo per cui voglio scrivere alla BMW ITALIA è che ho un problema alla frizione...quando sono fermo in colonna e vado avanti usando solo la il pedale della frizione la macchina vibra fino al punto che i fari si continuano a livellare dalle vibrazioni....la macchina l'ho comprata nuova quando sono andato in concessionario per esporre il problema erano molto scettic credendo che la causa della vibrazione della frizione sia dovuto al mio stile di guid dopo varie lotte con il concessionario hanno deciso di far provare la mia macchina a un perito BMW per vedere se capiva il problem ha provato la macchina e il problema era reale e non era dovuto al mio stile di guid per farla breve mi hanno sostituito la frizione ora dopo 2000km dalla sostituzione il problema è tornato e sicuramente immaginando che il concessionario mi darà tort dicendo che è colpa mia e del mio stile di guid mi voglio così rivolgere direttamente alla casa madre....mi potete aiutare? GRAZIE MILLE""",Ciao ragazzi volevo chiedervi se potete darmi la mail della bmw italia perchè sul sito danno solo i numeri di telefono e non forniscono altro....Il motivo per cui voglio scrivere alla BMW ITALIA è che ho un problema alla frizione...quando sono fermo in colonna e vado avanti usando solo la il pedale della frizione la macchina vibra fino al punto che i fari si continuano a livellare dalle vibrazioni....la macchina l'ho comprata nuova quando sono andato in concessionario per esporre il problema erano molto scettici credendo che la causa della vibrazione della frizione sia dovuto al mio stile di guida dopo varie lotte con il concessionario hanno deciso di far provare la mia macchina a un perito BMW per vedere se capiva il problema ha provato la macchina e il problema era reale e non era dovuto al mio stile di guida per farla breve mi hanno sostituito la frizione ora dopo 2000km dalla sostituzione il problema è tornato e sicuramente immaginando che il concessionario mi darà torto dicendo che è colpa mia e del mio stile di guida mi voglio così rivolgere direttamente alla casa madre....mi potete aiutare ? GRAZIE MILLE ,,,,,,,,,,,,,,
Perche prendere una 986 25........,http://www.porschemania.it/discus/messages/502415/677248.html?1420457010,2013-12-26 16:16:00,danielterry,,Non ha la chiave a sx ? ? ? E che cacchio scrivono allora sui tomi che pubblicano da cui sto facendo il sunto ! ! ! ,,,,,,,,,,,,,,
Concessionario GF Motor a Cosenza,https://www.bmwpassion.com/forum/threads/concessionario-gf-motor-a-cosenza.87486/page-7,2010-03-03 00:00:00,Ta20d,,E' vero Miguel e' una bravissima persona ma ha ( hanno ) il vizio di chiedere dove e' stata acquistata la macchina quando c'e' la necessita' di un'intervento in garanzia soprattutto mentre quando c'e' da spendere soldoni come nel caso dell'X5 ti accolgono a braccia aperte. Per 2 volte mi sono fatto 230km tra andata e ritorno per sentirmi dire che non era possibile fare una diagnosi alla macchina dopo che avevo chiamato per avvisarli che sarei andato.Davvero molto molto bravo e' il capo officina uno dei pochi Meccanici capaci e oltretutto disponibile.PS: la macchina l'ho presa a Bologna. ,,,,,,,,,,,,,,
Outback 2015 prime impressioni,https://forum.quattroruote.it/threads/outback-2015-prime-impressioni.99176/,2015-09-29 00:00:00,reFORESTERation,Grazie Giorgio e benvenuto. Ho appena chiesto un drive test della O sono riluttante però a lasciare la legac specie perchè la mia ha assetto sport dynami avrei preferito il motore come il tu ovvero quello quadro anzichè quello a corsa corta come il mi ma avrei dovuto prendere il modello 2013 invece del 2012 che costava il 30% in meno e consuma il 5% in più... 14 con un litro non sono mal specie se fai tanta montagn io in pianura e in autostrada e tangenziali e provinciali sto però quasi a 20...... Grazie a te! Vedrai che non rimarrai deluso dalla prov certo è tutto tranne che sportiva...aggiungo anche che il motore comincia piano piano a slegars ma credo ci vorrà ancora un po'. Soprattutto devo fare ancora il piede al cambio cv molto diverso dal classico convertitore che montava il Rav. 'Grazie Giorgio e benvenuto. Ho appena chiesto un drive test della O sono riluttante però a lasciare la legac specie perchè la mia ha assetto sport dynami avrei preferito il motore come il tu ovvero quello quadro anzichè quello a corsa corta come il mi ma avrei dovuto prendere il modello 2013 invece del 2012 che costava il 30% in meno e consuma il 5% in più... 14 con un litro non sono mal specie se fai tanta montagn io in pianura e in autostrada e tangenziali e provinciali sto però quasi a 20...',A 30.000 km si slega o almeno la mia tanto ci ha messo ,,,,,,,,,,,,,,
Rullo di tamburi... Giulia Quadrifoglio Vs Bmw M3 Vs Mercedes C63 S,https://forum.quattroruote.it/threads/rullo-di-tamburi-giulia-quadrifoglio-vs-bmw-m3-vs-mercedes-c63-s.110620/page-32,2017-06-09 00:00:00,BufaloBic,'Non ho mai negato che se la giochi. Anzi fca ultimamente sta facendo cose egregie. Il problema è che leggendo alcuni post qu il pessimo spot lo fa qualche appassionato ( come il professore chiaroscur che magari manco ha un alfa romeo) . Ma pian piano... ',Se la gioca è un eufemismo in realtà a mio modesto avviso la Giulia è superiore rispetto alle rivali qualunque versione benzina o diesel si prenda in considerazione. Il fatto che la Bmw abbia dovuto presentare una versione pompata e per di più senza sedili ( sic ! ) della propria vettura per riuscire seppur in condizioni estreme a star davanti alla Giulia non è una dimostrazione di forza della M3 ma della Giulia. Poi ognuno la può pensare come vuole per quanto mi riguarda è così. E non è finita la Giulia essendo la prima della specie secondo me ha ancora notevoli margini di miglioramento del resto le prestazioni della Stelvio paragonate a quelle della berlina parlano chiaro. Staremo a vedere. Per quanto mi riguarda in Alfa Romeo devono lavorare duro su tutto ciò che è infotainment e cura degli interni continuando ad evolrere l'auto così la Giulia sarà ancor più in grado di affrontare la concorrenza anche da sola e senza versione SW ,,,,,,,,,,,,,,
Nuova cayenne turbo,http://www.porschemania.it/discus/messages/22971/683563.html?1398444979,2014-02-25 00:11:00,redfox,,Direi il prezzo \xe9 giusto....... Che accessori ha ? Il prezzo tiene gi\xe0 conto del chilometraggio se avesse 40-50.000 km varrebbe almeno 15/20.000 euro in pi\xf9. Se non ci fosse il superbollo si dovrebbero aggiungere altri 15.000........ 30.000 euro potrebbe essere un prezzo equo per una S mediamente accessoriata. La turbo essendo pi\xf9 rara conserva se in buono stato ancora un certo valore considerando anche una dotazione base che \xe8\xa0di gran lunga superiore alla S.,,,,,,,,,,,,,,
Mondiale F.1 - GP del Messico  2018,https://forum.quattroruote.it/threads/mondiale-f-1-gp-del-messico-2018.119013/page-20,2018-11-02 00:00:00,JessyJames2009,"""io però non darei per 'bollito' Vettel e anche riponendo grandi aspettative in Leclerc secondo me se il tedesco ritorna ad avere un equilibrio mentale e quella concretezza che in alcuni casi gli è mancata in questa stagione resta sempre un osso durissimo da battere""","No VET ha solo bisogno di ""riprendersi"" un po' mentalmente...per essere forte è fra i primi speriamo ritorni allo ""smalto"" di inizio campionato. ",,,,,,,,,,,,,,
Citroën Berlingo Facelift 2012,https://www.autopareri.com/forums/topic/46156-citro%C3%ABn-berlingo-facelift-2012?&page=2#comments,2012-10-24 10:06:37,Touareg 2.5,,L'allestimento Collection si chiama adesso Selection ( nessuna variazione di prezzo ) . ,,,,,,,,,,,,,,
Alfa Romeo Giulia 2016,https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=134#comments,2016-03-14 14:04:22,jacksparrow.82,,Forse i legali dovevano puntare sul procurato danno all'immagine piuttosto che sul danneggiamento economico. ,,,,,,,,,,,,,,
Fiat Panda 4x4 2012,https://www.autopareri.com/forums/topic/48484-fiat-panda-4x4-2012?&page=16#comments,2012-11-01 12:59:01,punto 83,,ma ne spenderesti 11.100€ per una macchina con un 1.6 asmatico 2 airbag ASR+ESP optional e con un progetto originale risalente a fine anni 90...de gustibus... ,,,,,,,,,,,,,,
Audi TT,https://www.bmwpassion.com/forum/threads/audi-tt.20023/,2004-04-20 00:00:00,Davide,,http://www.germancarfans.com/spyphotos.cfm/spyphotoid/6060123.001 ,,,,,,,,,,,,,,
Giulietta MY 2019 al salone di Ginevra,https://forum.quattroruote.it/threads/giulietta-my-2019-al-salone-di-ginevra.120997/page-7,2019-03-05 00:00:00,Jackz3,"""ti capisco. L'anno scorso volevo sostituire l'auto di mia moglie ed avevo in mano il preventivo per la GPL versione msport con cerchi 1 a 18.300 euro. Mannaggia se ci ripenso...adesso che hanno tolto la GPL...""",Che poi questa scelta non l'ho capita soprattutto in questo periodo anche perché leggendo online il gpl andava benone. ,,,,,,,,,,,,,,
2019 Toyota Supra,https://forum.quattroruote.it/threads/2019-toyota-supra.119050/page-3,2019-03-08 00:00:00,Alosqualo,,"Quando qualche mese fa ho visto le prime immagini rubate bozzetti etc della nuova Supra sono rimasto in trepidante attesa perché sarebbe potuta essere una vettura interessante. QUando sono uscite le immagini esterne....beh a primo impatto mi é piaciuta molto decisamente meglio di un Z4. Ma quando ho visto l´interno che é praticamente uguale alla mia serie 4 beh.....sono rimasto deluso non perchè non sia gradevole o funzionale ma perchè é una scopiazzatura che mi da un pò fastidio. Tutto identico anche i menu dell´infotainment. mah.... Poi arriviamo al capitolo prezzo. Li mi sono cascate le braccia. Ok il 6 cilindri con 340 cv ( che sono quasi troppi qui da noi un Superbollo esagerato....fossero stati 280/290 sarebbe stato ancora accettabile ) ma la prima cosa che ho pensato vedendo gli oltre 65.000 € é stato ""allora si passa a Porsche"". è vero che forse come portabagagli la Supra é meglio ma guidare un Porsche oppure una Toyota....a pari prezzo ( o cmq con una discrepanza del 5-10% ) scelgo la tedesca. Un altro blasone. ",,,,,,,,,,,,,,
possibile impianto GPL?,https://forum.quattroruote.it/threads/possibile-impianto-gpl.112676/,2017-10-09 00:00:00,pipposofia,,La vorrei comprare ma dopo 11 anni con una golf plus16 gpl senza mai un problema mi viene difficile pensare di comprarne una con la sola alimentazione a benzina o gasolio per non parlare dei privilegi nelle città con ZTL sconto nell'assicurazione non per ultimo un pieno con appena 30€. ,,,,,,,,,,,,,,
Jaguar XF,https://www.bmwpassion.com/forum/threads/jaguar-xf.32563/,2005-07-07 00:00:00,Amante-Audi,,Sostituirà la S-Type ,,,,,,,,,,,,,,
brera in pista..,https://www.bmwpassion.com/forum/threads/brera-in-pista.12267/page-5,2004-06-07 00:00:00,M_POWER,"""roger il culone sproporzionato ce l'hai te....e poi t piace il cu*o sporgente della nuova megane...quindi... ckmq ecco i colori della 159: black alfa red alfa silver vesuvio grey overseas blue titanium grey ruby red stromboly grey ocean black x la brera nn sò...""","Twin la cosa più sbagliata che puoi fare è convincere un forum per giunta di appassionati BMW che la Brera o Alfa che sia è perfetta e deve piacere a tutti.Innanzitutto non ho letto nemmeno un commento che dicesse che fa schifo cosa che si è detto addirittura per la E90 ( il frontale nn ha un pezzo in comune alla 1....pure a questo ci aggrappiamo ? ) :Ma anche se per qualcuno facesse schifo non puoi pretendere che la pensi come te. Questa smania di volerci convincere che la Brera e nn solo questa sia ""migliore"" è patetico oltre che inutile. Può essere meglio per me per te ma non deve essere per forza così per tutti.Personalmente la Brera è molto Bella cmq preferirei un Cd. Tra l'altro si sta discutendo di particolari come gli specchietti e l'altezza a proposito ma solo io la vedo alta o davvero è bassa come un M3 Io forse ho sbagliato a paragonarla ad un SUV in effetti l'X5is è più bassa.BreraX5 ",,,,,,,,,,,,,,
Marche consigliate per rabbocchi liquidi Smart for two (2008)?,https://forum.quattroruote.it/threads/marche-consigliate-per-rabbocchi-liquidi-smart-for-two-2008.118074/,2018-09-09 00:00:00,NEWsuper5,'Anche la mia For two consuma Oglio e li vado rabocare sempre castrol 5w 30 c3 consigliato dalla Mercedes ma mi sembra molto strano che mi consumi mezzo litro ogni 2000 km. Saprebbe qualcuno dirmi per piacere quale sarebbe il motivo per quale brucia così tanto Oglio ??? La machina ne ha 103 milla km ??',Di che anno è la fortwo e che motore ha ? è turbo ? Se emette fumo visibile e colorato ( azzurro ) dallo scarico è probabile che ci siano riparazioni da fare a breve al motore. ,,,,,,,,,,,,,,
[spot] BMW 700,https://www.bmwpassion.com/forum/threads/spot-bmw-700.68495/,2007-12-30 00:00:00,fastfreddy,,,,,,,,,,,,,,,,
